Date,Rate
2021-03-23,0.14
2021-03-24,0.15
2021-03-25,0.15
2021-03-26,0.15
2021-03-29,0.17
2021-03-30,0.16
2021-03-31,0.14
2021-04-01,0.17
2021-04-05,0.16
2021-04-06,0.16
2021-04-07,0.15
2021-04-08,0.15
2021-04-09,0.15
2021-04-12,0.15
2021-04-13,0.15
2021-04-14,0.15
2021-04-15,0.15
2021-04-16,0.15
2021-04-19,0.17
2021-04-20,0.17
2021-04-21,0.17
2021-04-22,0.17
2021-04-23,0.17
2021-04-26,0.17
2021-04-27,0.17
2021-04-28,0.16
2021-04-29,0.16
2021-04-30,0.17
2021-05-03,0.18
2021-05-04,0.18
2021-05-05,0.17
2021-05-06,0.18
2021-05-07,0.18
2021-05-10,0.18
2021-05-11,0.18
2021-05-12,0.18
