Date,XAUEUR,EURUSD,EURJPY,EURCAD,EURGBP,EURAUD,EURNZD,EURCHF
2012-07-01,1288.12,1.2288,97.89,1.2527,0.7933,1.2032,1.54,1.2012
2012-07-08,1297.03,1.2252,97.06,1.2429,0.7866,1.1976,1.5392,1.2014
2012-07-15,1302.76,1.2157,95.41,1.2311,0.7782,1.1713,1.5202,1.2012
2012-07-22,1317.95,1.2319,96.64,1.236,0.7824,1.1753,1.5212,1.2016
2012-07-29,1294.11,1.2387,97.22,1.2402,0.7919,1.1719,1.5127,1.202
2012-08-05,1318.16,1.229,96.22,1.2185,0.7834,1.1627,1.5097,1.2011
2012-08-12,1310.26,1.2334,98.16,1.2203,0.7858,1.1834,1.5277,1.2013
2012-08-19,1334.94,1.2513,98.44,1.242,0.7915,1.2023,1.5413,1.2009
2012-08-26,1344.32,1.2577,98.6,1.2411,0.7928,1.2186,1.5667,1.2016
2012-09-02,1354.58,1.2816,100.34,1.2544,0.8009,1.2341,1.5756,1.2109
2012-09-09,1349.86,1.3127,102.91,1.2751,0.8096,1.2445,1.5841,1.2171
2012-09-16,1366.36,1.298,101.47,1.2674,0.7995,1.2404,1.5656,1.2105
2012-09-23,1378.06,1.2858,100.17,1.2639,0.7953,1.2389,1.5482,1.2084
2012-09-30,1366.81,1.3034,102.55,1.2757,0.8078,1.2797,1.5933,1.2121
2012-10-07,1354.16,1.295,101.62,1.2691,0.8059999999999999,1.2659,1.5866,1.2094
2012-10-14,1320.74,1.3022,103.3,1.2937,0.8137,1.2608,1.5958,1.209
2012-10-21,1321.96,1.2942,103.11,1.2908,0.8037,1.2477,1.5730000000000002,1.2103
2012-10-28,1307.5,1.2837,103.27,1.2785,0.8011,1.2419,1.5554,1.2069
2012-11-04,1362.23,1.2709,101.05,1.2723,0.7996,1.2237,1.561,1.2057
2012-11-11,1344.8,1.2744,103.56,1.2754,0.8018,1.2314,1.5688,1.2047
2012-11-18,1351.32,1.2976,106.9,1.2872,0.8093,1.2409,1.5753,1.2043
2012-11-25,1318.72,1.2986,107.24,1.2923,0.8118,1.2463,1.5842,1.2052
2012-12-02,1318.82,1.2927,106.6,1.2805,0.8059999999999999,1.2328,1.5528,1.2083
2012-12-09,1288.17,1.3163,109.87,1.2976,0.8143,1.2465,1.5562,1.2086
2012-12-16,1256.57,1.3188,111.08,1.3096,0.8154,1.2670000000000001,1.6,1.2081
2012-12-23,1252.36,1.3216,113.77,1.3178,0.8177,1.2753,1.6130000000000002,1.2073
2012-12-30,1267.45,1.3069,115.25,1.29,0.8135,1.2471,1.5709,1.2083
2013-01-06,1246.53,1.3344,119.01,1.3129,0.8273,1.266,1.594,1.2184
2013-01-13,1265.1,1.3319,119.97,1.3213,0.8390000000000001,1.2672,1.5919,1.2444
2013-01-20,1232.75,1.3462,122.35,1.354,0.8518,1.2908,1.6063,1.2471
2013-01-27,1221.45,1.364,126.67,1.3613,0.8692,1.3128,1.6157,1.2389
2013-02-03,1248.27,1.3365,123.93,1.3403,0.846,1.295,1.6003,1.2259
2013-02-10,1204.0,1.3363,125.0,1.3455,0.8611,1.2971,1.5817,1.2315
2013-02-17,1198.29,1.319,123.19,1.3463,0.8648,1.2766,1.5742,1.2263
2013-02-24,1210.23,1.3022,121.8,1.3372,0.8664,1.2770000000000001,1.5796,1.2286
2013-03-03,1213.82,1.3006,124.9,1.3382,0.8712,1.2707,1.5839,1.2372
2013-03-10,1217.61,1.3076,124.62,1.3333,0.8652,1.2561,1.5806,1.2279
2013-03-17,1238.42,1.2988,122.75,1.3285,0.8527,1.2437,1.5532,1.2218
2013-03-24,1247.02,1.2819999999999998,120.8,1.304,0.843,1.2305,1.5312,1.2171
2013-03-31,1217.8,1.2990000000000002,126.7,1.3222,0.8469,1.252,1.5404,1.2144
2013-04-07,1128.16,1.3112,128.97,1.3283,0.8545,1.2474,1.5267,1.2158
2013-04-14,1075.96,1.3052,129.91,1.3401,0.857,1.2701,1.5498,1.2182
2013-04-21,1122.66,1.3028,127.75,1.3248,0.8417,1.2674,1.5369,1.2277
2013-04-28,1121.42,1.3115,129.88,1.3221,0.8422,1.271,1.5371,1.2268
2013-05-05,1114.44,1.2993,132.03,1.3122,0.8457,1.2964,1.5653,1.2432
2013-05-12,1059.22,1.2839,132.51,1.3197,0.8464,1.3199,1.5919,1.2485
2013-05-19,1071.76,1.2932,130.98,1.3343,0.8548,1.3404,1.5972,1.2435
2013-05-26,1067.01,1.2999,130.62,1.349,0.8552,1.3579,1.6374,1.2416
2013-06-02,1047.45,1.3223,128.98,1.3483,0.8498,1.3926,1.6764,1.2377
2013-06-09,1041.95,1.3347,125.58,1.3574,0.8498,1.3949,1.6583,1.2297
2013-06-16,988.95,1.3123,128.47,1.3723,0.8511,1.4235,1.6922,1.2264
2013-06-23,948.58,1.301,128.97,1.3686,0.8552,1.4233,1.6808,1.2291
2013-06-30,953.9,1.2832,129.85,1.3574,0.8618,1.4151,1.6645,1.2364
2013-07-07,983.24,1.3068,129.67,1.3583,0.865,1.4442,1.6795,1.2369
2013-07-14,986.38,1.3142,132.28,1.3625,0.8608,1.4327,1.6568,1.2367
2013-07-21,1004.52,1.3279,130.5,1.3654,0.8633,1.4336,1.6421,1.2328
2013-07-28,987.76,1.3283,131.45,1.3797,0.8688,1.4921,1.6956,1.2344
2013-08-04,985.16,1.3343,128.38,1.3728,0.8609,1.4514,1.6598,1.2314
2013-08-11,1032.6,1.3329,130.0,1.3779,0.8528,1.4513,1.6449,1.2349
2013-08-18,1044.12,1.3382,132.14,1.4045,0.8596,1.4828,1.7155,1.2331
2013-08-25,1056.2,1.3222,129.8,1.3934,0.8526,1.4858,1.7114,1.2297
2013-09-01,1056.01,1.318,130.63,1.3713,0.8432,1.4348,1.6478,1.2355
2013-09-08,997.99,1.3294,132.1,1.3761,0.8374,1.4379,1.6349,1.2364
2013-09-15,980.02,1.3524,134.31,1.3936,0.8449,1.4397,1.6162,1.2309999999999999
2013-09-22,988.17,1.3522,132.87,1.3937,0.8379,1.4516,1.6323,1.225
2013-09-29,967.22,1.3558,132.16,1.3959,0.8468,1.4372,1.6302,1.2301
2013-10-06,940.12,1.3542,133.49,1.4016,0.8488,1.4304,1.6272,1.2355
2013-10-13,961.85,1.3685,133.76,1.4079,0.8466,1.4143,1.6098,1.2344
2013-10-20,979.46,1.3805,134.49,1.4424,0.8539,1.4405,1.6672,1.2323
2013-10-27,975.24,1.3487,133.11,1.4056,0.8468,1.4291,1.6313,1.2306
2013-11-03,964.05,1.3371,132.48,1.4013,0.8348,1.4247,1.6216,1.2323
2013-11-10,954.9,1.3495,135.21,1.4088,0.8371,1.4402,1.6179,1.2349
2013-11-17,917.19,1.3558,137.31,1.4257,0.8356,1.4785,1.6545,1.2295
2013-11-24,922.71,1.359,139.22,1.4427,0.8304,1.4916,1.6717,1.2316
2013-12-01,896.75,1.3706,141.04,1.4578,0.8383,1.5057,1.6543,1.2227
2013-12-08,900.8,1.3743,141.85,1.4548,0.8433,1.5334,1.6623,1.2223
2013-12-15,878.88,1.3672,142.28,1.4541,0.8369,1.5325,1.6652,1.2251
2013-12-22,883.94,1.3742,144.53,1.4712,0.8338,1.5494,1.6863,1.2252
2013-12-29,910.48,1.3588,142.49,1.4452,0.8277,1.5188,1.6424,1.2303
2014-01-05,912.04,1.367,142.37,1.4892,0.8294,1.5195,1.6463,1.2337
2014-01-12,926.14,1.3541,141.25,1.4844,0.8244,1.5418,1.6392,1.2326
2014-01-19,926.94,1.3678,139.91,1.5166,0.8297,1.5752,1.6654,1.2235
2014-01-26,922.38,1.3487,137.62,1.501,0.8206,1.5404,1.6674,1.2225
2014-02-02,929.88,1.3635,139.54,1.5043,0.8308,1.5221,1.6441,1.2244
2014-02-09,962.4,1.3693,139.39,1.5032,0.8176,1.5158,1.6357,1.2226
2014-02-16,963.31,1.374,140.87,1.5265,0.8268,1.5306,1.6588,1.22
2014-02-23,959.99,1.3803,140.51,1.5273,0.8243,1.5459,1.6451,1.2146
2014-03-02,966.15,1.3878,143.33,1.5381,0.8303,1.5297,1.6385,1.2186
2014-03-09,993.38,1.3914,141.03,1.5453,0.8359,1.5411,1.63,1.214
2014-03-16,967.77,1.3794,141.06,1.548,0.8367,1.5189,1.6159,1.2182
2014-03-23,941.79,1.3753,141.42,1.5212,0.8266,1.4869999999999999,1.5878,1.2197
2014-03-30,951.25,1.3703,141.53,1.5048,0.8265,1.4747,1.5935,1.2227
2014-04-06,949.55,1.3885,141.1,1.5248,0.8297,1.4776,1.5982,1.2168
2014-04-13,937.28,1.3815,141.49,1.5219999999999998,0.8219,1.4804,1.6082,1.2201
2014-04-20,941.99,1.3833,141.33,1.5271,0.8232,1.4913,1.6129,1.2196
2014-04-27,937.02,1.3869999999999998,141.74,1.5221,0.8224,1.4952,1.6001,1.2176
2014-05-04,936.62,1.376,140.16,1.4992,0.8165,1.4695,1.5975,1.2199
2014-05-11,944.54,1.3695,139.03,1.4869,0.8144,1.4626,1.5874,1.2225
2014-05-18,948.07,1.3634,139.03,1.4809,0.8098,1.4769999999999999,1.5962,1.2217
2014-05-25,916.81,1.3631,138.75,1.4780000000000002,0.8137,1.4639,1.6036,1.22
2014-06-01,918.57,1.3643,139.81,1.4918,0.8119,1.4618,1.6045,1.2192
2014-06-08,942.85,1.3542,138.23,1.4701,0.7983,1.4405,1.5632,1.2198
2014-06-15,966.73,1.3599,138.81,1.4631,0.7994,1.4486,1.5637,1.2175
2014-06-22,963.96,1.3649,138.37,1.4561,0.8012,1.4483,1.555,1.216
2014-06-29,970.87,1.3596,138.84,1.4486,0.7923,1.4519,1.5556,1.2158
2014-07-06,983.65,1.3609,137.97,1.4607,0.7947,1.4489,1.544,1.2148
2014-07-13,969.24,1.3525,137.06,1.4514,0.7914,1.4403,1.5546,1.2156
2014-07-20,973.53,1.3432,136.78,1.4523,0.7913,1.4296,1.5702,1.2153
2014-07-27,963.48,1.3430000000000002,137.84,1.4661,0.7984,1.4425,1.5767,1.2168
2014-08-03,976.33,1.3411,136.88,1.4717,0.7995,1.4453,1.585,1.214
2014-08-10,973.69,1.3399,137.16,1.4599,0.8025,1.4375,1.5794,1.2092
2014-08-17,967.23,1.3243,137.66,1.4498,0.7992,1.4218,1.5736,1.2105
2014-08-24,980.17,1.3133,136.68,1.4286,0.7912,1.4063,1.5703,1.2061
2014-08-31,979.75,1.295,136.11,1.4091,0.7932,1.3808,1.5546,1.206
2014-09-07,948.48,1.2965,139.16,1.4383,0.797,1.4344,1.5901,1.2105
2014-09-14,947.5,1.2829,139.9,1.4064,0.7876,1.4372,1.5784,1.2072
2014-09-21,960.37,1.2685,138.62,1.4148,0.7807,1.4472,1.6126,1.2071
2014-09-28,951.99,1.2517,137.4,1.4073,0.7841,1.4428,1.6119999999999999,1.2115
2014-10-05,968.61,1.2628,135.97,1.4143,0.7854,1.4543,1.6156,1.2092
2014-10-12,970.23,1.2763,136.4,1.4393,0.7929999999999999,1.4596,1.6111,1.2079
2014-10-19,971.55,1.2670000000000001,137.04,1.4231,0.7874,1.4406,1.6132,1.2062
2014-10-26,936.78,1.2525,140.68,1.411,0.7829999999999999,1.4237,1.608,1.2061
2014-11-02,945.66,1.2454,142.65,1.4108,0.7846,1.4424,1.6059,1.2028
2014-11-09,949.1,1.2524,145.62,1.4137,0.7992,1.4318,1.5836,1.2009
2014-11-16,969.74,1.239,145.97,1.3915,0.7914,1.4291,1.5714,1.2009999999999998
2014-11-23,937.48,1.2452,147.73,1.4213,0.7957,1.4631,1.5857,1.2026
2014-11-30,970.46,1.2286,149.18,1.4053,0.7883,1.4756,1.5931,1.2021
2014-12-07,980.96,1.2462,148.05,1.4434,0.7927,1.5114,1.6023,1.2015
2014-12-14,978.08,1.2228,146.13,1.4185,0.7823,1.5016,1.5778,1.2028
2014-12-21,982.34,1.2176,146.61,1.4157,0.7827,1.4999,1.5691,1.2028
2014-12-28,990.21,1.2003,144.63,1.4144,0.7831,1.4837,1.5575,1.2018
2015-01-04,1033.14,1.1842,140.35,1.4053,0.7811,1.4433,1.5106,1.2009999999999998
2015-01-11,1106.44,1.1569,136.1,1.3865,0.7636,1.4062,1.4844,0.992
2015-01-18,1155.15,1.1208,132.0,1.392,0.7477,1.4173,1.5030000000000001,0.9872
2015-01-25,1137.37,1.1288,132.59,1.4372,0.7491,1.4531,1.5545,1.0398
2015-02-01,1090.61,1.1316,134.63,1.4173,0.7422,1.4512,1.5372,1.0472
2015-02-08,1079.99,1.1385,135.21,1.4174,0.7393,1.4656,1.5271,1.0615
2015-02-15,1056.19,1.1381,135.46,1.4258,0.7390000000000001,1.4509,1.5122,1.0705
2015-02-22,1083.65,1.1196,133.83,1.4003,0.7254,1.4332,1.4801,1.0673
2015-03-01,1076.59,1.0844,131.04,1.3688,0.7211,1.4051,1.4729,1.0695
2015-03-08,1102.94,1.0495,127.4,1.3416,0.7117,1.3742,1.4296,1.0546
2015-03-15,1092.8,1.0822,129.9,1.3583,0.7238,1.392,1.4302,1.0555
2015-03-22,1100.89,1.0889,129.72,1.3729,0.7319,1.4046,1.4388,1.0468
2015-03-29,1103.07,1.0978,130.61,1.3705,0.7358,1.4385,1.4422,1.0451
2015-04-05,1138.6,1.0604,127.49,1.3328,0.7248,1.3799,1.4069999999999998,1.0385
2015-04-12,1114.37,1.0807,128.51,1.3238,0.7224,1.3898,1.4065,1.0288
2015-04-19,1084.77,1.0874,129.38,1.3244,0.7159,1.3909,1.4293,1.0375
2015-04-26,1052.14,1.1201,134.62,1.3619999999999999,0.7398,1.4266,1.486,1.0447
2015-05-03,1060.78,1.1204,134.24,1.3525,0.7249,1.4123,1.4959,1.0431
2015-05-10,1069.05,1.1453,136.62,1.3758,0.7284,1.4255,1.5322,1.0490000000000002
2015-05-17,1094.77,1.1018,133.91,1.3529,0.7113,1.4071,1.5065,1.0401
2015-05-24,1083.41,1.0988,136.41,1.3677,0.7186,1.4381,1.5459,1.0332
2015-05-31,1054.39,1.1113,139.61,1.3824,0.7277,1.4566,1.5768,1.0439
2015-06-07,1048.46,1.1269,139.04,1.3886,0.7244,1.4577,1.6137,1.047
2015-06-14,1057.17,1.1353,139.27,1.3925,0.7147,1.4609999999999999,1.643,1.0417
2015-06-21,1052.72,1.1166,138.3,1.3755,0.7088,1.4586,1.6311,1.0418
2015-06-28,1051.36,1.1114,136.5,1.3975,0.7138,1.4799,1.6596,1.0454
2015-07-05,1042.29,1.1164,137.05,1.4132,0.7191,1.4995,1.6599,1.0485
2015-07-12,1047.74,1.083,134.35,1.4047,0.6937,1.4688,1.6626,1.0409
2015-07-19,1000.63,1.0984,136.0,1.4332,0.708,1.5083,1.6698,1.0578
2015-07-26,997.13,1.0988,136.19,1.4382,0.7033,1.5042,1.6667,1.0615
2015-08-02,997.54,1.0969,136.26,1.4401,0.7078,1.4786,1.6561,1.0791
2015-08-09,1003.79,1.1106,138.07,1.4537,0.71,1.5068,1.6983,1.0838
2015-08-16,1019.4,1.1389,138.98,1.5018,0.7256,1.5556,1.7035,1.0782
2015-08-23,1014.23,1.1179,136.07,1.4759,0.7263,1.5586,1.7296,1.0759
2015-08-30,1006.41,1.1147,132.66,1.4808,0.7347,1.6138,1.774,1.0834
2015-09-06,976.86,1.1340000000000001,136.73,1.5038,0.7349,1.599,1.7952,1.0987
2015-09-13,1007.57,1.1305,135.66,1.4953,0.7279,1.5726,1.7674,1.0949
2015-09-20,1023.94,1.1195,134.98,1.4929,0.7373,1.5939,1.7530000000000001,1.0954
2015-09-27,1015.61,1.1211,134.41,1.4739,0.7383,1.5904,1.7392,1.0885
2015-10-04,1018.22,1.1358,136.6,1.4701,0.7421,1.5484,1.6972,1.092
2015-10-11,1037.5,1.1346,135.53,1.4648,0.7351,1.5626,1.6657,1.0818
2015-10-18,1056.92,1.1018,133.82,1.4504,0.7195,1.527,1.6314,1.0783
2015-10-25,1038.01,1.1005,132.75,1.4393,0.7133,1.5415,1.6239,1.0873
2015-11-01,1014.57,1.0741,132.29,1.4292,0.7137,1.5238,1.6463,1.0816
2015-11-08,1005.42,1.0779,132.21,1.436,0.7076,1.5115,1.6462,1.0852
2015-11-15,1012.54,1.0646,130.85,1.4205,0.7008,1.4704,1.6212,1.0845
2015-11-22,998.75,1.0593,130.13,1.4164,0.7045,1.4724,1.6213,1.0919
