Date,PHLX Yen,PHLX Swiss Franc,Japan 10Y,Switzerland 10Y
2011-05-01,123.87,113.68,1.135,2.001
2011-05-08,123.61,112.03,1.122,1.9080000000000001
2011-05-15,122.29,114.01,1.128,1.881
2011-05-22,123.94,117.67,1.121,1.7930000000000001
2011-05-29,124.41,119.95,1.135,1.807
2011-06-05,124.67,118.55,1.1340000000000001,1.7180000000000002
2011-06-12,124.93,117.72,1.119,1.74
2011-06-19,124.36,119.93,1.111,1.729
2011-06-26,123.85,117.66,1.147,1.7830000000000001
2011-07-03,124.06,119.45,1.177,1.739
2011-07-10,126.34,122.87,1.085,1.569
2011-07-17,127.4,122.17,1.097,1.6130000000000002
2011-07-24,130.17,127.23,1.079,1.436
2011-07-31,127.51,130.39,1.0090000000000001,1.328
2011-08-07,130.23,128.56,1.046,1.2919999999999998
2011-08-14,130.65,127.38,0.9890000000000001,1.0170000000000001
2011-08-21,130.45,123.94,1.043,1.093
2011-08-28,129.73,126.92,1.064,1.071
2011-09-04,128.59,113.17,1.008,1.102
2011-09-11,130.22,114.15,1.0090000000000001,1.115
2011-09-18,130.4,110.42,0.986,0.972
2011-09-25,129.79,110.16,1.032,1.03
2011-10-02,130.39,107.85,0.988,1.105
2011-10-09,129.54,112.15,1.0190000000000001,1.135
2011-10-16,131.05,113.33,1.012,1.1059999999999999
2011-10-23,131.9,115.84,1.046,1.111
2011-10-30,127.82,113.05,0.991,0.9640000000000001
2011-11-06,129.59,110.99,0.972,0.951
2011-11-13,130.2,109.08,0.9470000000000001,0.958
2011-11-20,128.68,107.44,1.0270000000000001,0.9540000000000001
2011-11-27,128.3,108.49,1.07,0.9159999999999999
2011-12-04,128.84,108.35,1.0190000000000001,0.8390000000000001
2011-12-11,128.61,106.82,0.9840000000000001,0.797
2011-12-18,128.03,106.74,0.977,0.79
2011-12-25,130.06,106.47,0.988,0.7440000000000001
2012-01-01,129.93,104.67,0.9840000000000001,0.753
2012-01-08,129.93,105.07,0.9540000000000001,0.757
2012-01-15,129.83,107.03,0.987,0.775
2012-01-22,130.35,109.58,0.9740000000000001,0.7559999999999999
2012-01-29,130.56,108.95,0.9570000000000001,0.754
2012-02-05,128.87,109.14,0.986,0.8170000000000001
2012-02-12,125.73,108.8,0.9540000000000001,0.81
2012-02-19,123.33,111.64,0.982,0.77
2012-02-26,122.23,109.42,0.9940000000000001,0.685
2012-03-04,121.29,108.87,0.996,0.7090000000000001
2012-03-11,119.9,109.24,1.051,0.9359999999999999
2012-03-18,121.47,110.13,1.033,0.8959999999999999
2012-03-25,120.69,110.86,0.993,0.857
2012-04-01,121.48,108.73,0.995,0.8109999999999999
2012-04-08,123.59,108.76,0.953,0.752
2012-04-15,122.66,110.07,0.9420000000000001,0.7659999999999999
2012-04-22,124.7,110.31,0.898,0.72
2012-04-29,125.26,108.93,0.894,0.667
2012-05-06,125.12,107.56,0.858,0.638
2012-05-13,126.57,106.39,0.8320000000000001,0.616
2012-05-20,125.53,104.2,0.8909999999999999,0.638
2012-05-27,128.26,103.53,0.8170000000000001,0.49700000000000005
2012-06-03,125.87,104.2,0.86,0.586
2012-06-10,127.15,105.25,0.852,0.57
2012-06-17,124.35,104.7,0.8320000000000001,0.57
2012-06-24,125.32,105.45,0.8390000000000001,0.6579999999999999
2012-07-01,125.55,102.33,0.809,0.5479999999999999
2012-07-08,126.32,102.0,0.777,0.5379999999999999
2012-07-15,127.36,101.23,0.745,0.479
2012-07-22,127.45,102.57,0.748,0.53
2012-07-29,127.46,103.1,0.7390000000000001,0.51
2012-08-05,127.75,102.35,0.802,0.5760000000000001
2012-08-12,125.68,102.7,0.8370000000000001,0.562
2012-08-19,127.12,104.19,0.8109999999999999,0.519
2012-08-26,127.61,104.75,0.7979999999999999,0.507
2012-09-02,127.82,105.88,0.8220000000000001,0.589
2012-09-09,127.59,107.9,0.802,0.649
2012-09-16,127.95,107.21,0.802,0.609
2012-09-23,128.35,106.42,0.773,0.528
2012-09-30,127.14,107.58,0.778,0.539
2012-10-07,127.51,107.13,0.768,0.49700000000000005
2012-10-14,126.1,107.71,0.784,0.525
2012-10-21,125.56,106.99,0.768,0.506
2012-10-28,124.28,106.38,0.7829999999999999,0.486
2012-11-04,125.79,105.41,0.7390000000000001,0.43200000000000005
2012-11-11,122.93,105.8,0.737,0.43200000000000005
2012-11-18,121.34,107.74,0.742,0.48700000000000004
2012-11-25,121.26,107.76,0.7120000000000001,0.42100000000000004
2012-12-02,121.22,107.03,0.706,0.401
2012-12-09,119.82,108.97,0.733,0.45299999999999996
2012-12-16,118.73,109.18,0.765,0.485
2012-12-23,116.39,109.48,0.802,0.452
2012-12-30,113.44,108.14,0.833,0.521
2013-01-06,112.14,109.48,0.8220000000000001,0.6759999999999999
2013-01-13,110.98,107.03,0.7559999999999999,0.71
2013-01-20,110.09,107.95,0.73,0.758
2013-01-27,107.79,110.09,0.772,0.785
2013-02-03,107.94,108.97,0.765,0.7709999999999999
2013-02-10,106.93,108.5,0.755,0.797
2013-02-17,107.1,107.59,0.731,0.787
2013-02-24,106.83,106.04,0.659,0.705
2013-03-03,104.17,105.18,0.662,0.78
2013-03-10,104.95,106.55,0.622,0.782
2013-03-17,105.84,106.31,0.5670000000000001,0.7509999999999999
2013-03-24,106.21,105.31,0.556,0.728
2013-03-31,102.45,106.91,0.535,0.628
2013-04-07,101.64,107.85,0.619,0.682
2013-04-14,100.5,107.11,0.585,0.6409999999999999
2013-04-21,101.98,106.12,0.593,0.594
2013-04-28,100.98,106.92,0.5660000000000001,0.5760000000000001
2013-05-05,98.39,104.43,0.696,0.629
2013-05-12,96.86,102.83,0.809,0.629
2013-05-19,98.77,103.99,0.838,0.684
2013-05-26,99.58,104.71,0.867,0.736
2013-06-02,102.51,106.84,0.847,0.8079999999999999
2013-06-09,106.41,108.57,0.823,0.8270000000000001
2013-06-16,102.16,107.0,0.884,0.9640000000000001
2013-06-23,100.69,105.85,0.8440000000000001,1.041
2013-06-30,98.81,103.75,0.863,1.042
2013-07-07,100.77,105.67,0.8220000000000001,1.018
2013-07-14,99.38,106.31,0.8079999999999999,0.975
2013-07-21,101.77,107.72,0.792,1.045
2013-07-28,101.06,107.63,0.8140000000000001,1.061
2013-08-04,103.93,108.44,0.758,0.9840000000000001
2013-08-11,102.48,108.38,0.764,1.035
2013-08-18,101.28,108.52,0.769,1.158
2013-08-25,101.86,107.56,0.72,1.0859999999999999
2013-09-01,100.9,106.59,0.797,1.117
2013-09-08,100.63,107.58,0.728,1.169
2013-09-15,100.65,109.87,0.696,1.12
2013-09-22,101.77,110.41,0.684,1.021
2013-09-29,102.6,110.3,0.654,1.0659999999999998
2013-10-06,101.47,109.66,0.6579999999999999,1.051
2013-10-13,102.32,110.88,0.622,1.041
2013-10-20,102.69,112.05,0.618,0.991
2013-10-27,101.39,109.6,0.598,0.987
2013-11-03,100.96,108.55,0.597,0.975
2013-11-10,99.86,109.37,0.636,0.9590000000000001
2013-11-17,98.74,110.26,0.636,0.915
2013-11-24,97.57,110.31,0.612,0.8809999999999999
2013-12-01,97.17,112.13,0.675,0.973
2013-12-08,96.87,112.37,0.69,0.988
2013-12-15,96.09,111.61,0.69,1.0590000000000002
2013-12-22,95.1,112.18,0.713,1.092
2013-12-29,95.36,110.49,0.737,1.077
2014-01-05,96.01,110.78,0.701,1.227
2014-01-12,95.86,109.86,0.675,1.149
2014-01-19,97.77,111.19,0.633,1.052
2014-01-26,98.02,110.36,0.626,0.985
2014-02-02,97.73,111.41,0.621,1.0190000000000001
2014-02-09,98.17,111.53,0.598,1.035
2014-02-16,97.57,112.16,0.601,1.015
2014-02-23,98.25,113.34,0.586,0.9990000000000001
2014-03-02,96.84,113.76,0.625,1.036
2014-03-09,98.66,114.6,0.625,0.965
2014-03-16,97.81,113.28,0.601,1.012
2014-03-23,97.25,112.74,0.63,0.9420000000000001
2014-03-30,96.8,112.15,0.649,0.914
2014-04-06,98.42,114.08,0.609,0.872
2014-04-13,98.03,113.18,0.602,0.8690000000000001
2014-04-20,97.88,113.42,0.624,0.853
2014-04-27,97.85,113.91,0.611,0.841
2014-05-04,98.17,113.01,0.609,0.812
2014-05-11,98.53,112.04,0.5920000000000001,0.748
2014-05-18,98.07,111.7,0.5920000000000001,0.792
2014-05-25,98.26,111.74,0.579,0.723
2014-06-01,97.55,111.33,0.599,0.7020000000000001
2014-06-08,98.07,111.25,0.605,0.762
2014-06-15,97.98,111.76,0.586,0.713
2014-06-22,98.64,112.23,0.565,0.652
2014-06-29,97.97,111.93,0.568,0.649
2014-07-06,98.64,111.98,0.537,0.603
2014-07-13,98.67,111.17,0.545,0.539
2014-07-20,98.2,110.48,0.536,0.515
2014-07-27,97.48,110.94,0.539,0.552
2014-08-03,98.01,110.58,0.509,0.45399999999999996
2014-08-10,97.7,110.77,0.505,0.45799999999999996
2014-08-17,96.23,109.5,0.511,0.493
2014-08-24,96.08,106.75,0.49700000000000005,0.435
2014-08-31,95.16,106.89,0.545,0.48100000000000004
2014-09-07,93.17,107.15,0.5770000000000001,0.528
2014-09-14,91.71,106.5,0.563,0.506
2014-09-21,91.54,105.09,0.525,0.475
2014-09-28,91.11,103.33,0.52,0.478
2014-10-05,92.88,104.49,0.503,0.446
2014-10-12,93.62,105.72,0.475,0.45399999999999996
2014-10-19,92.43,105.04,0.467,0.47100000000000003
2014-10-26,89.04,103.68,0.457,0.461
2014-11-02,87.26,103.69,0.48,0.43700000000000006
2014-11-09,86.02,104.37,0.484,0.382
2014-11-16,84.9,103.26,0.46,0.376
2014-11-23,84.33,103.63,0.42,0.308
2014-11-30,82.31,101.97,0.435,0.304
2014-12-07,84.19,103.76,0.395,0.27
2014-12-14,83.66,101.61,0.35200000000000004,0.33799999999999997
2014-12-21,83.11,102.27,0.33,0.379
2014-12-28,83.0,99.83,0.33,0.368
2015-01-04,84.36,98.6,0.282,0.23600000000000002
2015-01-11,85.02,116.44,0.24100000000000002,0.065
2015-01-18,84.99,113.51,0.247,-0.257
2015-01-25,85.14,108.56,0.28600000000000003,-0.026000000000000002
2015-02-01,83.94,107.89,0.344,-0.057999999999999996
2015-02-08,84.17,107.25,0.418,0.048
2015-02-15,84.04,106.59,0.391,0.065
2015-02-22,83.59,104.86,0.34,0.026000000000000002
2015-03-01,82.76,101.43,0.38799999999999996,0.0
2015-03-08,82.37,99.46,0.418,-0.006
2015-03-15,83.32,102.49,0.327,-0.06
2015-03-22,83.94,103.92,0.38,-0.033
2015-03-29,83.53,104.21,0.358,-0.063
2015-04-05,83.21,101.88,0.344,-0.09699999999999999
2015-04-12,84.08,105.01,0.309,-0.17600000000000002
2015-04-19,84.13,104.84,0.292,-0.079
2015-04-26,83.19,107.22,0.364,0.017
2015-05-03,83.47,107.37,0.419,0.07
2015-05-10,83.8,108.31,0.397,0.055999999999999994
2015-05-17,82.27,105.95,0.419,0.013999999999999999
2015-05-24,80.56,106.37,0.396,-0.064
2015-05-31,79.67,106.44,0.48700000000000004,0.098
2015-06-07,80.74,107.8,0.506,0.16399999999999998
2015-06-14,81.5,108.99,0.424,0.14300000000000002
2015-06-21,80.73,107.15,0.474,0.16699999999999998
2015-06-28,81.26,105.97,0.48700000000000004,0.09300000000000001
2015-07-05,81.46,106.58,0.43799999999999994,0.091
2015-07-12,80.61,103.99,0.428,0.069
2015-07-19,80.8,103.86,0.415,-0.049
2015-07-26,80.7,103.47,0.41200000000000003,-0.036000000000000004
2015-08-02,80.51,101.71,0.42100000000000004,-0.125
2015-08-09,80.44,102.45,0.38,-0.159
2015-08-16,81.92,105.69,0.358,-0.205
2015-08-23,82.15,103.85,0.386,-0.145
2015-08-30,84.01,102.83,0.374,-0.14300000000000002
2015-09-06,82.93,103.07,0.353,-0.08
2015-09-13,83.67,103.24,0.34,-0.048
2015-09-20,82.92,102.14,0.32799999999999996,-0.085
2015-09-27,83.41,102.93,0.327,-0.22399999999999998
2015-10-04,83.18,103.98,0.32799999999999996,-0.17600000000000002
2015-10-11,83.71,104.61,0.321,-0.22
2015-10-18,82.34,104.7,0.307,-0.301
2015-10-25,82.91,101.24,0.304,-0.272
2015-11-01,81.2,99.44,0.32,-0.275
2015-11-08,81.56,99.41,0.31,-0.308
2015-11-15,81.45,98.19,0.314,-0.324
2015-11-22,81.4,97.13,0.304,-0.379
2015-11-29,81.23,100.35,0.33399999999999996,-0.243
2015-12-06,82.67,101.76,0.318,-0.217
2015-12-13,82.55,100.56,0.276,-0.16399999999999998
2015-12-20,83.13,101.38,0.285,-0.091
2015-12-27,83.12,99.86,0.272,-0.075
2016-01-03,85.3,100.53,0.235,-0.09699999999999999
2016-01-10,85.47,99.84,0.23,-0.151
2016-01-17,84.19,98.45,0.235,-0.18600000000000003
2016-01-24,82.56,97.75,0.114,-0.278
2016-01-31,85.59,100.92,0.039,-0.27
2016-02-07,88.32,102.33,0.076,-0.267
2016-02-14,88.83,101.03,0.012,-0.321
2016-02-21,87.73,100.31,-0.059000000000000004,-0.41600000000000004
2016-02-28,87.88,100.72,-0.028999999999999998,-0.40399999999999997
2016-03-06,87.86,101.75,-0.008,-0.32899999999999996
2016-03-13,89.64,103.16,-0.09699999999999999,-0.29600000000000004
2016-03-20,88.6,102.46,-0.09,-0.33299999999999996
2016-03-27,89.59,104.37,-0.063,-0.336
2016-04-03,92.52,104.88,-0.078,-0.355
2016-04-10,91.94,103.31,-0.105,-0.35
2016-04-17,89.45,102.18,-0.11699999999999999,-0.272
2016-04-24,94.02,104.22,-0.076,-0.25
2016-05-01,93.37,102.82,-0.11,-0.29600000000000004
2016-05-08,92.05,102.52,-0.10800000000000001,-0.315
2016-05-15,90.81,100.99,-0.096,-0.293
2016-05-22,90.72,100.52,-0.11199999999999999,-0.316
2016-05-29,93.86,102.48,-0.098,-0.39899999999999997
2016-06-05,93.51,103.7,-0.147,-0.45399999999999996
2016-06-12,96.01,104.19,-0.14800000000000002,-0.511
2016-06-19,97.85,102.84,-0.191,-0.457
2016-06-26,97.54,102.78,-0.248,-0.584
2016-07-03,99.42,101.71,-0.28,-0.596
2016-07-10,95.33,101.79,-0.22699999999999998,-0.557
2016-07-17,94.25,101.33,-0.22399999999999998,-0.506
2016-07-24,97.97,103.13,-0.16699999999999998,-0.5770000000000001
2016-07-31,98.21,101.96,-0.08800000000000001,-0.523
2016-08-07,98.7,102.6,-0.10099999999999999,-0.552
2016-08-14,99.81,104.14,-0.083,-0.488
2016-08-21,98.2,102.22,-0.068,-0.516
2016-08-28,96.37,101.96,-0.02,-0.46399999999999997
2016-09-04,97.38,102.53,-0.013000000000000001,-0.44299999999999995
2016-09-11,97.77,102.0,-0.034,-0.40399999999999997
2016-09-18,99.01,103.07,-0.048,-0.48
2016-09-25,98.68,102.95,-0.078,-0.5710000000000001
2016-10-02,97.14,102.31,-0.062,-0.513
2016-10-09,95.96,100.97,-0.054000000000000006,-0.478
2016-10-16,96.3,100.66,-0.059000000000000004,-0.495
2016-10-23,95.5,101.24,-0.044000000000000004,-0.40299999999999997
2016-10-30,96.97,103.26,-0.06,-0.35700000000000004
2016-11-06,93.74,101.22,-0.032,-0.175
2016-11-13,90.25,98.99,0.04,-0.113
2016-11-20,88.53,98.58,0.037000000000000005,-0.165
2016-11-27,88.11,98.97,0.04,-0.151
2016-12-04,86.71,98.33,0.055999999999999994,-0.092
2016-12-11,84.79,97.41,0.08,-0.099
2016-12-18,85.28,97.33,0.055,-0.157
2016-12-25,85.48,98.24,0.049,-0.20600000000000002
2017-01-01,85.46,98.28,0.055999999999999994,-0.185
2017-01-08,87.32,99.2,0.05,-0.16
2017-01-15,87.24,99.82,0.066,-0.084
2017-01-22,86.88,100.01,0.08,-0.07
2017-01-29,88.82,100.75,0.098,-0.073
2017-02-05,88.34,99.73,0.087,-0.127
2017-02-12,88.62,99.73,0.092,-0.155
2017-02-19,89.33,99.27,0.061,-0.212
2017-02-26,87.69,99.18,0.076,-0.132
2017-03-05,87.11,98.92,0.09,0.032
2017-03-12,88.75,100.14,0.076,-0.024
2017-03-19,89.67,100.85,0.064,-0.028999999999999998
2017-03-26,89.77,99.71,0.071,-0.107
2017-04-02,90.03,99.1,0.05,-0.158
2017-04-09,91.65,99.43,0.015,-0.19
2017-04-16,91.73,100.42,0.016,-0.215
2017-04-23,89.65,100.48,0.016,-0.12300000000000001
2017-04-30,88.71,101.3,0.021,-0.063
2017-05-07,88.24,99.89,0.044000000000000004,-0.061
2017-05-14,89.87,102.79,0.039,-0.11199999999999999
2017-05-21,89.82,102.7,0.036000000000000004,-0.136
2017-05-28,90.58,103.89,0.054000000000000006,-0.185
2017-06-04,90.62,103.16,0.055999999999999994,-0.174
2017-06-11,90.17,102.73,0.055999999999999994,-0.154
2017-06-18,89.86,103.17,0.055,-0.161
2017-06-25,89.0,104.38,0.084,-0.027000000000000003
2017-07-02,87.8,103.74,0.092,0.005
2017-07-09,88.86,103.8,0.079,0.013000000000000001
2017-07-16,89.96,105.76,0.07,-0.01
2017-07-23,90.39,103.24,0.07400000000000001,0.042
2017-07-30,90.35,102.79,0.065,-0.064
2017-08-06,91.58,103.97,0.059000000000000004,-0.177
2017-08-13,91.59,103.64,0.039,-0.121
2017-08-20,91.43,104.58,0.015,-0.135
2017-08-27,90.69,103.63,0.0,-0.12300000000000001
2017-09-03,92.73,105.91,-0.005,-0.168
2017-09-10,90.21,104.2,0.022000000000000002,-0.055999999999999994
2017-09-17,89.29,103.17,0.024,-0.036000000000000004
2017-09-24,88.92,103.29,0.064,-0.011000000000000001
2017-10-01,88.79,102.11,0.054000000000000006,-0.028999999999999998
2017-10-08,89.43,102.61,0.065,-0.042
2017-10-15,88.08,101.59,0.073,-0.03
2017-10-22,87.97,100.13,0.071,-0.049
2017-10-29,87.67,99.93,0.055999999999999994,-0.085
2017-11-05,88.06,100.4,0.04,-0.069
2017-11-12,89.21,101.1,0.036000000000000004,-0.12300000000000001
2017-11-19,89.64,102.06,0.03,-0.125
2017-11-26,89.17,102.45,0.034,-0.145
2017-12-03,88.13,100.74,0.051,-0.158
2017-12-10,88.81,100.96,0.046,-0.16899999999999998
2017-12-17,88.27,101.13,0.052000000000000005,-0.057999999999999996
2017-12-24,88.73,102.61,0.05,-0.069
2017-12-31,88.45,102.59,0.059000000000000004,-0.09699999999999999
2018-01-07,90.04,103.34,0.07400000000000001,0.006
2018-01-14,90.27,103.82,0.079,0.004
2018-01-21,92.09,107.19,0.076,0.071
2018-01-28,90.76,107.38,0.085,0.156
2018-02-04,91.91,106.47,0.071,0.17600000000000002
2018-02-11,94.15,108.13,0.06,0.157
2018-02-18,93.56,106.83,0.051,0.106
2018-02-25,94.56,106.69,0.071,0.07400000000000001
2018-03-04,93.62,105.11,0.051,0.10099999999999999
2018-03-11,94.64,105.02,0.038,0.075
2018-03-18,95.99,105.56,0.023,0.059000000000000004
2018-03-25,93.94,104.55,0.046,0.024
2018-04-01,93.52,104.3,0.040999999999999995,-0.006
2018-04-08,93.16,103.95,0.036000000000000004,0.018000000000000002
2018-04-15,92.83,102.62,0.06,0.11599999999999999
2018-04-22,91.74,101.27,0.055999999999999994,0.092
2018-04-29,92.0,99.94,0.044000000000000004,0.048
2018-05-06,91.38,100.01,0.046,0.07200000000000001
2018-05-13,90.28,100.18,0.059000000000000004,0.099
2018-05-20,91.37,101.02,0.042,0.001
2018-05-27,91.29,101.21,0.044000000000000004,-0.066
2018-06-03,91.21,101.39,0.047,0.019
2018-06-10,90.35,100.25,0.037000000000000005,-0.028999999999999998
2018-06-17,90.88,101.16,0.032,-0.043
2018-06-24,90.1,100.97,0.031,-0.068
2018-07-01,90.53,100.99,0.031,-0.11800000000000001
2018-07-08,88.98,99.85,0.045,-0.06
2018-07-15,89.7,100.75,0.036000000000000004,-0.051
2018-07-22,90.05,100.59,0.099,-0.040999999999999995
2018-07-29,89.88,100.56,0.111,-0.032
2018-08-05,90.19,100.49,0.10400000000000001,-0.106
2018-08-12,90.56,100.42,0.095,-0.129
2018-08-19,89.9,101.72,0.1,-0.105
2018-08-26,90.19,103.21,0.10300000000000001,-0.098
2018-09-02,90.09,103.2,0.111,-0.065
2018-09-09,89.24,103.36,0.111,-0.015
2018-09-16,88.83,104.3,0.131,0.008
2018-09-23,87.96,101.84,0.126,0.040999999999999995
2018-09-30,87.93,100.79,0.149,0.08199999999999999
2018-10-07,89.11,100.82,0.149,0.084
2018-10-14,88.85,100.37,0.149,0.023
2018-10-21,89.38,100.3,0.11,-0.035
2018-10-28,88.34,99.7,0.128,0.015
2018-11-04,87.87,99.44,0.121,0.006
2018-11-11,88.79,100.01,0.105,-0.025
2018-11-18,88.61,100.24,0.096,-0.078
2018-11-25,88.06,100.17,0.086,-0.095
2018-12-02,88.7,100.94,0.055999999999999994,-0.14300000000000002
2018-12-09,88.18,100.18,0.035,-0.085
2018-12-16,90.28,100.5,0.042,-0.134
2018-12-23,90.6,101.6,0.002,-0.168
2018-12-30,92.15,101.37,-0.037000000000000005,-0.14300000000000002
2019-01-06,92.21,101.64,0.015,-0.146
2019-01-13,91.09,100.42,0.01,-0.142
2019-01-20,91.28,100.8,0.0,-0.182
2019-01-27,91.3,100.47,-0.021,-0.23600000000000002
2019-02-03,91.18,99.95,-0.027999999999999997,-0.299
2019-02-10,90.46,99.47,-0.019,-0.29
2019-02-17,90.39,99.87,-0.038,-0.294
2019-02-24,89.4,100.11,-0.011000000000000001,-0.19899999999999998
2019-03-03,89.81,99.18,-0.032,-0.322
2019-03-10,89.71,99.76,-0.037000000000000005,-0.299
2019-03-17,90.85,100.64,-0.066,-0.426
2019-03-24,90.17,100.52,-0.092,-0.373
2019-03-31,89.51,100.01,-0.032,-0.295
2019-04-07,89.26,99.75,-0.053,-0.26899999999999996
2019-04-14,89.31,98.48,-0.024,-0.289
2019-04-21,89.61,98.08,-0.044000000000000004,-0.319
2019-04-28,89.88,98.37,-0.035,-0.29
2019-05-05,91.19,98.83,-0.048,-0.342
2019-05-12,90.9,98.95,-0.057,-0.386
2019-05-19,91.48,99.74,-0.068,-0.425
2019-05-26,92.26,99.96,-0.098,-0.46799999999999997
2019-06-02,92.43,101.27,-0.114,-0.505
2019-06-09,92.12,100.12,-0.127,-0.479
2019-06-16,93.19,102.55,-0.16399999999999998,-0.486
2019-06-23,92.68,102.42,-0.159,-0.535
2019-06-30,92.2,100.84,-0.163,-0.636
2019-07-07,92.78,101.61,-0.115,-0.493
2019-07-14,92.84,101.84,-0.134,-0.606
2019-07-21,92.19,100.65,-0.149,-0.688
2019-07-28,93.82,101.8,-0.165,-0.8420000000000001
2019-08-04,94.79,102.91,-0.218,-0.9209999999999999
2019-08-11,94.01,102.22,-0.233,-1.087
2019-08-18,94.87,102.6,-0.23399999999999999,-0.935
2019-08-25,94.1,101.02,-0.275,-1.008
2019-09-01,92.99,101.26,-0.244,-0.919
2019-09-08,92.66,100.98,-0.155,-0.65
2019-09-15,92.97,100.91,-0.214,-0.7659999999999999
2019-09-22,92.66,100.92,-0.239,-0.769
2019-09-29,93.51,100.42,-0.209,-0.784
2019-10-06,92.35,100.25,-0.179,-0.6559999999999999
2019-10-13,92.23,101.66,-0.147,-0.575
2019-10-20,92.03,100.53,-0.145,-0.557
2019-10-27,92.43,101.37,-0.18,-0.534
2019-11-03,91.55,100.3,-0.057999999999999996,-0.38
2019-11-10,91.87,101.05,-0.066,-0.495
2019-11-17,92.06,100.26,-0.079,-0.583
2019-11-24,91.35,99.99,-0.079,-0.612
2019-12-01,92.09,100.96,-0.011000000000000001,-0.601
2019-12-08,91.44,101.55,-0.019,-0.556
2019-12-15,91.46,101.76,0.008,-0.514
2019-12-22,91.35,102.55,-0.01,-0.531
2019-12-29,92.52,102.83,-0.022000000000000002,-0.562
2020-01-05,91.38,102.81,0.002,-0.524
2020-01-12,90.78,103.37,0.0,-0.594
2020-01-19,91.48,102.96,-0.022000000000000002,-0.73
2020-01-26,92.3,103.8,-0.063,-0.748
2020-02-02,91.1,102.25,-0.038,-0.7120000000000001
2020-02-09,91.11,101.81,-0.028999999999999998,-0.737
2020-02-16,89.64,102.22,-0.064,-0.7829999999999999
2020-02-23,92.5,103.66,-0.153,-0.871
2020-03-01,94.89,106.76,-0.138,-0.91
2020-03-08,92.43,105.11,-0.002,-0.49700000000000005
2020-03-15,90.07,101.3,0.10400000000000001,-0.325
