Date,US Dollar Index,PHLX Canadian Dollar,U.S. 10Y,Canada 10Y
2014-01-01,81.31,89.88,2.6439999999999997,2.3369999999999997
2014-02-01,79.69,90.38,2.6489999999999996,2.424
2014-03-01,80.1,90.49,2.719,2.46
2014-04-01,79.47,91.25,2.6460000000000004,2.404
2014-05-01,80.37,92.2,2.475,2.246
2014-06-01,79.78,93.71,2.532,2.2359999999999998
2014-07-01,81.46,91.71,2.562,2.1590000000000003
2014-08-01,82.75,91.91,2.345,1.9969999999999999
2014-09-01,85.94,89.3,2.495,2.145
2014-10-01,86.92,88.76,2.335,2.048
2014-11-01,88.36,87.6,2.173,1.848
2014-12-01,90.27,86.07,2.17,1.791
2015-01-01,94.8,78.55,1.639,1.251
2015-02-01,95.32,79.89,1.9969999999999999,1.3
2015-03-01,98.36,78.87,1.9269999999999998,1.3559999999999999
2015-04-01,94.6,82.87,2.035,1.58
2015-05-01,96.91,80.29,2.123,1.6219999999999999
2015-06-01,95.49,80.09,2.349,1.686
2015-07-01,97.34,76.39,2.187,1.4409999999999998
2015-08-01,95.82,76.1,2.214,1.492
2015-09-01,96.35,75.04,2.035,1.432
2015-10-01,96.95,76.5,2.146,1.541
2015-11-01,100.17,74.86,2.208,1.571
2015-12-01,98.63,71.94,2.269,1.393
2016-01-01,99.61,71.58,1.923,1.22
2016-02-01,98.21,73.86,1.7380000000000002,1.19
2016-03-01,94.59,76.93,1.77,1.227
2016-04-01,93.08,79.67,1.835,1.514
2016-05-01,95.89,76.36,1.851,1.32
2016-06-01,96.14,77.32,1.475,1.06
2016-07-01,95.53,76.68,1.45,1.028
2016-08-01,96.02,76.31,1.578,1.024
2016-09-01,95.46,76.17,1.598,0.997
2016-10-01,98.44,74.57,1.8259999999999998,1.196
2016-11-01,101.5,74.43,2.39,1.584
2016-12-01,102.21,74.39,2.4459999999999997,1.714
2017-01-01,99.51,76.71,2.4659999999999997,1.758
2017-02-01,101.12,75.18,2.397,1.6340000000000001
2017-03-01,100.35,75.06,2.3890000000000002,1.624
2017-04-01,99.05,73.26,2.289,1.55
2017-05-01,96.92,74.11,2.206,1.416
2017-06-01,95.63,77.14,2.3040000000000003,1.7619999999999998
2017-07-01,92.86,80.11,2.296,2.056
2017-08-01,92.67,80.1,2.121,1.849
2017-09-01,93.08,80.2,2.339,2.0980000000000003
2017-10-01,94.55,77.58,2.378,1.952
2017-11-01,93.05,77.53,2.415,1.885
2017-12-01,92.12,79.53,2.405,2.042
2018-01-01,89.13,81.21,2.713,2.289
2018-02-01,90.61,77.94,2.864,2.233
2018-03-01,89.97,77.61,2.741,2.092
2018-04-01,91.84,77.88,2.955,2.307
2018-05-01,93.99,77.17,2.86,2.246
2018-06-01,94.64,76.1,2.86,2.167
2018-07-01,94.49,76.85,2.9619999999999997,2.311
2018-08-01,95.14,76.65,2.86,2.228
2018-09-01,95.13,77.44,3.065,2.427
2018-10-01,97.13,75.99,3.1489999999999996,2.4930000000000003
2018-11-01,97.27,75.24,2.9930000000000003,2.2680000000000002
2018-12-01,96.17,73.33,2.6860000000000004,1.965
2019-01-01,95.58,76.16,2.633,1.879
2019-02-01,96.16,75.92,2.717,1.943
2019-03-01,97.28,74.96,2.407,1.617
2019-04-01,97.48,74.66,2.504,1.712
2019-05-01,97.75,73.94,2.133,1.4880000000000002
2019-06-01,96.13,76.29,2.0069999999999997,1.466
2019-07-01,98.52,75.82,2.0069999999999997,1.4780000000000002
2019-08-01,98.92,74.85,1.499,1.1640000000000001
2019-09-01,99.38,75.51,1.6680000000000001,1.361
2019-10-01,97.35,75.97,1.6880000000000002,1.412
2019-11-01,98.27,75.28,1.774,1.462
2019-12-01,96.39,76.82,1.919,1.704
2020-01-01,97.39,75.55,1.505,1.276
2020-02-01,98.13,74.58,1.163,1.128
2020-03-01,99.05,71.09,0.6679999999999999,0.6970000000000001
2020-04-01,99.02,71.73,0.6459999999999999,0.5479999999999999
2020-05-01,98.34,72.61,0.653,0.54
2020-06-01,97.39,73.65,0.6579999999999999,0.527
2020-07-01,93.35,74.56,0.5329999999999999,0.46799999999999997
2020-08-01,92.14,76.66,0.706,0.624
2020-09-01,93.89,75.08,0.6859999999999999,0.5660000000000001
2020-10-01,94.04,75.09,0.8740000000000001,0.667
2020-11-01,91.87,76.88,0.8420000000000001,0.68
2020-12-01,89.94,78.51,0.9159999999999999,0.675
2021-01-01,90.58,78.25,1.071,0.889
2021-02-01,90.88,78.5,1.4069999999999998,1.357
2021-03-01,93.23,79.6,1.744,1.561
2021-04-01,91.28,81.36,1.626,1.546
2021-05-01,90.03,82.82,1.581,1.483
2021-06-01,90.49,82.56,1.62,1.515
