Date,US Dollar Index,PHLX Canadian Dollar,U.S. 10Y,Canada 10Y
2012-08-26,81.21,101.45,1.548,1.776
2012-09-02,80.25,102.16,1.6680000000000001,1.854
2012-09-09,78.85,102.9,1.869,1.9680000000000002
2012-09-16,79.33,102.42,1.754,1.849
2012-09-23,79.94,101.67,1.633,1.7280000000000002
2012-09-30,79.34,102.18,1.732,1.807
2012-10-07,79.67,102.09,1.656,1.801
2012-10-14,79.62,100.66,1.766,1.8459999999999999
2012-10-21,80.07,100.33,1.749,1.8359999999999999
2012-10-28,80.59,100.4,1.7169999999999999,1.77
2012-11-04,81.03,99.85,1.6130000000000002,1.715
2012-11-11,81.26,99.9,1.584,1.696
2012-11-18,80.19,100.8,1.693,1.786
2012-11-25,80.15,100.57,1.6159999999999999,1.7009999999999998
2012-12-02,80.41,101.16,1.6230000000000002,1.71
2012-12-09,79.58,101.48,1.704,1.79
2012-12-16,79.62,100.71,1.77,1.807
2012-12-23,79.68,100.33,1.7009999999999998,1.77
2012-12-30,80.5,101.31,1.903,1.9369999999999998
2013-01-06,79.56,101.62,1.8659999999999999,1.944
2013-01-13,80.04,100.84,1.84,1.921
2013-01-20,79.75,99.44,1.949,1.952
2013-01-27,79.21,100.34,2.025,2.042
2013-02-03,80.21,99.76,1.95,1.955
2013-02-10,80.58,99.37,2.005,2.017
2013-02-17,81.46,97.88,1.962,1.944
2013-02-24,82.28,97.38,1.845,1.8
2013-03-03,82.72,97.28,2.049,1.935
2013-03-10,82.13,98.08,1.9909999999999999,1.8969999999999998
2013-03-17,82.53,97.69,1.9269999999999998,1.818
2013-03-24,83.22,98.37,1.8519999999999999,1.875
2013-03-31,82.5,98.26,1.714,1.7519999999999998
2013-04-07,82.13,98.67,1.7209999999999999,1.74
2013-04-14,82.71,97.41,1.705,1.712
2013-04-21,82.47,98.35,1.665,1.705
2013-04-28,82.1,99.21,1.74,1.7719999999999998
2013-05-05,83.14,99.01,1.9,1.886
2013-05-12,84.25,97.26,1.954,1.9269999999999998
2013-05-19,83.7,96.94,2.011,1.953
2013-05-26,83.26,96.42,2.1319999999999997,2.068
2013-06-02,81.67,98.06,2.1790000000000003,2.149
2013-06-09,80.62,98.32,2.13,2.124
2013-06-16,82.41,95.65,2.542,2.4459999999999997
2013-06-23,83.14,95.13,2.487,2.4419999999999997
2013-06-30,84.44,94.54,2.736,2.556
2013-07-07,82.99,96.24,2.592,2.435
2013-07-14,82.62,96.46,2.4819999999999998,2.3609999999999998
2013-07-21,81.66,97.3,2.5639999999999996,2.452
2013-07-28,81.91,96.26,2.5980000000000003,2.487
2013-08-04,81.13,97.2,2.58,2.48
2013-08-11,81.26,96.74,2.825,2.714
2013-08-18,81.36,95.27,2.818,2.693
2013-08-25,82.09,94.91,2.7889999999999997,2.62
2013-09-01,82.15,96.03,2.9339999999999997,2.7710000000000004
2013-09-08,81.45,96.6,2.89,2.765
2013-09-15,80.43,97.06,2.736,2.6919999999999997
2013-09-22,80.29,97.05,2.628,2.559
2013-09-29,80.13,97.14,2.645,2.5839999999999996
2013-10-06,80.41,96.6,2.6910000000000003,2.592
2013-10-13,79.65,97.2,2.583,2.529
2013-10-20,79.19,95.72,2.511,2.4219999999999997
2013-10-27,80.72,95.97,2.62,2.496
2013-11-03,81.3,95.45,2.7510000000000003,2.609
2013-11-10,80.85,95.8,2.7030000000000003,2.56
2013-11-17,80.71,95.09,2.7439999999999998,2.574
2013-11-24,80.68,94.22,2.7460000000000004,2.55
2013-12-01,80.31,94.03,2.8569999999999998,2.6919999999999997
2013-12-08,80.21,94.48,2.866,2.6639999999999997
2013-12-15,80.58,94.0,2.89,2.674
2013-12-22,80.39,93.05,3.002,2.7880000000000003
2013-12-29,80.79,94.03,2.998,2.75
2014-01-05,80.66,91.83,2.86,2.56
2014-01-12,81.22,91.25,2.821,2.508
2014-01-19,80.46,90.21,2.719,2.4
2014-01-26,81.31,89.88,2.6439999999999997,2.3369999999999997
2014-02-02,80.69,90.66,2.6839999999999997,2.406
2014-02-09,80.15,91.09,2.745,2.467
2014-02-16,80.24,90.03,2.7319999999999998,2.411
2014-02-23,79.69,90.38,2.6489999999999996,2.424
2014-03-02,79.72,90.18,2.79,2.522
2014-03-09,79.45,90.05,2.656,2.395
2014-03-16,80.11,89.12,2.7460000000000004,2.485
2014-03-23,80.18,90.41,2.7230000000000003,2.444
2014-03-30,80.42,91.06,2.7260000000000004,2.4930000000000003
2014-04-06,79.45,91.06,2.628,2.401
2014-04-13,79.83,90.75,2.721,2.445
2014-04-20,79.75,90.58,2.6660000000000004,2.4090000000000003
2014-04-27,79.52,91.15,2.5860000000000003,2.352
2014-05-04,79.9,91.73,2.623,2.364
2014-05-11,80.04,92.07,2.523,2.2640000000000002
2014-05-18,80.39,92.08,2.536,2.307
2014-05-25,80.37,92.2,2.475,2.246
2014-06-01,80.41,91.47,2.597,2.319
2014-06-08,80.58,92.12,2.608,2.313
2014-06-15,80.37,92.95,2.608,2.296
2014-06-22,80.02,93.76,2.536,2.251
2014-06-29,80.27,93.87,2.641,2.332
2014-07-06,80.19,93.16,2.516,2.2159999999999997
2014-07-13,80.52,93.17,2.4819999999999998,2.166
2014-07-20,81.03,92.49,2.467,2.117
2014-07-27,81.3,91.61,2.494,2.119
2014-08-03,81.45,91.14,2.4219999999999997,2.066
2014-08-10,81.42,91.78,2.3409999999999997,2.02
2014-08-17,82.34,91.38,2.403,2.076
2014-08-24,82.75,91.91,2.345,1.9969999999999999
2014-08-31,83.74,91.91,2.459,2.12
2014-09-07,84.24,90.14,2.609,2.242
2014-09-14,84.73,91.21,2.5780000000000003,2.248
2014-09-21,85.64,89.66,2.528,2.1630000000000003
2014-09-28,86.69,88.94,2.436,2.095
2014-10-05,85.91,89.27,2.286,2.01
2014-10-12,85.11,88.68,2.199,1.952
2014-10-19,85.73,89.04,2.266,2.0140000000000002
2014-10-26,86.92,88.76,2.335,2.048
2014-11-02,87.64,88.28,2.301,2.0269999999999997
2014-11-09,87.53,88.6,2.319,2.0340000000000003
2014-11-16,88.31,89.03,2.312,2.008
2014-11-23,88.36,87.6,2.173,1.848
2014-11-30,89.33,87.44,2.307,1.9580000000000002
2014-12-07,88.36,86.34,2.083,1.757
2014-12-14,89.6,86.18,2.16,1.8119999999999998
2014-12-21,90.03,86.01,2.252,1.913
2014-12-28,91.08,84.85,2.114,1.744
2015-01-04,91.94,84.28,1.95,1.6540000000000001
2015-01-11,92.52,83.44,1.831,1.54
2015-01-18,94.76,80.5,1.7890000000000001,1.4480000000000002
2015-01-25,94.8,78.55,1.639,1.251
2015-02-01,95.85,79.82,1.9580000000000002,1.45
2015-02-08,94.2,80.31,2.0469999999999997,1.426
2015-02-15,94.34,79.86,2.115,1.4169999999999998
2015-02-22,95.32,79.89,1.996,1.3
2015-03-01,97.61,79.21,2.247,1.6130000000000002
2015-03-08,100.33,78.27,2.1180000000000003,1.475
2015-03-15,97.91,79.72,1.932,1.304
2015-03-22,97.29,79.27,1.96,1.3769999999999998
2015-03-29,96.55,79.61,1.8419999999999999,1.314
2015-04-05,99.34,79.6,1.949,1.374
2015-04-12,97.52,81.7,1.865,1.41
2015-04-19,96.92,82.08,1.9140000000000001,1.442
2015-04-26,95.3,82.25,2.112,1.661
2015-05-03,94.79,82.85,2.142,1.7009999999999998
2015-05-10,93.14,83.24,2.148,1.714
2015-05-17,96.11,81.42,2.215,1.771
2015-05-24,96.91,80.29,2.123,1.6219999999999999
2015-05-31,96.31,80.36,2.4090000000000003,1.8259999999999998
2015-06-07,94.97,81.21,2.39,1.807
2015-06-14,94.08,81.53,2.261,1.715
2015-06-21,95.47,81.18,2.474,1.8719999999999999
2015-06-28,96.11,79.72,2.386,1.699
2015-07-05,96.03,79.01,2.401,1.685
2015-07-12,97.86,77.1,2.347,1.567
2015-07-19,97.24,76.34,2.262,1.4869999999999999
2015-07-26,97.34,76.39,2.187,1.4409999999999998
2015-08-02,97.56,76.16,2.166,1.42
2015-08-09,96.52,76.35,2.201,1.392
2015-08-16,95.01,75.83,2.045,1.2670000000000001
2015-08-23,96.11,75.73,2.184,1.444
2015-08-30,96.23,75.32,2.131,1.439
2015-09-06,95.19,75.4,2.187,1.473
2015-09-13,94.86,75.61,2.134,1.462
2015-09-20,96.27,75.01,2.166,1.525
2015-09-27,95.83,75.99,1.9909999999999999,1.403
2015-10-04,94.81,77.25,2.09,1.5190000000000001
2015-10-11,94.54,77.41,2.035,1.466
2015-10-18,97.13,75.95,2.0869999999999997,1.506
2015-10-25,96.95,76.5,2.146,1.541
2015-11-01,99.17,75.16,2.325,1.714
2015-11-08,99.0,75.05,2.275,1.649
2015-11-15,99.56,75.32,2.2640000000000002,1.625
2015-11-22,100.02,74.81,2.222,1.568
2015-11-29,98.35,74.84,2.273,1.58
2015-12-06,97.56,72.69,2.1319999999999997,1.4069999999999998
2015-12-13,98.7,71.65,2.204,1.401
2015-12-20,97.98,72.24,2.245,1.379
2015-12-27,98.63,71.94,2.269,1.393
2016-01-03,98.54,70.56,2.116,1.2990000000000002
2016-01-10,98.96,68.79,2.037,1.1520000000000001
2016-01-17,99.57,70.79,2.057,1.318
2016-01-24,99.61,71.58,1.923,1.22
2016-01-31,97.03,71.86,1.8430000000000002,1.13
2016-02-07,95.94,72.22,1.746,1.135
2016-02-14,96.6,72.64,1.743,1.12
2016-02-21,98.15,74.0,1.764,1.183
2016-02-28,97.34,75.11,1.876,1.251
2016-03-06,96.17,75.65,1.98,1.3630000000000002
2016-03-13,95.09,76.89,1.8769999999999998,1.284
2016-03-20,96.14,75.49,1.9,1.274
2016-03-27,94.62,76.85,1.774,1.239
2016-04-03,94.23,76.98,1.7169999999999999,1.228
2016-04-10,94.7,78.02,1.754,1.273
2016-04-17,95.12,78.95,1.891,1.516
2016-04-24,93.08,79.67,1.835,1.514
2016-05-01,93.89,77.47,1.7790000000000001,1.354
2016-05-08,94.61,77.29,1.702,1.276
2016-05-15,95.33,76.25,1.844,1.349
2016-05-22,95.52,76.76,1.851,1.358
2016-05-29,94.03,77.29,1.702,1.178
2016-06-05,94.57,78.24,1.6440000000000001,1.1320000000000001
2016-06-12,94.21,77.56,1.611,1.12
2016-06-19,95.45,76.92,1.5619999999999998,1.163
2016-06-26,95.65,77.5,1.456,1.06
2016-07-03,96.3,76.7,1.358,0.96
2016-07-10,96.58,77.12,1.558,1.082
2016-07-17,97.47,76.16,1.5659999999999998,1.099
2016-07-24,95.53,76.68,1.45,1.028
2016-07-31,96.19,75.9,1.59,1.071
2016-08-07,95.72,77.18,1.51,1.005
2016-08-14,94.51,77.73,1.58,1.078
2016-08-21,95.57,76.88,1.6280000000000001,1.092
2016-08-28,95.84,76.98,1.607,1.063
2016-09-04,95.34,76.64,1.675,1.151
2016-09-11,96.11,75.69,1.694,1.19
2016-09-18,95.48,75.94,1.62,1.042
2016-09-25,95.46,76.17,1.598,0.997
2016-10-02,96.63,75.22,1.723,1.17
2016-10-09,98.02,76.15,1.805,1.249
2016-10-16,98.69,74.97,1.736,1.131
2016-10-23,98.35,74.65,1.849,1.228
2016-10-30,97.06,74.61,1.778,1.16
2016-11-06,99.06,73.85,2.138,1.432
2016-11-13,101.21,74.04,2.3480000000000003,1.579
2016-11-20,101.49,73.97,2.359,1.56
2016-11-27,100.77,75.23,2.392,1.619
2016-12-04,101.59,75.9,2.4659999999999997,1.7280000000000002
2016-12-11,102.95,74.97,2.5989999999999998,1.831
2016-12-18,103.01,73.81,2.543,1.797
2016-12-25,102.21,74.39,2.4459999999999997,1.714
2017-01-01,102.22,75.55,2.421,1.7280000000000002
2017-01-08,101.18,76.26,2.398,1.715
2017-01-15,100.74,75.08,2.467,1.75
2017-01-22,100.53,76.03,2.4859999999999998,1.777
2017-01-29,99.87,76.83,2.467,1.7619999999999998
2017-02-05,100.8,76.43,2.4090000000000003,1.693
2017-02-12,100.95,76.38,2.42,1.7109999999999999
2017-02-19,101.09,75.76,2.315,1.6030000000000002
2017-02-26,101.54,74.79,2.4819999999999998,1.7
2017-03-05,101.25,74.23,2.575,1.8090000000000002
2017-03-12,100.3,74.8,2.501,1.76
2017-03-19,99.63,74.77,2.418,1.641
2017-03-26,100.35,75.06,2.3890000000000002,1.624
2017-04-02,101.18,74.59,2.3819999999999997,1.594
2017-04-09,100.56,75.02,2.2319999999999998,1.494
2017-04-16,99.98,74.13,2.246,1.4669999999999999
2017-04-23,99.05,73.26,2.289,1.55
2017-04-30,98.65,73.25,2.35,1.5430000000000001
2017-05-07,99.25,72.93,2.326,1.5719999999999998
2017-05-14,97.14,74.01,2.235,1.4709999999999999
2017-05-21,97.44,74.36,2.25,1.443
2017-05-28,96.72,74.14,2.1590000000000003,1.401
2017-06-04,97.27,74.26,2.202,1.423
2017-06-11,97.16,75.65,2.153,1.5230000000000001
2017-06-18,97.26,75.33,2.144,1.475
2017-06-25,95.63,77.14,2.3040000000000003,1.7619999999999998
2017-07-02,96.01,77.64,2.386,1.879
2017-07-09,95.15,79.05,2.332,1.895
2017-07-16,93.86,79.72,2.237,1.885
2017-07-23,93.26,80.43,2.291,2.028
2017-07-30,93.54,79.01,2.2640000000000002,1.921
2017-08-06,93.07,78.07,2.191,1.8519999999999999
2017-08-13,93.43,78.16,2.197,1.871
2017-08-20,92.74,80.14,2.169,1.874
2017-08-27,92.81,80.66,2.166,1.916
2017-09-03,91.35,82.2,2.0540000000000003,1.983
2017-09-10,91.87,81.99,2.202,2.0909999999999997
2017-09-17,92.17,81.05,2.253,2.112
2017-09-24,93.08,80.2,2.339,2.0980000000000003
2017-10-01,93.8,79.79,2.3609999999999998,2.127
2017-10-08,93.09,80.22,2.275,2.037
2017-10-15,93.7,79.2,2.383,2.029
2017-10-22,94.92,78.05,2.416,1.9880000000000002
2017-10-29,94.94,78.37,2.333,1.9569999999999999
2017-11-05,94.39,78.85,2.4019999999999997,1.97
2017-11-12,93.66,78.34,2.345,1.939
2017-11-19,92.78,78.69,2.34,1.889
2017-11-26,92.89,78.83,2.363,1.9080000000000001
2017-12-03,93.9,77.83,2.378,1.861
2017-12-10,93.93,77.73,2.351,1.8359999999999999
2017-12-17,93.35,78.57,2.485,2.026
2017-12-24,92.12,79.53,2.405,2.042
2017-12-31,91.95,80.54,2.476,2.156
2018-01-07,90.97,80.26,2.55,2.176
2018-01-14,90.57,80.02,2.661,2.2430000000000003
2018-01-21,89.07,81.23,2.66,2.2640000000000002
2018-01-28,89.19,80.46,2.841,2.362
2018-02-04,90.44,79.48,2.8569999999999998,2.353
2018-02-11,89.1,79.63,2.873,2.319
2018-02-18,89.88,79.16,2.866,2.247
2018-02-25,89.94,77.63,2.8680000000000003,2.199
2018-03-04,90.09,78.05,2.8960000000000004,2.271
2018-03-11,90.23,76.36,2.845,2.1390000000000002
2018-03-18,89.48,77.57,2.813,2.194
2018-03-25,89.97,77.61,2.741,2.092
2018-04-01,90.11,78.18,2.775,2.144
2018-04-08,89.8,79.27,2.825,2.24
2018-04-15,90.32,78.29,2.96,2.339
2018-04-22,91.54,77.9,2.9589999999999996,2.3209999999999997
2018-04-29,92.57,77.79,2.951,2.3280000000000003
2018-05-06,92.54,78.02,2.97,2.378
2018-05-13,93.64,77.52,3.06,2.4859999999999998
2018-05-20,94.19,77.13,2.931,2.347
2018-05-27,94.19,77.16,2.9019999999999997,2.247
2018-06-03,93.55,77.3,2.948,2.323
2018-06-10,94.79,75.83,2.9219999999999997,2.218
2018-06-17,94.52,75.33,2.895,2.124
2018-06-24,94.64,76.1,2.86,2.167
2018-07-01,94.04,76.42,2.824,2.129
2018-07-08,94.75,75.93,2.8289999999999997,2.133
2018-07-15,94.45,76.03,2.895,2.175
2018-07-22,94.67,76.5,2.958,2.296
2018-07-29,95.14,76.91,2.951,2.353
2018-08-05,96.36,76.05,2.873,2.302
2018-08-12,96.1,76.46,2.864,2.2680000000000002
2018-08-19,95.15,76.74,2.813,2.259
2018-08-26,95.14,76.65,2.86,2.228
2018-09-02,95.36,75.98,2.9389999999999996,2.2880000000000003
2018-09-09,94.93,76.68,2.9989999999999997,2.345
2018-09-16,94.22,77.37,3.0669999999999997,2.43
2018-09-23,95.13,77.44,3.065,2.427
2018-09-30,95.62,77.22,3.233,2.6010000000000004
2018-10-07,95.22,76.71,3.167,2.499
2018-10-14,95.71,76.29,3.196,2.5
2018-10-21,96.36,76.24,3.077,2.394
2018-10-28,96.54,76.31,3.22,2.5340000000000003
2018-11-04,96.91,75.7,3.1860000000000004,2.5069999999999997
2018-11-11,96.47,76.05,3.065,2.363
2018-11-18,96.92,75.61,3.0460000000000003,2.339
2018-11-25,97.27,75.24,2.9930000000000003,2.2680000000000002
2018-12-02,96.51,75.05,2.858,2.075
2018-12-09,97.44,74.7,2.895,2.101
2018-12-16,96.96,73.52,2.7880000000000003,2.0269999999999997
2018-12-23,96.4,73.33,2.716,1.956
2018-12-30,96.18,74.77,2.668,1.93
2019-01-06,95.67,75.37,2.699,1.959
2019-01-13,96.34,75.41,2.7880000000000003,2.036
2019-01-20,95.79,75.66,2.759,1.9769999999999999
2019-01-27,95.58,76.33,2.6839999999999997,1.959
2019-02-03,96.64,75.31,2.634,1.881
2019-02-10,96.9,75.5,2.6639999999999997,1.895
2019-02-17,96.51,76.13,2.654,1.891
2019-02-24,96.53,75.2,2.759,1.9380000000000002
2019-03-03,97.31,74.54,2.63,1.765
2019-03-10,96.59,74.92,2.591,1.716
2019-03-17,96.65,74.45,2.437,1.597
2019-03-24,97.28,74.96,2.407,1.617
2019-03-31,97.39,74.67,2.499,1.7
2019-04-07,96.97,75.04,2.562,1.7830000000000001
2019-04-14,97.38,74.73,2.56,1.766
2019-04-21,98.01,74.26,2.5,1.6869999999999998
2019-04-28,97.52,74.48,2.53,1.765
2019-05-05,97.33,74.51,2.4730000000000003,1.733
2019-05-12,98.0,74.26,2.3930000000000002,1.689
2019-05-19,97.61,74.42,2.324,1.614
2019-05-26,97.75,73.94,2.133,1.4880000000000002
2019-06-02,96.54,75.33,2.084,1.462
2019-06-09,97.57,74.46,2.084,1.435
2019-06-16,96.22,75.57,2.059,1.484
2019-06-23,96.13,76.29,2.0069999999999997,1.466
2019-06-30,97.29,76.43,2.039,1.571
2019-07-07,96.81,76.64,2.124,1.609
2019-07-14,97.15,76.51,2.057,1.5090000000000001
2019-07-21,98.01,75.86,2.074,1.466
2019-07-28,98.07,75.61,1.8430000000000002,1.376
2019-08-04,97.49,75.53,1.745,1.273
2019-08-11,98.14,75.34,1.5619999999999998,1.1640000000000001
2019-08-18,97.64,75.09,1.5330000000000001,1.172
2019-08-25,98.92,74.85,1.499,1.1640000000000001
2019-09-01,98.39,75.9,1.56,1.2819999999999998
2019-09-08,98.26,75.24,1.901,1.5119999999999998
2019-09-15,98.51,75.41,1.722,1.3869999999999998
2019-09-22,99.11,75.49,1.6869999999999998,1.358
2019-09-29,98.81,75.1,1.5290000000000001,1.234
2019-10-06,98.3,75.75,1.734,1.5190000000000001
2019-10-13,97.28,76.18,1.754,1.545
2019-10-20,97.83,76.57,1.8,1.5390000000000001
2019-10-27,97.24,76.02,1.714,1.444
2019-11-03,98.35,75.75,1.945,1.581
2019-11-10,98.0,75.63,1.8359999999999999,1.482
2019-11-17,98.27,75.18,1.771,1.473
2019-11-24,98.27,75.28,1.774,1.462
2019-12-01,97.7,75.46,1.8430000000000002,1.579
2019-12-08,97.17,75.94,1.824,1.579
2019-12-15,97.69,75.98,1.919,1.614
2019-12-22,96.92,76.45,1.8769999999999998,1.599
2019-12-29,96.84,76.94,1.7930000000000001,1.536
2020-01-05,97.36,76.62,1.82,1.588
2020-01-12,97.64,76.55,1.825,1.5619999999999998
2020-01-19,97.85,76.07,1.686,1.3619999999999999
2020-01-26,97.39,75.55,1.505,1.276
2020-02-02,98.68,75.15,1.5819999999999999,1.33
2020-02-09,99.12,75.46,1.588,1.364
2020-02-16,99.26,75.63,1.473,1.281
2020-02-23,98.13,74.58,1.163,1.128
2020-03-01,95.95,74.5,0.773,0.7240000000000001
2020-03-08,98.75,72.46,0.983,0.847
2020-03-15,102.82,69.61,0.885,0.866
2020-03-22,98.36,71.38,0.6759999999999999,0.736
2020-03-29,100.58,70.58,0.599,0.713
2020-04-05,99.52,71.55,0.7290000000000001,0.76
2020-04-12,99.78,71.41,0.642,0.644
2020-04-19,100.38,70.93,0.605,0.5820000000000001
2020-04-26,99.08,70.82,0.618,0.525
2020-05-03,99.73,71.75,0.685,0.583
2020-05-10,100.4,70.87,0.644,0.542
2020-05-17,99.86,71.46,0.657,0.507
2020-05-24,98.34,72.61,0.653,0.54
2020-05-31,96.94,74.44,0.893,0.727
2020-06-07,97.32,73.59,0.71,0.534
