Date,US Dollar Index,PHLX Euro,PHLX Australian Dollar,PHLX Canadian Dollar,PHLX Swiss Franc,PHLX British Pound,PHLX Yen
2010-02-17,80.38,135.99,89.68,95.56,92.72,156.7,109.62
2010-02-18,80.4,135.2,89.4,95.43,92.23,155.11,108.75
2010-02-19,80.64,136.14,89.9,96.2,92.97,154.68,109.26
2010-02-22,80.51,136.01,90.07,95.88,92.98,154.84,109.72
2010-02-23,80.85,135.09,89.17,94.71,92.28,154.37,110.86
2010-02-24,80.85,135.4,89.32,94.9,92.52,154.1,110.9
2010-02-25,80.79,135.5,88.82,94.35,92.58,152.63,112.2
2010-02-26,80.36,136.3,89.57,95.08,93.14,152.36,112.44
2010-03-01,80.66,135.63,90.07,95.98,92.67,149.9,112.18
2010-03-02,80.52,136.11,90.31,96.49,93.01,149.64,112.6
2010-03-03,79.98,137.01,90.6,96.97,93.67,151.02,113.07
2010-03-04,80.56,135.83,89.95,96.95,92.86,150.36,112.32
2010-03-05,80.43,136.23,90.77,97.13,93.12,151.3,110.81
2010-03-08,80.43,136.31,90.9,97.33,93.16,150.64,110.73
2010-03-09,80.59,135.97,91.5,97.41,92.99,149.95,111.15
2010-03-10,80.44,136.57,91.53,97.55,93.48,149.86,110.51
2010-03-11,80.32,136.75,91.52,97.66,93.55,150.63,110.48
2010-03-12,79.83,137.67,91.47,98.11,94.59,152.13,110.43
2010-03-15,80.25,136.74,91.45,98.15,94.15,150.52,110.46
2010-03-16,79.75,137.7,91.92,98.63,94.82,152.5,110.77
2010-03-17,79.64,137.39,92.34,99.08,94.87,153.21,110.73
2010-03-18,80.22,136.07,92.09,98.56,94.48,152.45,110.6
2010-03-19,80.72,135.34,91.59,98.3,94.23,150.15,110.43
2010-03-22,80.65,135.57,91.78,98.14,94.5,151.0,110.95
2010-03-23,80.9,135.04,91.92,98.46,94.62,150.47,110.6
2010-03-24,81.84,133.14,90.71,97.45,93.2,148.72,108.4
2010-03-25,82.12,132.75,90.75,97.57,93.1,148.13,107.88
2010-03-26,81.68,134.1,90.42,97.41,93.83,148.99,108.06
2010-03-29,81.36,134.79,91.76,97.93,94.12,149.88,108.18
2010-03-30,81.47,134.14,91.82,98.02,93.76,150.7,107.76
2010-03-31,81.07,135.1,91.68,98.5,94.88,151.84,106.96
2010-04-01,80.78,135.82,92.1,99.15,94.85,152.9,106.54
2010-04-02,81.29,,,,,,
2010-04-05,81.09,134.88,92.16,99.85,94.15,152.94,106.03
2010-04-06,81.39,133.98,92.79,99.83,93.55,152.73,106.65
2010-04-07,81.44,133.41,92.7,99.49,93.08,152.34,107.1
2010-04-08,81.53,133.59,92.92,99.78,93.21,152.81,107.1
2010-04-09,81.09,134.99,93.33,99.72,93.75,153.67,107.31
2010-04-12,80.56,135.85,92.69,99.7,94.35,153.65,107.21
2010-04-13,80.51,136.05,92.83,99.86,94.85,153.78,107.24
2010-04-14,80.19,136.52,93.51,100.11,95.06,154.66,107.27
2010-04-15,80.48,135.8,93.48,99.81,94.69,155.01,107.52
2010-04-16,80.82,135.02,92.4,98.74,94.2,153.61,108.49
2010-04-19,81.0,134.88,92.41,98.57,94.06,153.38,108.18
2010-04-20,81.05,134.38,93.22,100.15,93.59,153.71,107.25
2010-04-21,81.16,133.87,92.58,100.01,93.41,154.06,107.36
2010-04-22,81.57,132.96,92.76,99.97,92.77,153.93,107.04
2010-04-23,81.35,133.83,92.76,100.1,93.25,153.79,106.42
2010-04-26,81.48,133.95,92.66,99.91,93.29,154.53,106.42
2010-04-27,82.15,131.6,91.48,98.28,91.84,152.46,107.36
2010-04-28,82.38,132.12,92.53,99.06,92.17,152.01,106.34
2010-04-29,82.0,132.26,92.74,99.4,92.22,153.22,106.36
2010-04-30,81.87,132.97,92.46,98.24,92.78,152.7,106.55
2010-05-03,82.27,131.9,92.65,98.93,92.09,152.44,105.76
2010-05-04,83.3,129.82,90.84,97.6,90.62,151.38,105.66
2010-05-05,84.08,128.11,90.5,96.98,89.42,150.98,106.51
2010-05-06,84.89,126.53,88.52,95.21,89.93,147.83,110.42
2010-05-07,84.45,127.55,88.76,95.85,90.23,147.8,109.09
2010-05-10,84.16,127.81,90.28,97.71,90.05,148.49,107.18
2010-05-11,84.47,126.57,89.5,97.88,89.95,149.58,107.87
2010-05-12,84.83,126.2,89.34,98.08,90.02,148.24,107.3
2010-05-13,85.21,125.29,89.52,97.99,89.44,146.08,107.87
2010-05-14,86.09,123.57,88.59,96.63,88.21,145.35,108.13
2010-05-17,86.2,123.95,87.74,96.98,88.4,144.8,108.0
2010-05-18,87.16,121.85,86.3,96.16,87.01,143.04,108.53
2010-05-19,86.39,124.28,84.77,95.8,86.99,144.53,109.09
2010-05-20,85.56,124.68,81.55,93.43,86.75,143.48,111.64
2010-05-21,85.37,125.64,83.24,94.34,87.1,144.78,111.1
2010-05-24,86.21,123.53,82.44,93.98,86.19,144.2,110.93
2010-05-25,86.78,123.62,82.93,93.83,86.57,144.22,110.74
2010-05-26,87.12,121.69,82.1,93.4,86.19,143.73,111.32
2010-05-27,86.19,123.68,85.18,95.39,86.94,145.81,109.81
2010-05-28,86.48,122.73,84.71,94.84,86.28,144.5,109.81
2010-05-31,86.59,,,,,,
2010-06-01,86.64,122.28,83.24,94.76,86.49,146.46,109.88
2010-06-02,86.79,122.51,84.14,96.26,86.62,146.5,108.5
2010-06-03,87.14,121.58,84.41,96.18,86.44,146.13,107.92
2010-06-04,88.23,119.69,82.4,94.15,85.97,144.6,108.81
2010-06-07,88.41,119.15,80.97,94.24,85.94,144.7,109.48
2010-06-08,88.39,119.74,82.72,95.46,86.82,144.72,109.25
2010-06-09,87.9,119.84,82.79,95.73,87.09,145.37,109.55
2010-06-10,87.17,121.1,84.95,97.02,87.51,147.04,109.44
2010-06-11,87.51,121.11,85.04,96.85,87.0,145.49,109.12
2010-06-14,86.51,122.18,85.76,96.68,87.53,147.44,109.21
2010-06-15,85.98,123.23,86.53,97.49,88.22,148.02,109.39
2010-06-16,86.08,123.1,86.34,97.51,88.39,147.29,109.38
2010-06-17,85.69,123.8,86.85,97.27,89.9,148.2,109.91
2010-06-18,85.7,123.91,87.18,97.87,90.23,148.28,110.23
2010-06-21,85.93,123.07,87.56,97.61,89.92,147.5,109.88
2010-06-22,86.11,122.68,87.24,97.16,90.29,148.1,110.41
2010-06-23,85.74,123.15,87.4,96.2,90.53,149.67,111.3
2010-06-24,85.73,123.33,86.68,95.86,90.72,149.34,111.66
2010-06-25,85.31,123.71,87.41,96.58,91.5,150.66,112.14
2010-06-28,85.65,122.77,87.18,96.55,91.99,151.02,111.91
2010-06-29,86.03,121.83,84.69,94.79,92.4,150.61,112.93
2010-06-30,86.02,122.36,84.01,93.95,92.81,149.47,113.11
2010-07-01,84.72,125.2,84.3,94.44,94.4,151.75,114.1
2010-07-02,84.43,125.68,84.19,94.13,94.14,152.02,113.88
2010-07-05,84.61,,,,,,
2010-07-06,84.08,126.25,85.32,94.91,94.41,151.52,114.21
2010-07-07,83.82,126.35,86.45,95.47,95.04,151.88,114.0
2010-07-08,83.82,126.93,87.74,95.85,95.26,151.66,113.16
2010-07-09,83.95,126.41,87.78,96.74,94.5,150.65,112.88
2010-07-12,84.2,125.89,87.58,96.44,94.27,150.23,112.81
2010-07-13,83.64,127.29,88.33,97.02,94.82,151.76,112.79
2010-07-14,83.43,127.4,88.42,96.93,94.99,152.62,113.03
2010-07-15,82.56,129.39,88.37,96.31,96.02,154.58,114.33
2010-07-16,82.49,129.29,86.93,94.51,95.18,153.04,115.5
2010-07-19,82.51,129.42,86.84,94.81,94.77,152.23,115.29
2010-07-20,82.75,128.85,88.34,95.9,95.01,152.7,114.29
2010-07-21,83.39,127.58,87.76,95.32,95.18,151.66,114.83
2010-07-22,82.59,128.9,89.36,96.4,95.87,152.55,115.04
2010-07-23,82.46,129.03,89.54,96.52,94.83,154.36,114.23
2010-07-26,82.09,129.93,90.28,96.78,95.37,154.87,115.1
2010-07-27,82.19,129.96,90.16,96.56,94.3,155.91,113.77
2010-07-28,82.18,129.93,89.07,96.29,94.64,155.92,114.4
2010-07-29,81.64,130.79,90.03,96.53,96.06,156.12,115.24
2010-07-30,81.54,130.51,90.41,97.12,96.0,155.53,115.65
2010-08-02,80.94,131.82,91.35,97.71,96.26,158.94,115.61
2010-08-03,80.6,132.28,91.25,97.68,96.2,159.48,116.56
2010-08-04,80.89,131.6,91.74,98.24,94.95,158.88,115.94
2010-08-05,80.83,131.87,91.52,98.34,95.57,158.94,116.54
2010-08-06,80.41,132.82,91.83,97.37,96.25,159.48,116.88
2010-08-09,80.71,132.26,91.64,97.36,95.36,159.01,116.38
2010-08-10,80.8,131.78,91.37,97.04,95.39,158.55,117.07
2010-08-11,82.29,128.32,89.61,95.5,94.18,156.22,117.35
2010-08-12,82.64,128.23,89.59,95.91,95.19,155.67,116.37
2010-08-13,82.95,127.51,89.24,96.02,95.0,155.91,115.89
2010-08-16,82.53,128.24,89.8,95.8,96.19,156.63,117.14
2010-08-17,82.23,128.79,90.51,96.86,95.82,155.83,116.9
2010-08-18,82.22,128.57,89.9,97.19,95.92,156.03,117.05
2010-08-19,82.45,128.19,89.24,96.13,96.88,155.96,117.15
2010-08-20,83.06,127.08,89.22,95.36,96.58,155.32,116.75
2010-08-23,83.12,126.57,89.11,95.01,96.08,155.11,117.52
2010-08-24,83.15,126.28,88.23,94.23,96.97,154.07,119.03
2010-08-25,83.26,126.59,88.38,94.36,97.06,154.62,118.22
2010-08-26,82.93,127.2,88.65,94.55,97.64,155.32,118.39
2010-08-27,82.92,127.32,89.89,95.03,97.1,155.13,117.18
2010-08-30,83.16,126.64,89.2,94.3,97.42,154.65,118.18
2010-08-31,83.2,126.86,89.05,93.97,98.55,153.49,118.8
2010-09-01,82.52,128.1,91.13,95.25,98.5,154.57,118.42
2010-09-02,82.46,128.24,91.11,94.95,98.73,154.0,118.64
2010-09-03,82.1,128.94,91.66,96.2,98.3,154.61,118.46
2010-09-06,82.04,,,,,,
2010-09-07,82.82,126.82,91.06,95.41,98.87,153.62,119.31
2010-09-08,82.58,127.23,91.88,96.45,98.89,154.72,119.26
2010-09-09,82.67,126.96,92.32,96.7,98.52,154.28,119.27
2010-09-10,82.7,127.09,92.65,96.6,98.05,153.54,118.78
2010-09-13,81.91,128.8,93.59,97.32,99.26,154.28,119.48
2010-09-14,81.08,129.96,93.95,97.35,100.41,155.39,120.38
2010-09-15,81.49,130.06,93.77,97.47,99.65,156.2,116.63
2010-09-16,81.24,130.78,93.65,97.43,98.44,156.24,116.59
2010-09-17,81.4,130.35,93.61,96.96,98.99,156.2,116.54
2010-09-20,81.33,130.64,94.77,97.27,99.55,155.52,116.7
2010-09-21,80.44,132.53,95.33,97.42,100.28,156.1,117.49
2010-09-22,79.83,134.01,95.66,97.07,101.34,156.6,118.29
2010-09-23,80.01,133.09,94.86,96.75,101.46,156.75,118.54
2010-09-24,79.39,134.9,95.95,97.5,101.51,158.26,118.67
2010-09-27,79.34,134.54,96.09,97.16,101.45,158.29,118.65
2010-09-28,79.01,135.81,96.79,97.05,102.44,158.0,119.19
2010-09-29,78.69,136.28,96.86,96.86,102.36,157.9,119.47
2010-09-30,78.72,136.3,96.99,97.16,101.77,157.1,119.8
2010-10-01,78.09,137.77,96.99,98.01,102.52,158.34,120.03
2010-10-04,78.45,136.82,96.62,97.73,102.89,158.24,119.95
2010-10-05,77.75,138.36,97.13,98.43,103.48,158.87,120.16
2010-10-06,77.39,139.38,97.74,98.87,104.01,158.94,120.59
2010-10-07,77.39,139.25,98.22,98.31,103.51,158.75,121.44
2010-10-08,77.33,139.27,98.59,98.88,103.74,159.55,121.83
2010-10-11,77.44,138.74,98.34,98.61,103.6,158.81,121.8
2010-10-12,77.36,139.26,98.62,98.99,104.52,158.1,122.28
2010-10-13,77.07,139.64,99.03,99.66,104.36,158.96,122.25
2010-10-14,76.65,140.8,99.44,99.61,104.91,160.09,122.78
2010-10-15,77.04,139.72,98.91,98.83,104.31,159.82,122.82
2010-10-18,76.93,139.44,98.95,98.32,104.27,158.93,123.08
2010-10-19,78.18,137.36,96.93,96.86,102.95,157.16,122.58
2010-10-20,77.17,139.66,98.68,97.9,103.94,158.45,123.27
2010-10-21,77.42,139.21,97.81,97.43,103.33,157.07,122.93
2010-10-22,77.47,139.26,98.13,97.36,102.05,156.79,122.9
2010-10-25,77.1,139.66,99.09,98.11,102.99,157.34,123.79
2010-10-26,77.71,138.6,98.56,97.67,101.59,158.43,122.81
2010-10-27,78.15,137.74,97.21,97.27,100.96,157.73,122.39
2010-10-28,77.31,139.3,97.88,97.95,101.69,159.44,123.46
2010-10-29,77.27,139.16,97.97,98.04,101.61,160.23,124.27
2010-11-01,77.3,138.93,98.74,98.42,100.82,160.33,124.23
2010-11-02,76.72,140.4,99.97,99.17,102.16,160.44,124.01
2010-11-03,76.48,141.4,100.57,99.49,103.01,160.96,123.37
2010-11-04,75.88,142.0,101.43,99.73,104.24,162.66,123.87
2010-11-05,76.55,140.31,101.57,99.98,104.01,161.79,123.05
2010-11-08,77.03,139.28,101.29,99.67,103.56,161.43,123.2
2010-11-09,77.44,137.75,100.34,99.18,103.32,159.91,122.39
2010-11-10,77.63,137.72,100.34,99.86,102.97,161.14,121.52
2010-11-11,78.22,136.64,99.78,99.68,102.58,161.23,121.25
2010-11-12,78.08,136.9,98.66,99.09,102.0,161.34,121.32
2010-11-15,78.52,135.86,98.5,99.03,101.57,160.56,120.32
2010-11-16,79.21,134.93,97.71,97.86,100.39,158.86,120.0
2010-11-17,79.08,135.28,97.92,97.6,100.85,159.07,120.17
2010-11-18,78.62,136.38,98.95,98.09,100.39,160.42,119.72
2010-11-19,78.5,136.86,98.58,98.24,100.81,159.89,119.8
2010-11-22,78.68,136.28,98.89,98.17,101.08,159.6,120.06
2010-11-23,79.68,133.71,97.26,97.69,100.29,157.85,120.25
2010-11-24,79.87,133.35,98.16,98.94,100.41,157.83,119.72
2010-11-25,79.87,,,,,,
2010-11-26,80.36,132.33,96.28,98.03,99.78,156.03,118.98
2010-11-29,80.83,131.22,96.26,98.14,100.0,155.69,118.65
2010-11-30,81.19,129.84,95.81,97.45,99.63,155.6,119.59
2010-12-01,80.71,131.37,96.74,98.26,99.75,156.22,118.79
2010-12-02,80.3,132.09,97.65,99.71,100.71,155.98,119.27
2010-12-03,79.38,134.12,99.23,99.66,102.52,157.71,120.89
2010-12-06,79.57,133.06,98.93,99.43,101.84,157.14,120.92
2010-12-07,79.86,132.6,98.3,98.78,101.22,157.52,119.71
2010-12-08,80.0,132.64,97.9,98.87,101.42,158.05,119.04
2010-12-09,80.07,132.4,98.39,98.94,101.75,157.76,119.44
2010-12-10,80.07,132.28,98.52,99.07,102.01,158.11,119.12
2010-12-13,79.28,133.96,99.6,99.26,103.32,158.64,119.86
2010-12-14,79.37,133.75,99.9,99.4,104.21,157.69,119.59
2010-12-15,80.26,132.2,98.7,99.54,103.38,155.52,118.69
2010-12-16,80.18,132.43,99.02,99.48,103.69,156.33,119.08
2010-12-17,80.37,131.85,98.83,98.73,103.08,155.19,119.23
2010-12-20,80.63,131.23,99.33,98.35,103.58,155.09,119.35
2010-12-21,80.72,130.91,99.83,98.3,104.26,154.63,119.39
2010-12-22,80.73,131.01,99.89,98.71,105.08,153.89,119.67
2010-12-23,80.5,131.14,100.37,98.99,104.3,154.27,120.55
2010-12-24,80.5,,,,,,
2010-12-27,80.37,131.7,100.48,99.32,104.15,154.24,120.76
2010-12-28,80.36,131.11,100.96,99.91,105.03,153.7,121.34
2010-12-29,79.8,132.29,101.78,99.99,105.76,155.07,122.51
2010-12-30,79.52,132.91,101.7,99.98,106.93,154.28,122.68
2010-12-31,79.03,133.91,102.32,100.2,107.08,156.19,123.24
2011-01-03,79.13,133.59,101.66,100.67,107.13,154.86,122.36
2011-01-04,79.44,133.07,100.54,100.17,105.42,155.91,121.84
2011-01-05,80.26,131.55,99.97,100.39,103.57,155.1,120.11
2011-01-06,80.79,130.0,99.43,100.33,103.55,154.6,120.05
2011-01-07,81.01,129.1,99.65,100.84,103.41,155.46,120.43
2011-01-10,80.88,129.5,99.5,100.71,103.39,155.73,120.9
2011-01-11,80.85,129.73,98.49,100.94,102.72,156.04,120.09
2011-01-12,80.03,131.33,99.61,101.45,103.45,157.66,120.48
2011-01-13,79.19,133.62,99.91,101.08,103.77,158.4,120.84
2011-01-14,79.16,133.73,98.96,101.07,103.69,158.74,120.49
2011-01-17,79.34,,,,,,
2011-01-18,78.96,133.82,99.81,100.84,103.76,159.56,121.08
2011-01-19,78.64,134.69,99.87,100.47,104.67,159.92,121.88
2011-01-20,78.82,134.73,98.73,100.23,103.38,159.06,120.55
2011-01-21,78.21,136.14,98.99,100.46,104.34,160.04,121.1
2011-01-24,78.05,136.38,99.74,100.59,105.34,159.91,121.17
2011-01-25,78.0,136.85,99.66,100.3,106.16,158.18,121.67
2011-01-26,77.9,137.04,99.87,100.5,106.09,159.15,121.65
2011-01-27,77.73,137.33,99.23,100.64,105.76,159.37,120.69
2011-01-28,78.13,136.08,99.29,99.9,106.17,158.61,121.76
2011-01-31,77.73,136.97,99.74,99.99,105.97,160.23,121.88
2011-02-01,77.07,138.26,101.09,100.96,106.85,161.38,122.87
2011-02-02,77.16,138.08,100.92,101.18,106.34,161.87,122.64
2011-02-03,77.75,136.3,101.49,100.88,105.72,161.4,122.48
2011-02-04,78.04,135.88,101.42,101.18,104.75,160.98,121.66
2011-02-07,78.03,135.84,101.36,100.94,104.67,161.09,121.49
2011-02-08,78.0,136.29,101.46,100.5,103.84,160.72,121.45
2011-02-09,77.64,137.31,101.19,100.66,104.42,161.02,121.42
2011-02-10,78.25,136.04,100.41,100.46,103.22,160.97,120.12
2011-02-11,78.46,135.47,100.2,101.34,102.75,160.02,119.83
2011-02-14,78.61,134.84,100.27,101.09,103.05,160.35,120.0
2011-02-15,78.57,134.88,99.64,100.99,103.39,161.25,119.37
2011-02-16,78.22,135.65,100.31,101.52,104.21,160.93,119.53
2011-02-17,78.0,136.07,101.15,101.53,105.3,161.74,120.03
2011-02-18,77.66,136.85,101.46,101.43,105.73,162.34,120.34
2011-02-21,77.69,,,,,,
2011-02-22,77.77,136.57,99.96,100.96,106.54,161.35,120.71
2011-02-23,77.41,137.48,100.23,101.02,107.16,162.12,121.25
2011-02-24,77.06,138.03,100.94,101.76,108.01,161.4,122.11
2011-02-25,77.28,137.53,101.76,102.18,107.72,161.16,122.46
2011-02-28,76.89,138.04,101.84,102.9,107.65,162.6,122.21
2011-03-01,77.05,137.75,101.27,102.6,107.67,162.66,122.1
2011-03-02,76.67,138.62,101.58,102.79,108.25,163.26,122.16
2011-03-03,76.48,139.65,101.32,102.86,107.3,162.78,121.37
2011-03-04,76.4,139.85,101.38,102.91,108.0,162.71,121.49
2011-03-07,76.5,139.74,101.18,102.8,107.94,162.0,121.54
2011-03-08,76.8,139.04,100.92,102.94,106.92,161.6,120.96
2011-03-09,76.72,139.06,100.98,103.23,107.57,162.03,120.85
2011-03-10,77.28,137.97,100.08,102.55,107.27,160.59,120.52
2011-03-11,76.78,139.03,101.5,102.74,107.56,160.81,122.16
2011-03-14,76.35,139.91,100.92,102.67,108.2,161.74,122.5
2011-03-15,76.33,139.96,98.99,101.56,109.12,160.74,123.88
2011-03-16,76.68,139.17,97.54,100.94,110.72,160.38,127.97
2011-03-17,76.04,140.23,98.1,101.46,111.39,161.38,126.77
2011-03-18,75.72,141.82,99.66,101.61,110.8,162.34,124.01
2011-03-21,75.4,142.26,100.66,102.22,110.53,163.12,123.34
2011-03-22,75.41,142.0,101.08,101.95,110.69,163.67,123.51
2011-03-23,75.79,140.83,101.3,101.87,110.1,162.29,123.57
2011-03-24,75.66,141.76,102.12,102.42,110.08,161.18,123.46
2011-03-25,76.22,140.87,102.62,102.08,108.7,160.41,122.92
2011-03-28,76.13,140.82,102.43,102.29,109.07,159.91,122.39
2011-03-29,76.25,141.13,102.9,102.63,108.67,160.16,121.26
2011-03-30,76.12,141.26,103.24,102.93,108.86,160.75,120.68
2011-03-31,75.86,141.67,103.3,103.06,108.86,160.3,120.24
2011-04-01,75.83,142.36,103.85,103.8,108.28,161.13,118.88
2011-04-04,75.91,142.21,103.62,103.41,108.32,161.3,119.0
2011-04-05,75.88,142.23,103.3,103.74,108.09,162.95,117.79
2011-04-06,75.51,143.33,104.41,104.14,108.88,163.34,117.02
2011-04-07,75.58,143.06,104.7,104.29,109.14,163.21,117.82
2011-04-08,75.07,144.83,105.66,104.67,110.23,163.84,117.99
2011-04-11,75.06,144.36,104.99,104.54,110.32,163.45,118.11
2011-04-12,74.85,144.77,104.4,103.83,111.46,162.57,119.52
2011-04-13,74.98,144.41,105.04,103.89,111.56,162.67,119.29
2011-04-14,74.69,144.87,105.42,104.09,112.1,163.48,119.77
2011-04-15,74.83,144.27,105.62,104.24,112.07,163.23,120.2
2011-04-18,75.5,142.34,105.07,103.69,111.58,162.64,120.96
2011-04-19,75.03,143.4,105.28,104.58,111.17,163.18,121.11
2011-04-20,74.37,145.2,107.04,104.96,112.56,164.06,121.23
2011-04-21,74.0,145.52,107.5,104.93,112.83,165.19,122.17
2011-04-22,74.0,,,,,,
2011-04-25,73.99,145.82,107.22,104.77,113.54,165.02,122.18
2011-04-26,73.84,146.42,107.77,105.08,114.35,164.82,122.68
2011-04-27,73.52,147.79,108.7,105.27,114.25,166.27,121.62
2011-04-28,73.12,148.25,109.26,105.16,114.49,166.3,122.66
2011-04-29,72.93,148.05,109.72,105.8,115.11,167.03,123.11
2011-05-02,72.95,148.27,109.46,105.16,115.57,166.51,123.13
2011-05-03,73.14,148.28,108.43,104.95,116.14,164.86,123.53
2011-05-04,73.03,148.25,107.46,104.32,116.07,164.9,124.11
2011-05-05,74.19,145.44,105.86,103.41,114.95,163.89,124.81
2011-05-06,74.84,143.13,106.87,103.43,113.68,163.74,123.87
2011-05-09,74.74,143.65,108.02,103.9,114.69,164.02,124.57
2011-05-10,74.61,144.06,108.38,104.48,113.64,163.64,123.71
2011-05-11,75.33,141.97,106.94,103.96,112.66,163.51,123.37
2011-05-12,75.24,142.45,106.77,103.89,113.14,162.92,123.53
2011-05-13,75.76,141.15,105.76,103.26,112.03,161.89,123.61
2011-05-16,75.47,141.55,105.68,102.53,113.06,161.89,123.79
2011-05-17,75.4,142.36,106.26,102.83,113.62,162.51,122.82
2011-05-18,75.47,142.45,106.28,103.03,113.49,161.67,122.39
2011-05-19,75.12,143.13,106.74,103.35,113.57,162.34,122.54
2011-05-20,75.44,141.58,106.62,102.64,114.01,162.33,122.29
2011-05-23,76.1,140.49,105.06,102.32,113.15,161.23,121.99
2011-05-24,75.88,141.03,105.54,102.4,113.67,161.78,122.08
2011-05-25,75.93,140.87,105.28,102.26,114.59,162.71,121.94
2011-05-26,75.55,141.39,106.4,102.23,115.55,164.0,122.95
2011-05-27,74.95,143.21,106.9,102.44,117.67,165.02,123.94
2011-05-30,74.96,,,,,,
2011-05-31,74.64,143.96,106.68,103.23,117.1,164.52,122.65
2011-06-01,74.68,143.14,106.06,102.3,118.7,163.29,123.59
2011-06-02,74.33,144.91,106.74,102.51,118.7,163.77,123.62
2011-06-03,73.78,146.34,107.18,102.23,119.95,164.25,124.41
2011-06-06,73.95,145.74,107.14,101.97,119.8,163.55,124.84
2011-06-07,73.52,146.89,107.2,102.63,119.54,164.5,124.9
2011-06-08,73.93,145.77,106.36,102.11,119.55,163.95,125.13
2011-06-09,74.19,145.07,106.26,102.69,118.84,163.67,124.46
2011-06-10,74.8,143.46,105.36,102.05,118.55,162.26,124.67
2011-06-13,74.51,144.16,106.03,102.44,119.45,163.78,124.67
2011-06-14,74.33,144.39,106.82,103.23,118.31,163.76,124.31
2011-06-15,75.6,141.68,105.68,102.13,117.19,161.81,123.39
2011-06-16,75.75,142.1,105.66,101.83,117.99,161.57,124.03
2011-06-17,74.99,143.07,106.23,102.11,117.72,161.93,124.93
2011-06-20,75.03,143.09,105.81,102.08,118.18,162.06,124.59
2011-06-21,74.54,144.09,105.98,102.89,118.96,162.44,124.59
2011-06-22,74.78,143.54,105.76,102.76,119.1,160.68,124.51
2011-06-23,75.45,142.61,105.32,102.18,119.3,160.13,124.15
2011-06-24,75.67,141.88,104.9,101.29,119.93,159.59,124.36
2011-06-27,75.39,142.85,104.5,101.39,119.72,159.89,123.63
2011-06-28,75.06,143.69,105.4,101.82,120.19,160.0,123.3
2011-06-29,74.69,144.37,106.76,103.09,119.85,160.67,123.83
2011-06-30,74.3,145.08,107.22,103.79,119.04,160.52,124.19
2011-07-01,74.35,145.24,107.73,104.33,117.66,160.76,123.85
2011-07-04,74.28,,,,,,
2011-07-05,74.69,144.24,106.9,103.85,118.87,160.63,123.34
2011-07-06,75.12,143.17,106.98,103.55,119.11,160.0,123.54
2011-07-07,74.96,143.62,107.8,104.3,118.41,159.73,123.08
2011-07-08,75.18,142.64,107.55,103.85,119.45,160.59,124.06
2011-07-11,75.99,140.32,106.54,103.25,119.65,159.1,124.65
2011-07-12,75.81,139.75,105.92,103.6,120.55,159.12,127.05
2011-07-13,75.21,141.86,107.67,104.31,122.67,161.27,126.59
2011-07-14,75.25,141.45,107.26,104.13,122.57,161.48,126.35
2011-07-15,75.13,141.58,106.42,104.9,122.87,161.37,126.34
2011-07-18,75.48,141.12,106.08,104.28,122.29,160.53,126.51
2011-07-19,75.22,141.56,107.3,105.27,121.32,161.35,126.4
