Date,PHLX British Pound,PHLX Euro,U.K. 10Y,Germany 10Y
2020-05-31,126.66,112.84,0.355,-0.27699999999999997
2020-06-07,125.45,112.57,0.20800000000000002,-0.43799999999999994
2020-06-14,123.5,111.79,0.23199999999999998,-0.415
2020-06-21,123.4,112.2,0.17300000000000001,-0.48100000000000004
2020-06-28,124.66,112.41,0.19,-0.43200000000000005
2020-07-05,126.31,113.01,0.156,-0.46799999999999997
2020-07-12,125.69,114.28,0.16699999999999998,-0.455
2020-07-19,127.92,116.57,0.145,-0.445
2020-07-26,130.83,117.79,0.105,-0.531
2020-08-02,130.52,117.89,0.14,-0.505
2020-08-09,130.88,118.44,0.243,-0.419
2020-08-16,130.9,117.99,0.207,-0.508
2020-08-23,133.52,119.06,0.313,-0.40700000000000003
2020-08-30,132.8,118.41,0.266,-0.478
2020-09-06,127.95,118.45,0.185,-0.483
2020-09-13,129.21,118.4,0.18600000000000003,-0.483
2020-09-20,127.45,116.33,0.19,-0.525
2020-09-27,129.37,117.16,0.247,-0.534
2020-10-04,130.46,118.27,0.284,-0.532
2020-10-11,129.16,117.17,0.183,-0.623
2020-10-18,130.42,118.61,0.281,-0.5720000000000001
2020-10-25,129.42,116.59,0.263,-0.625
2020-11-01,131.55,118.7,0.27699999999999997,-0.617
2020-11-08,131.9,118.34,0.34,-0.5479999999999999
2020-11-15,132.7,118.6,0.305,-0.583
2020-11-22,133.02,119.59,0.285,-0.585
2020-11-29,134.42,121.22,0.353,-0.5429999999999999
2020-12-06,132.27,121.11,0.172,-0.638
2020-12-13,135.2,122.65,0.25,-0.5720000000000001
2020-12-20,135.35,121.82,0.257,-0.5489999999999999
2020-12-27,136.72,122.39,0.196,-0.575
2021-01-03,135.69,122.25,0.28800000000000003,-0.517
2021-01-10,135.88,120.94,0.287,-0.542
2021-01-17,136.83,121.75,0.303,-0.513
2021-01-24,137.05,121.38,0.32899999999999996,-0.52
2021-01-31,137.36,120.5,0.48700000000000004,-0.44299999999999995
2021-02-07,138.53,121.2,0.52,-0.43
2021-02-14,140.1,121.2,0.7,-0.313
2021-02-21,139.29,120.74,0.823,-0.257
2021-02-28,138.33,119.13,0.752,-0.304
2021-03-07,139.22,119.54,0.825,-0.295
2021-03-14,138.77,119.12,0.8440000000000001,-0.294
2021-03-21,137.89,118.13,0.757,-0.349
2021-03-28,138.33,117.78,0.7979999999999999,-0.325
2021-04-04,137.06,118.94,0.777,-0.297
2021-04-11,138.34,119.86,0.7659999999999999,-0.262
2021-04-18,138.81,121.01,0.745,-0.257
2021-04-25,138.17,120.18,0.843,-0.2
2021-05-02,139.74,121.65,0.7759999999999999,-0.21899999999999997
2021-05-09,141.0,121.44,0.858,-0.12300000000000001
2021-05-16,141.47,121.82,0.8320000000000001,-0.127
2021-05-23,142.01,121.94,0.7959999999999999,-0.184
2021-05-30,141.01,121.25,0.8385,-0.1845
