Date,XAUEUR,EURUSD,EURJPY,EURCAD,EURGBP,EURAUD,EURNZD,EURCHF
2014-11-01,937.08,1.245,147.67,1.4209,0.7955,1.4626,1.5846,1.202
2014-12-01,978.26,1.2097,144.78,1.4054,0.7766,1.4803,1.5505,1.2026
2015-01-01,1136.73,1.1286,132.54,1.4367,0.7489,1.4523,1.5533,1.0390000000000001
2015-02-01,1083.05,1.1193,133.77,1.3998,0.7251,1.4324,1.479,1.0667
2015-03-01,1102.5,1.073,128.89,1.3612,0.7240000000000001,1.4104,1.4358,1.0435
2015-04-01,1054.56,1.1222,133.92,1.3551,0.7309,1.4192,1.4729,1.0462
2015-05-01,1082.63,1.0987,136.36,1.3673,0.7184,1.4369999999999998,1.5442,1.033
2015-06-01,1051.52,1.1135,136.39,1.3909,0.7086,1.4437,1.6457,1.0415
2015-07-01,996.81,1.0987,136.15,1.4378,0.7031,1.5034,1.6639,1.0608
2015-08-01,1011.45,1.1211,135.89,1.4728,0.7306,1.5752,1.7675,1.084
2015-09-01,997.1,1.1176,133.93,1.4877,0.7386,1.5916,1.7471,1.0871
2015-10-01,1037.62,1.1005,132.73,1.439,0.7132,1.5409,1.6222,1.0867
2015-11-01,1007.34,1.0563,130.01,1.4114,0.7014,1.4608,1.6034,1.0865
2015-12-01,976.25,1.0859999999999999,130.65,1.5029,0.7368,1.4907,1.5891,1.088
2016-01-01,1031.13,1.0834,131.12,1.5136,0.7603,1.5287,1.6675,1.1079999999999999
2016-02-01,1138.67,1.0871,122.47,1.4717,0.7811,1.5213,1.6489,1.0849
2016-03-01,1082.37,1.1378,128.07,1.4796,0.7921,1.485,1.6452,1.0935
2016-04-01,1128.78,1.1454,121.81,1.4376,0.7837,1.5063,1.6417,1.099
2016-05-01,1090.88,1.1129,123.18,1.4569999999999999,0.7686,1.5378,1.6439,1.1056
2016-06-01,1190.04,1.1104,114.65,1.4349,0.8341,1.4901,1.5561,1.0836
2016-07-01,1208.38,1.117,114.03,1.4563,0.8447,1.4703,1.5488,1.0824
2016-08-01,1172.22,1.1156,115.38,1.4619,0.8491,1.4843,1.5383,1.0971
2016-09-01,1170.22,1.1238,113.87,1.4752,0.8659,1.4644,1.5411,1.0917
2016-10-01,1162.96,1.0979,115.07,1.4721,0.8965,1.4425,1.5347,1.0857
2016-11-01,1107.79,1.0585,121.15,1.422,0.8463,1.4333,1.4941,1.077
2016-12-01,1094.65,1.0513,122.87,1.4119,0.8519,1.4567,1.5119999999999998,1.07
2017-01-01,1120.32,1.0795,121.77,1.4065,0.8581,1.423,1.4755,1.0679
2017-02-01,1179.67,1.0575,119.23,1.4064,0.8541,1.3807,1.47,1.0634
2017-03-01,1171.96,1.0649,118.63,1.4180000000000001,0.8483,1.3961,1.5196,1.0682
2017-04-01,1163.09,1.0895,121.51,1.4872,0.841,1.454,1.5859,1.0841
2017-05-01,1127.59,1.1241,124.51,1.5174,0.8719,1.5125,1.5864,1.0877
2017-06-01,1086.01,1.1423,128.34,1.4806,0.8767,1.4845,1.5573,1.0944
2017-07-01,1071.56,1.1840000000000002,130.52,1.4772,0.8959,1.4793,1.5751,1.1447
2017-08-01,1109.47,1.1908,130.94,1.4861,0.9208,1.4982,1.6580000000000001,1.1413
2017-09-01,1082.48,1.1812,132.85,1.4726,0.8816,1.5076,1.6385,1.1434
2017-10-01,1091.35,1.1644,132.3,1.5002,0.8765,1.5203,1.7001,1.1615
2017-11-01,1070.4,1.1902,133.92,1.5346,0.8798,1.5727,1.7416,1.1704
2017-12-01,1085.38,1.1996,135.16,1.5087,0.8875,1.5374,1.6924,1.1688
2018-01-01,1082.43,1.242,135.61,1.5293,0.875,1.5417,1.6859,1.1566
2018-02-01,1080.47,1.2193,130.05,1.5642,0.8859,1.5705,1.69,1.1514
2018-03-01,1074.33,1.2321,130.92,1.5883,0.8788,1.6043,1.7023,1.1747
2018-04-01,1088.53,1.2077,132.04,1.5509,0.8768,1.6026,1.716,1.1962
2018-05-01,1109.54,1.169,127.2,1.5146,0.8787,1.5443,1.6695,1.1523
2018-06-01,1071.49,1.1683,129.28,1.534,0.8844,1.5773,1.7262,1.1569
2018-07-01,1046.37,1.1691,130.78,1.5204,0.8905,1.5733,1.7142,1.1575
2018-08-01,1034.65,1.1599,128.82,1.5123,0.8947,1.6124,1.7508,1.1236
2018-09-01,1026.43,1.1608,131.96,1.4979,0.8907,1.6049,1.7532,1.1398
2018-10-01,1073.08,1.131,127.72,1.4875,0.8859,1.5988,1.7349,1.1404
2018-11-01,1079.49,1.1315,128.38,1.5041,0.8868,1.5458,1.6432,1.13
2018-12-01,1117.65,1.1469,125.65,1.564,0.8987,1.6259,1.7064,1.1256
2019-01-01,1154.22,1.1444,124.61,1.5016,0.8729,1.5729,1.6543,1.138
2019-02-01,1154.74,1.137,126.63,1.4969999999999999,0.8571,1.6023,1.6696,1.1348
2019-03-01,1151.53,1.1217,124.33,1.4968,0.8605,1.5801,1.6481,1.1163
2019-04-01,1144.21,1.1215,124.96,1.5008,0.8602,1.5906,1.6797,1.1427
2019-05-01,1166.99,1.1167,121.05,1.5107,0.8847,1.6104,1.7102,1.1189
2019-06-01,1239.23,1.1368,122.64,1.4881,0.8953,1.6191,1.6914,1.1095
2019-07-01,1276.05,1.1074,120.42,1.4605,0.9106,1.6178,1.6881,1.1005
2019-08-01,1382.85,1.0989,116.8,1.4626,0.9037,1.6309,1.7415,1.0878
2019-09-01,1350.35,1.0898,117.79,1.4428,0.8864,1.6143,1.7395,1.0874
2019-10-01,1356.25,1.115,120.44,1.4672,0.8614,1.6171,1.7381,1.0997
2019-11-01,1330.59,1.1015,120.63,1.4622,0.8516,1.6280000000000001,1.7147,1.1013
2019-12-01,1352.78,1.121,121.75,1.4554,0.8447,1.5964,1.6632,1.0849
2020-01-01,1432.91,1.1093,120.23,1.4682,0.8402,1.6574,1.7159,1.0683
2020-02-01,1437.01,1.1025,119.15,1.4769,0.8599,1.6933,1.7626,1.0641
2020-03-01,1424.23,1.1029,118.59,1.5506,0.8879,1.7971,1.8508,1.0597
2020-04-01,1538.32,1.0955,117.4,1.5272,0.8697,1.6823,1.7877,1.0574
2020-05-01,1558.12,1.1098,119.64,1.5281,0.8988,1.6644,1.7886,1.0667
2020-06-01,1584.41,1.1231,121.2,1.5244,0.9055,1.6267,1.7396,1.0637
2020-07-01,1676.43,1.1774,124.66,1.5796,0.8999,1.6485,1.7761,1.0749
2020-08-01,1648.14,1.1936,126.39,1.5571,0.8925,1.618,1.7719999999999998,1.0784
2020-09-01,1608.57,1.1718,123.52,1.5604,0.9068,1.6357,1.7712,1.079
2020-10-01,1612.3,1.1647,121.87,1.551,0.8997,1.6572,1.7594,1.0677
2020-11-01,1488.93,1.1928,124.37,1.5506,0.8952,1.6235,1.6979,1.0843
2020-12-01,1553.65,1.2213,126.09,1.5547,0.8929,1.5869,1.6993,1.081
2021-01-01,1521.04,1.2136,127.04,1.5506,0.8856,1.5877,1.6869999999999998,1.0805
2021-02-01,1435.25,1.2074,128.68,1.5381,0.8664,1.5666,1.6681,1.0966
2021-03-01,1455.22,1.1728,129.83,1.4728,0.8507,1.5432,1.6785,1.1064
2021-04-01,1471.13,1.2018,131.32,1.4769,0.8697,1.5571,1.6776,1.0976
2021-05-01,1560.15,1.2225,133.95,1.4746,0.86,1.5803,1.6809,1.0987
2021-06-01,1551.73,1.2242,133.95,1.4733,0.8640000000000001,1.5761,1.6867,1.0961
