Date,US Dollar Index,PHLX Euro,PHLX Australian Dollar,PHLX Canadian Dollar,PHLX Swiss Franc,PHLX British Pound,PHLX Yen
2015-10-18,97.13,110.15,72.2,75.95,104.7,153.14,82.34
2015-10-25,96.95,110.07,71.37,76.5,101.24,154.26,82.91
2015-11-01,99.17,107.43,70.43,75.16,99.44,150.49,81.2
2015-11-08,99.0,107.71,71.27,75.05,99.41,152.32,81.56
2015-11-15,99.56,106.49,72.37,75.32,98.19,151.92,81.45
2015-11-22,100.02,105.95,71.92,74.81,97.13,150.41,81.4
2015-11-29,98.35,109.0,73.4,74.84,100.35,151.12,81.23
2015-12-06,97.56,109.95,71.89,72.69,101.76,151.72,82.67
2015-12-13,98.7,108.69,71.73,71.65,100.56,148.92,82.55
2015-12-20,97.98,109.65,72.66,72.24,101.38,149.18,83.13
2015-12-27,98.63,108.59,72.7,71.94,99.86,147.37,83.12
2016-01-03,98.54,109.25,69.52,70.56,100.53,145.19,85.3
2016-01-10,98.96,109.12,68.6,68.79,99.84,142.59,85.47
2016-01-17,99.57,107.99,70.03,70.79,98.45,142.67,84.19
2016-01-24,99.61,108.31,70.84,71.58,97.75,142.46,82.56
2016-01-31,97.03,111.59,70.64,71.86,100.92,145.03,85.59
2016-02-07,95.94,112.56,71.06,72.22,102.33,145.06,88.32
2016-02-14,96.6,111.29,71.5,72.64,101.03,144.06,88.83
2016-02-21,98.15,109.31,71.26,74.0,100.31,138.73,87.73
2016-02-28,97.34,110.07,74.38,75.11,100.72,142.34,87.88
2016-03-06,96.17,111.47,75.62,75.65,101.75,143.84,87.86
2016-03-13,95.09,112.71,76.04,76.89,103.16,144.79,89.64
2016-03-20,96.14,111.75,75.26,75.49,102.46,141.54,88.6
2016-03-27,94.62,113.94,76.79,76.85,104.37,142.3,89.59
2016-04-03,94.23,113.97,75.51,76.98,104.88,141.25,92.52
2016-04-10,94.7,112.71,77.26,78.02,103.31,142.02,91.94
2016-04-17,95.12,112.25,77.12,78.95,102.18,144.06,89.45
2016-04-24,93.08,114.47,76.07,79.67,104.22,146.1,94.02
2016-05-01,93.89,114.05,73.67,77.47,102.82,144.31,93.37
2016-05-08,94.61,113.08,72.68,77.29,102.52,143.59,92.05
2016-05-15,95.33,112.23,72.23,76.25,100.99,145.01,90.81
2016-05-22,95.52,111.12,71.87,76.76,100.52,146.2,90.72
2016-05-29,94.03,113.66,73.66,77.29,102.48,145.15,93.86
2016-06-05,94.57,112.51,73.76,78.24,103.7,142.61,93.51
2016-06-12,94.21,112.76,73.97,77.56,104.19,143.59,96.01
2016-06-19,95.45,111.04,74.77,76.92,102.84,136.76,97.85
2016-06-26,95.65,111.38,75.03,77.5,102.78,132.68,97.54
2016-07-03,96.3,110.51,75.7,76.7,101.71,129.5,99.42
2016-07-10,96.58,110.34,75.78,77.12,101.79,131.88,95.33
2016-07-17,97.47,109.75,74.66,76.16,101.33,131.14,94.25
2016-07-24,95.53,111.73,76.01,76.68,103.13,132.26,97.97
2016-07-31,96.19,110.87,76.18,75.9,101.96,130.7,98.21
2016-08-07,95.72,111.68,76.49,77.18,102.6,129.19,98.7
2016-08-14,94.51,113.25,76.26,77.73,104.14,130.78,99.81
2016-08-21,95.57,111.96,75.63,76.88,102.22,131.34,98.2
2016-08-28,95.84,111.89,75.81,76.98,101.96,132.94,96.37
2016-09-04,95.34,112.32,75.39,76.64,102.53,132.67,97.38
2016-09-11,96.11,111.57,74.93,75.69,102.0,130.0,97.77
2016-09-18,95.48,112.27,76.24,75.94,103.07,129.65,99.01
2016-09-25,95.46,112.42,76.59,76.17,102.95,129.79,98.68
2016-10-02,96.63,112.01,75.88,75.22,102.31,124.38,97.14
2016-10-09,98.02,109.71,76.17,76.15,100.97,121.78,95.96
2016-10-16,98.69,108.86,76.08,74.97,100.66,122.31,96.3
2016-10-23,98.35,109.86,75.99,74.65,101.24,121.9,95.5
2016-10-30,97.06,111.35,76.72,74.61,103.26,125.19,96.97
2016-11-06,99.06,108.57,75.43,73.85,101.22,126.02,93.74
2016-11-13,101.21,105.89,73.37,74.04,98.99,123.54,90.25
2016-11-20,101.49,105.99,74.35,73.97,98.58,124.62,88.53
2016-11-27,100.77,106.65,74.57,75.23,98.97,127.34,88.11
2016-12-04,101.59,105.6,74.49,75.9,98.33,125.75,86.71
2016-12-11,102.95,104.52,73.04,74.97,97.41,124.88,84.79
2016-12-18,103.01,104.53,71.71,73.81,97.33,122.78,85.28
2016-12-25,102.21,105.25,72.04,74.39,98.24,123.5,85.48
2017-01-01,102.22,105.33,72.9,75.55,98.28,122.95,85.46
2017-01-08,101.18,106.44,75.0,76.26,99.2,121.83,87.32
2017-01-15,100.74,107.02,75.57,75.08,99.82,123.8,87.24
2017-01-22,100.53,106.99,75.51,76.03,100.01,125.48,86.88
2017-01-29,99.87,107.85,76.82,76.83,100.75,124.85,88.82
2017-02-05,100.8,106.4,76.77,76.43,99.73,124.87,88.34
2017-02-12,100.95,106.16,76.66,76.38,99.73,124.12,88.62
2017-02-19,101.09,105.8,76.73,75.76,99.27,124.59,89.33
2017-02-26,101.54,106.22,75.99,74.79,99.18,122.94,87.69
2017-03-05,101.25,106.74,75.44,74.23,98.92,121.54,87.11
2017-03-12,100.3,107.27,76.91,74.8,100.14,123.99,88.75
2017-03-19,99.63,108.03,76.23,74.77,100.85,124.72,89.67
2017-03-26,100.35,106.59,76.29,75.06,99.71,125.54,89.77
2017-04-02,101.18,105.96,75.0,74.59,99.1,123.75,90.03
2017-04-09,100.56,106.15,75.65,75.02,99.43,125.05,91.65
2017-04-16,99.98,107.25,75.4,74.13,100.42,128.17,91.73
2017-04-23,99.05,108.98,74.89,73.26,100.48,129.51,89.65
2017-04-30,98.65,109.98,74.22,73.25,101.3,129.83,88.71
2017-05-07,99.25,109.27,73.85,72.93,99.89,128.88,88.24
2017-05-14,97.14,112.08,74.62,74.01,102.79,130.36,89.87
2017-05-21,97.44,111.84,74.49,74.36,102.7,128.09,89.82
2017-05-28,96.72,112.83,74.46,74.14,103.89,128.95,90.58
2017-06-04,97.27,111.96,75.3,74.26,103.16,127.5,90.62
2017-06-11,97.16,111.98,76.21,75.65,102.73,128.1,90.17
2017-06-18,97.26,111.94,75.68,75.33,103.17,127.97,89.86
2017-06-25,95.63,114.24,76.91,77.14,104.38,131.75,89.0
2017-07-02,96.01,114.02,76.0,77.64,103.74,128.95,87.8
2017-07-09,95.15,114.67,78.31,79.05,103.8,130.8,88.86
2017-07-16,93.86,116.61,79.15,79.72,105.76,129.95,89.96
2017-07-23,93.26,117.52,79.86,80.43,103.24,131.36,90.39
2017-07-30,93.54,117.74,79.29,79.01,102.79,130.48,90.35
2017-08-06,93.07,118.2,78.95,78.07,103.97,129.3,91.58
2017-08-13,93.43,117.6,79.28,78.16,103.64,128.21,91.59
