Date,Euro Stoxx 50,DAX,TecDAX,CAC 40,IBEX 35,Italy 40
2010-07-06,,5940.98,749.5,3423.36,9615.0,1893.4
2010-07-07,,5992.86,755.07,3483.44,9987.4,1957.7
2010-07-08,,6035.66,765.29,3538.25,10080.5,1980.2
2010-07-09,,6065.24,773.03,3554.48,10127.3,2003.2
2010-07-12,,6077.19,776.09,3567.66,10058.2,2007.0
2010-07-13,,6191.13,788.14,3637.76,10259.5,2039.7
2010-07-14,,6209.76,793.03,3632.98,10278.5,2035.1
2010-07-15,,6149.36,783.93,3581.82,10160.2,2003.3
2010-07-16,,6040.27,775.0,3500.16,9991.7,1972.1
2010-07-19,,6009.11,771.08,3486.33,9929.8,1967.9
2010-07-20,,5967.49,758.64,3468.02,10061.3,1954.9
2010-07-21,,5990.38,770.81,3493.92,10040.8,1969.9
2010-07-22,,6142.15,783.7,3600.57,10302.9,2015.3
2010-07-23,,6166.34,786.3,3607.05,10388.2,2015.5
2010-07-26,,6194.21,793.12,3636.18,10506.7,2036.6
2010-07-27,,6207.31,787.05,3666.4,10645.0,2069.7
2010-07-28,,6178.94,779.68,3670.36,10643.9,
2010-07-29,,6134.7,771.61,3651.91,10659.5,2063.7
2010-07-30,,6147.97,764.89,3643.14,10499.8,2056.3
2010-08-02,,6292.13,778.39,3752.03,10835.4,2107.8
2010-08-03,,6307.91,779.81,3747.51,10871.4,2102.9
2010-08-04,,6331.33,781.34,3760.72,10843.3,2099.8
2010-08-05,,6333.58,775.48,3764.19,10840.0,2083.8
2010-08-06,,6259.63,769.31,3716.05,10651.1,2062.5
2010-08-09,,6351.6,775.74,3777.37,10812.6,2087.6
2010-08-10,,6286.25,765.83,3730.58,10718.5,2079.6
2010-08-11,,6154.07,744.15,3628.29,10374.8,2013.0
2010-08-12,,6135.17,746.84,3621.07,10342.4,2009.1
2010-08-13,,6110.41,746.21,3610.91,10275.8,2002.7
2010-08-16,,6110.57,746.94,3597.6,10258.3,1996.4
2010-08-17,,6206.4,760.74,3663.13,10369.5,2021.8
2010-08-18,,6186.31,757.49,3647.93,10391.0,2008.9
2010-08-19,,6075.13,751.45,3572.4,10238.0,1967.7
2010-08-20,,6005.16,742.15,3526.12,10094.3,1943.7
2010-08-23,,6010.91,739.65,3553.23,10221.2,1957.4
2010-08-24,,5935.44,725.23,3491.11,10052.3,1926.5
2010-08-25,,5899.5,718.04,3450.19,9894.0,1904.1
2010-08-26,,5912.58,725.0,3475.03,10004.4,1930.5
2010-08-27,,5951.17,733.76,3507.44,10148.2,1938.5
2010-08-30,,5912.41,742.91,3487.01,10136.0,1927.0
2010-08-31,,5925.22,741.85,3490.79,10187.0,1930.4
2010-09-01,,6083.9,759.19,3623.84,10544.8,1992.6
2010-09-02,,6083.85,761.91,3631.43,10537.6,1996.7
2010-09-03,,6134.62,766.17,3672.2,10599.4,2019.0
2010-09-06,,6155.04,769.63,3684.73,10622.7,2021.0
2010-09-07,,6117.89,758.49,3643.81,10479.1,1995.1
2010-09-08,,6164.44,760.48,3677.21,10586.2,2013.1
2010-09-09,,6221.52,766.41,3722.15,10712.9,2040.3
2010-09-10,,6214.77,769.78,3725.82,10689.6,2037.9
2010-09-13,,6261.68,775.05,3767.15,10765.2,2054.3
2010-09-14,,6275.41,779.8,3774.4,10806.6,2054.6
2010-09-15,,6261.87,774.97,3755.64,10751.8,2041.7
2010-09-16,,6249.65,772.3,3736.3,10716.8,2023.3
2010-09-17,,6209.76,774.71,3722.02,10588.6,2007.0
2010-09-20,,6294.58,782.53,3788.01,10743.1,2030.1
2010-09-21,,6275.98,779.81,3784.4,10762.5,2028.8
2010-09-22,,6208.33,773.82,3735.05,10555.2,1992.1
2010-09-23,,6184.71,772.54,3710.61,10501.5,1982.1
2010-09-24,,6298.3,777.59,3782.48,10727.6,2015.8
2010-09-27,,6278.89,779.32,3766.16,10613.0,2014.5
2010-09-28,,6276.09,778.66,3762.35,10590.7,2009.4
2010-09-29,,6246.92,777.92,3737.12,10486.8,1992.8
2010-09-30,,6229.02,781.47,3715.18,10514.5,1993.4
2010-10-01,,6211.34,778.72,3692.09,10450.1,1994.6
2010-10-04,,6134.21,769.01,3649.81,10383.0,1965.3
2010-10-05,,6215.83,773.03,3731.93,10651.2,2007.0
2010-10-06,,6270.73,775.07,3764.91,10700.2,2012.0
2010-10-07,,6276.25,774.05,3770.47,10740.3,2024.1
2010-10-08,,6291.67,773.33,3763.18,10720.8,2029.8
2010-10-11,,6309.51,781.92,3768.49,10700.8,2038.3
2010-10-12,,6304.57,781.08,3748.86,10648.2,2029.8
2010-10-13,,6434.52,802.22,3828.34,10866.1,2068.4
2010-10-14,,6455.27,808.74,3819.17,10849.7,2063.5
2010-10-15,,6492.3,807.98,3827.37,10868.2,2060.3
2010-10-18,,6516.63,807.37,3834.5,10897.7,2079.5
2010-10-19,,6490.69,797.42,3807.17,10895.3,2077.0
2010-10-20,,6524.55,798.29,3828.15,10896.9,2095.8
2010-10-21,,6611.01,807.0,3878.27,10892.3,2114.5
2010-10-22,,6605.84,809.94,3868.54,10924.8,2106.6
2010-10-25,,6639.21,816.2,3870.0,10870.3,2096.7
2010-10-26,,6613.8,814.84,3852.66,10797.8,2089.8
2010-10-27,,6568.0,811.52,3815.77,10700.1,2078.7
2010-10-28,,6595.28,822.34,3834.84,10753.5,2104.0
2010-10-29,,6601.37,825.09,3833.5,10812.9,2098.3
2010-11-01,,6604.86,821.62,3841.11,10649.5,2072.3
2010-11-02,,6654.31,821.93,3865.72,10762.1,2093.1
2010-11-03,,6617.8,817.63,3842.94,10569.5,2071.9
2010-11-04,,6734.69,821.76,3916.78,10602.8,2100.1
2010-11-05,,6754.2,817.68,3916.73,10428.1,2070.5
2010-11-08,,6750.5,820.6,3913.7,10291.8,2076.6
2010-11-09,,6787.81,825.21,3945.71,10409.8,2110.8
2010-11-10,,6719.84,814.54,3888.45,10235.4,2059.9
2010-11-11,,6723.41,791.74,3867.35,10149.5,2040.1
2010-11-12,,6734.61,782.96,3831.12,10226.8,2037.5
2010-11-15,,6790.17,788.8,3864.24,10349.7,2053.5
2010-11-16,,6663.24,770.05,3762.47,10095.4,2011.5
2010-11-17,,6700.07,777.79,3792.35,10189.3,2018.9
2010-11-18,,6832.11,796.06,3867.97,10325.3,2042.5
2010-11-19,,6843.55,790.3,3860.16,10271.7,2032.0
2010-11-22,,6822.05,788.39,3818.89,9996.4,1992.8
2010-11-23,,6705.0,777.75,3724.42,9691.8,1951.6
2010-11-24,,6823.8,786.4,3747.61,9742.6,1950.6
2010-11-25,,6879.66,789.6,3760.42,9721.8,1951.1
2010-11-26,,6848.98,792.51,3728.65,9547.2,1941.1
2010-11-29,,6697.97,776.95,3636.96,9324.7,1889.3
2010-11-30,,6688.49,768.51,3610.44,9267.2,1868.9
2010-12-01,,6866.63,782.94,3669.29,9678.4,1911.0
2010-12-02,,6957.61,800.33,3747.04,9947.6,1961.7
2010-12-03,,6947.72,803.7,3750.55,10014.8,1968.2
2010-12-06,,6954.38,805.68,3749.23,9889.9,1949.6
2010-12-07,,7001.91,812.38,3810.5,9924.7,1967.0
2010-12-08,,6975.87,820.92,3831.98,10078.4,1994.9
2010-12-09,,6964.16,823.64,3858.05,10185.5,2008.6
2010-12-10,,7006.17,827.37,3857.35,10121.9,2004.0
2010-12-13,,7029.39,836.86,3892.44,10151.2,2018.4
2010-12-14,,7027.4,836.06,3902.87,10162.7,2025.7
2010-12-15,,7016.37,831.84,3880.19,10009.8,1996.5
2010-12-16,,7024.4,834.08,3888.36,10010.3,1992.2
2010-12-17,,6982.45,830.83,3867.35,9898.1,1963.1
2010-12-20,,7018.6,832.95,3885.08,9996.1,1992.9
2010-12-21,,7077.99,843.37,3927.49,10203.4,2028.4
2010-12-22,,7067.92,843.69,3919.71,10183.5,2028.1
2010-12-23,,7057.69,851.13,3911.32,10106.9,2032.1
2010-12-24,,,,3900.39,,
2010-12-27,,6970.73,842.16,3862.19,9899.0,2006.6
2010-12-28,,6972.1,848.77,3858.72,9903.5,2000.2
2010-12-29,,6995.47,854.24,3890.65,9981.5,2002.4
2010-12-30,,6914.19,850.67,3850.76,9859.1,1973.3
2010-12-31,,,,3804.78,,
2011-01-03,,6989.74,860.05,3900.86,9888.3,1999.0
2011-01-04,,6975.35,862.26,3916.03,9888.4,2009.9
2011-01-05,,6939.82,863.1,3904.61,9801.4,2010.3
2011-01-06,,6981.39,869.23,3904.42,9702.7,2018.7
2011-01-07,,6947.84,869.22,3865.58,9560.7,2009.4
2011-01-10,,6857.06,856.02,3802.03,9437.8,1962.1
2011-01-11,,6941.57,877.81,3861.92,9582.1,1989.5
2011-01-12,,7068.78,888.56,3945.07,10101.2,2065.6
2011-01-13,,7075.11,881.02,3974.83,10370.8,2084.3
2011-01-14,,7075.7,879.8,3983.28,10385.1,2099.2
2011-01-17,,7078.06,877.91,3975.41,10280.0,2087.9
2011-01-18,,7143.45,890.04,4012.68,10583.4,2112.0
2011-01-19,,7082.76,879.71,3976.71,10556.5,2123.9
2011-01-20,,7024.27,863.18,3964.84,10636.9,2131.7
2011-01-21,,7062.42,868.69,4017.45,10829.1,2161.2
2011-01-24,,7067.77,861.95,4033.21,10815.4,2167.4
2011-01-25,,7059.01,862.36,4019.62,10664.4,2146.2
2011-01-26,,7127.35,873.9,4049.07,10670.7,2152.7
2011-01-27,,7155.58,879.17,4059.57,10828.7,2182.5
2011-01-28,,7102.8,867.96,4002.32,10747.0,2154.5
2011-01-31,,7077.48,867.75,4005.5,10806.0,2156.9
2011-02-01,,7184.27,877.85,4072.62,10967.9,2203.4
2011-02-02,,7183.67,874.76,4066.53,11010.2,2213.2
2011-02-03,,7193.68,876.07,4036.59,10860.7,2195.4
2011-02-04,,7216.21,882.37,4047.21,10854.7,2212.5
2011-02-07,,7283.62,906.0,4090.8,10922.6,2229.6
2011-02-08,,7323.24,902.85,4108.27,10965.1,2223.8
2011-02-09,,7320.9,899.39,4090.74,10935.6,2218.9
2011-02-10,,7340.28,893.78,4095.14,10791.9,2210.4
2011-02-11,,7371.2,896.84,4101.31,10803.6,2220.0
2011-02-14,,7396.63,908.99,4096.62,10774.7,2218.1
2011-02-15,,7400.04,908.62,4110.34,10826.2,2232.6
2011-02-16,,7414.3,912.07,4151.26,11047.8,2264.9
2011-02-17,,7405.51,915.12,4152.31,11113.0,2267.3
2011-02-18,,7426.81,917.0,4157.14,11068.1,2255.6
2011-02-21,,7321.81,901.11,4097.41,10810.5,2174.5
2011-02-22,,7318.35,899.41,4050.27,10701.9,
2011-02-23,,7194.6,881.0,4013.12,10633.4,2143.7
2011-02-24,,7130.5,876.03,4009.64,10647.6,2145.2
2011-02-25,,7185.17,896.31,4070.38,10822.7,2186.2
2011-02-28,,7272.32,901.79,4110.35,10850.8,2197.6
2011-03-01,,7223.3,900.13,4067.15,10761.9,2174.1
2011-03-02,,7181.12,898.1,4034.32,10643.8,2175.4
2011-03-03,,7225.96,902.33,4060.76,10566.9,2167.1
2011-03-04,,7178.9,893.93,4020.21,10498.7,2165.6
2011-03-07,,7161.93,896.42,3990.41,10495.7,2166.3
2011-03-08,,7164.75,898.66,4015.91,10568.7,2181.7
2011-03-09,,7131.8,894.85,3993.81,10559.5,2195.3
2011-03-10,,7063.09,878.88,3963.99,10435.6,2160.3
2011-03-11,,6981.49,869.43,3928.68,10398.4,2138.6
2011-03-14,,6866.63,870.75,3878.04,10415.9,2132.9
2011-03-15,,6647.66,867.31,3780.85,10329.7,2089.9
2011-03-16,,6513.84,854.83,3696.56,10092.6,2040.7
2011-03-17,,6656.88,873.22,3786.21,10325.6,2067.9
2011-03-18,,6664.4,868.65,3810.22,10328.4,2073.5
2011-03-21,,6816.12,897.39,3904.45,10574.4,2103.4
2011-03-22,,6780.97,887.7,3892.71,10576.1,2108.7
2011-03-23,,6804.45,890.87,3913.73,10638.0,2122.5
2011-03-24,,6933.58,900.25,3968.84,10755.6,2154.3
2011-03-25,,6946.36,906.43,3972.38,10710.4,2150.5
2011-03-28,,6938.63,921.04,3976.95,10751.0,2153.0
2011-03-29,,6934.44,915.61,3987.8,10735.0,2130.6
2011-03-30,,7057.15,927.0,4024.44,10732.3,2152.1
2011-03-31,,7041.31,930.61,3989.18,10576.5,2125.3
2011-04-01,,7179.81,938.54,4054.76,10729.9,2148.9
2011-04-04,,7175.33,943.4,4042.92,10756.1,2152.8
2011-04-05,,7175.31,948.59,4041.74,10678.6,2157.8
2011-04-06,,7215.11,944.73,4048.16,10845.1,2183.9
2011-04-07,,7178.78,937.41,4028.3,10849.1,2175.9
2011-04-08,,7217.02,933.69,4061.91,10913.2,2190.1
2011-04-11,,7204.86,930.5,4038.7,10878.3,2187.8
2011-04-12,,7102.91,909.53,3976.6,10784.5,2153.8
2011-04-13,,7177.97,921.17,4006.23,10786.0,2161.5
2011-04-14,,7146.56,914.11,3970.39,10622.7,2135.7
2011-04-15,,7178.29,917.7,3974.48,10558.6,2134.6
2011-04-18,,7026.85,898.47,3881.24,10344.9,2072.3
2011-04-19,,7039.31,897.88,3908.58,10376.5,2078.6
2011-04-20,,7249.19,917.19,4004.62,10535.4,2103.3
2011-04-21,,7295.49,918.5,4021.88,10584.1,2133.5
2011-04-26,,7356.51,920.2,4045.29,10650.6,2145.4
2011-04-27,,7404.95,921.71,4067.72,10740.9,2175.3
2011-04-28,,7475.22,923.2,4104.9,10867.8,2189.2
2011-04-29,,7514.46,935.1,4106.92,10878.9,2192.9
2011-05-02,,7527.64,932.63,4108.77,10877.3,2190.9
2011-05-03,,7500.7,922.54,4096.84,10825.6,2182.9
2011-05-04,,7373.93,917.9,4043.13,10712.6,2143.7
2011-05-05,,7376.96,914.87,4004.87,10627.3,2126.7
2011-05-06,,7492.25,926.86,4058.01,10610.5,2147.5
2011-05-09,,7410.52,928.16,4007.26,10396.3,2119.4
2011-05-10,,7501.52,930.36,4052.51,10474.4,2150.5
2011-05-11,,7495.05,931.52,4058.08,10531.5,2155.1
2011-05-12,,7443.95,922.37,4023.29,10487.6,2131.2
2011-05-13,,7403.31,928.35,4018.85,10356.5,2129.0
2011-05-16,,7387.54,924.75,3989.82,10363.9,2121.2
2011-05-17,,7256.65,914.53,3941.58,10306.4,2094.2
2011-05-18,,7303.53,917.1,3978.0,10343.7,2097.6
2011-05-19,,7358.23,920.61,4027.74,10376.8,2108.9
2011-05-20,,7266.82,916.72,3990.85,10226.6,2077.4
2011-05-23,,7121.52,899.13,3906.98,10082.7,2009.5
2011-05-24,,7150.66,898.3,3916.88,10115.9,2013.3
2011-05-25,,7170.94,898.35,3928.99,10217.4,2036.2
2011-05-26,,7114.09,892.97,3917.22,10203.2,2021.7
2011-05-27,,7163.47,897.0,3950.98,10261.2,2037.6
2011-05-30,,7160.3,911.4,3942.53,10257.6,2033.8
2011-05-31,,7293.69,916.68,4006.94,10476.0,2064.9
2011-06-01,,7217.43,913.13,3964.81,10339.3,2041.1
2011-06-02,,7074.12,901.54,3889.87,10261.0,2024.9
2011-06-03,,7109.03,901.6,3890.68,10285.7,2035.6
2011-06-06,,7084.57,898.44,3863.4,10157.7,2007.7
2011-06-07,,7103.25,894.24,3871.92,10168.1,2012.6
2011-06-08,,7060.23,882.69,3837.98,10082.5,1983.5
2011-06-09,,7159.66,889.09,3878.65,10121.7,1994.5
2011-06-10,,7069.9,879.67,3805.09,9950.8,1967.9
2011-06-13,,7085.14,877.66,3807.61,9946.2,1964.3
2011-06-14,,7204.79,892.2,3864.58,10132.6,1991.5
2011-06-15,,7115.08,881.78,3806.85,9933.1,1948.4
2011-06-16,,7110.2,874.55,3792.31,9918.5,1941.9
2011-06-17,,7164.05,870.55,3823.74,10135.2,1965.8
2011-06-20,,7150.21,864.36,3799.66,10038.1,1927.4
2011-06-21,,7285.51,876.47,3877.07,10231.9,1966.4
2011-06-22,,7278.19,875.07,3871.37,10226.2,1957.8
2011-06-23,,7149.44,863.85,3787.79,9942.6,1904.4
2011-06-24,,7121.38,866.66,3784.8,9812.7,1876.0
2011-06-27,,7107.9,856.23,3796.55,9872.2,1887.6
2011-06-28,,7170.43,858.87,3851.89,9936.7,1903.0
2011-06-29,,7294.14,881.99,3924.23,10143.6,1941.8
2011-06-30,,7376.24,893.78,3982.21,10359.9,1973.5
2011-07-01,,7419.44,896.64,4007.35,10492.0,2006.9
2011-07-04,,7442.96,912.17,4003.11,10468.0,2002.9
2011-07-05,,7439.44,902.56,3978.83,10330.1,1983.5
2011-07-06,,7431.19,899.62,3961.34,10204.5,1935.2
2011-07-07,,7471.44,910.62,3979.96,10196.2,1930.5
2011-07-08,,7402.73,898.87,3913.55,9938.2,1863.4
2011-07-11,,7230.25,877.68,3807.51,9670.6,1789.6
2011-07-12,,7174.14,870.64,3774.12,9603.4,1810.7
2011-07-13,,7267.87,873.24,3793.27,9666.9,1838.7
2011-07-14,,7214.74,850.42,3751.23,9598.6,1823.4
2011-07-15,,7220.12,840.17,3726.59,9484.2,1804.8
2011-07-18,,7107.92,819.21,3650.71,9347.8,1748.7
2011-07-19,,7192.67,838.64,3694.95,9443.8,1783.2
2011-07-20,,7221.36,840.04,3754.6,9732.8,1837.4
2011-07-21,,7290.14,845.55,3816.75,10017.6,1906.6
2011-07-22,,7326.39,848.48,3842.7,10059.3,1903.7
2011-07-25,,7344.54,849.57,3812.97,9866.2,1856.5
2011-07-26,,7349.45,847.75,3787.88,9833.4,1861.5
2011-07-27,,7252.68,840.97,3734.07,9643.3,1809.1
2011-07-28,,7190.06,826.76,3712.66,9657.0,1815.3
2011-07-29,,7158.77,820.7,3671.28,9630.7,1812.3
2011-08-01,,6953.98,815.77,3588.05,9318.2,1733.4
2011-08-02,,6796.75,787.52,3522.79,9114.9,1687.4
2011-08-03,,6640.59,762.21,3454.94,9037.7,1668.2
2011-08-04,,6414.76,724.38,3320.35,8686.5,1577.6
2011-08-05,,6236.16,717.76,3278.56,8671.2,1585.1
2011-08-08,,5923.27,679.51,3125.19,8459.4,1543.6
2011-08-09,,5917.08,700.99,3176.19,8428.9,1537.9
2011-08-10,,5613.42,690.32,3002.99,7966.0,1440.2
2011-08-11,,5797.66,719.41,3089.66,8249.4,1483.6
2011-08-12,,5997.74,746.39,3213.88,8647.3,1554.2
2011-08-15,2324.48,6022.24,756.71,3239.06,8709.0,
2011-08-16,2323.67,5994.9,742.18,3230.9,8674.3,1540.7
2011-08-17,2331.12,5948.94,721.71,3254.34,8728.2,1560.3
2011-08-18,2206.61,5602.8,686.54,3076.04,8317.7,1464.4
2011-08-19,2159.07,5480.0,690.41,3016.99,8141.9,1428.4
2011-08-22,2183.39,5473.78,690.96,3051.36,8293.9,1453.7
2011-08-23,2199.98,5532.38,702.18,3084.37,8279.8,1438.7
2011-08-24,2238.7,5681.08,719.28,3139.55,8369.1,1465.5
2011-08-25,2216.7,5584.14,717.22,3119.0,8299.1,1461.9
2011-08-26,2190.44,5537.48,715.04,3087.64,8185.5,1447.7
2011-08-29,2239.3,5670.07,732.53,3154.2,8395.0,1481.1
2011-08-30,2239.14,5643.92,737.82,3159.74,8444.8,1477.7
2011-08-31,2302.08,5784.85,753.96,3256.76,8718.6,1522.4
2011-09-01,2305.75,5730.63,754.34,3265.83,8761.1,1532.9
2011-09-02,2220.72,5538.33,729.1,3148.53,8463.5,1473.2
2011-09-05,2107.27,5246.18,696.58,2999.54,8066.5,1402.1
2011-09-06,2080.1,5193.97,691.81,2965.64,7936.4,1374.3
