Date,AUDUSD,NZDUSD,GBPUSD,USDCAD,Crude Oil WTI
2010-03-12,0.9153,0.7018,1.5185,1.0185,81.24
2010-03-15,0.9143,0.7028,1.5053,1.0188,79.8
2010-03-16,0.9195,0.7123,1.5246,1.0137,81.7
2010-03-17,0.9233,0.7138,1.5324,1.0095,82.93
2010-03-18,0.9206,0.7151,1.5246,1.0149,82.2
2010-03-19,0.9154,0.7083,1.5012,1.0173,80.68
2010-03-22,0.9178,0.7074,1.5099,1.0181,81.25
2010-03-23,0.9187,0.705,1.5041,1.0161,81.91
2010-03-24,0.9067,0.7034,1.4869999999999999,1.0264,80.61
2010-03-25,0.9073,0.7048,1.4811,1.0246,80.53
2010-03-26,0.9041,0.7032,1.4903,1.0272,80.0
2010-03-29,0.9174,0.7094,1.4988,1.0211,82.17
2010-03-30,0.9184,0.711,1.5069,1.0198,82.37
2010-03-31,0.9167,0.7084,1.5185,1.0154,83.76
2010-04-01,0.9209,0.708,1.5293,1.0086,84.87
2010-04-02,0.9194,0.706,1.5209,1.0114,
2010-04-05,0.9218,0.7040000000000001,1.5292,1.0014,86.62
2010-04-06,0.9279999999999999,0.7056,1.5272,1.0017,86.84
2010-04-07,0.9268,0.7064,1.5242,1.0055,85.88
2010-04-08,0.9291,0.708,1.5274,1.0019,85.39
2010-04-09,0.9331,0.7161,1.5375,1.0029,84.92
2010-04-12,0.9266,0.7136,1.5368,1.0029,84.34
2010-04-13,0.9287,0.71,1.5378,1.0014,84.05
2010-04-14,0.935,0.7156,1.5469,0.9990000000000001,85.84
2010-04-15,0.9351,0.7128,1.5501,1.0019,85.51
2010-04-16,0.9245,0.7081,1.536,1.0126,83.24
2010-04-19,0.9242,0.7096,1.5337,1.0146,81.45
2010-04-20,0.932,0.7104,1.5371,0.9982,83.45
2010-04-21,0.9258,0.71,1.5406,0.9998,83.68
2010-04-22,0.9275,0.7093,1.5393,1.0004,83.7
2010-04-23,0.9277,0.7170000000000001,1.5379,0.9997,85.12
2010-04-26,0.9267,0.7224,1.5454,1.0008,84.2
2010-04-27,0.915,0.7123,1.5246,1.0175,82.44
2010-04-28,0.9254,0.7166,1.5202,1.0096,83.22
2010-04-29,0.9273,0.7240000000000001,1.5322,1.0061,85.17
2010-04-30,0.9246,0.7268,1.5271,1.0175,86.15
2010-05-03,0.9265,0.7303,1.5246,1.0107,86.19
2010-05-04,0.9084,0.7208,1.5137,1.0246,82.74
2010-05-05,0.9049,0.7262,1.5099,1.0311,79.97
2010-05-06,0.8855,0.7144,1.4764,1.0505,77.11
2010-05-07,0.8881,0.7144,1.4802,1.0427,75.11
2010-05-10,0.903,0.7196,1.4848,1.0232,76.8
2010-05-11,0.8946,0.7163,1.4956,1.0218,76.37
2010-05-12,0.8936,0.7151,1.4825,1.0194,75.65
2010-05-13,0.8953,0.7120000000000001,1.4607,1.0206,74.4
2010-05-14,0.8858,0.7071,1.4539,1.0353,71.61
2010-05-17,0.8772,0.6972,1.4478,1.0311,70.08
2010-05-18,0.8625,0.6866,1.4303,1.0402,69.41
2010-05-19,0.8477,0.6814,1.4453,1.0433,69.87
2010-05-20,0.8156,0.6678,1.4352,1.0703,68.01
2010-05-21,0.8325,0.6788,1.4468,1.0593,70.04
2010-05-24,0.8244,0.6718,1.4421,1.0641,70.21
2010-05-25,0.8292,0.6684,1.4424,1.0662,68.75
2010-05-26,0.8209,0.6656,1.4368,1.0707,71.51
2010-05-27,0.8517,0.6824,1.4584,1.0482,74.55
2010-05-28,0.8476,0.679,1.4466,1.0541,73.97
2010-05-31,0.8466,0.6798,1.4539,1.045,
2010-06-01,0.8322,0.6774,1.4647,1.0551,72.58
2010-06-02,0.8414,0.6824,1.4649,1.0389,72.86
2010-06-03,0.8438,0.6844,1.4612,1.0398,74.61
2010-06-04,0.8234,0.6708,1.4463,1.0625,71.51
2010-06-07,0.8095,0.6596,1.4469,1.061,71.44
2010-06-08,0.8273,0.6646,1.4472,1.0476,71.99
2010-06-09,0.8279,0.6734,1.4536,1.0447,74.38
2010-06-10,0.8491,0.6849,1.4705,1.0308,75.48
2010-06-11,0.8503,0.6901,1.4545,1.0328,73.78
2010-06-14,0.8576,0.6956,1.4743,1.0342,75.12
2010-06-15,0.8654,0.698,1.4802,1.0258,76.94
2010-06-16,0.8634,0.6966,1.4729,1.0253,77.67
2010-06-17,0.8682,0.7037,1.4823,1.0279,76.79
2010-06-18,0.8721,0.7066,1.4829,1.0217,77.18
2010-06-21,0.8756,0.7088,1.4748,1.0246,77.82
2010-06-22,0.8726,0.7046,1.4809999999999999,1.0292,77.21
2010-06-23,0.8740000000000001,0.7136,1.4969,1.0395,76.35
2010-06-24,0.8669,0.7076,1.4929,1.0434,76.51
2010-06-25,0.8749,0.7140000000000001,1.5065,1.0356,78.86
2010-06-28,0.872,0.7066,1.5102,1.0356,78.25
2010-06-29,0.8468,0.6924,1.5061,1.0549,75.94
2010-06-30,0.84,0.6861,1.4949,1.0646,75.63
2010-07-01,0.8432,0.6911,1.5175,1.0589,72.95
2010-07-02,0.8417,0.6889,1.5202,1.0627,72.14
2010-07-05,0.8398,0.6852,1.5138,1.0636,
2010-07-06,0.8529,0.6946,1.5152,1.0534,71.98
2010-07-07,0.8644,0.7034,1.5185,1.0475,74.07
2010-07-08,0.8776,0.7088,1.5164,1.0432,75.44
2010-07-09,0.8776,0.7108,1.5065,1.0332,76.09
2010-07-12,0.8758,0.7124,1.5022,1.0369,74.95
2010-07-13,0.8832,0.7184,1.5176,1.0307,77.15
2010-07-14,0.8844,0.7214,1.5261,1.0318,77.04
2010-07-15,0.8839,0.7228,1.5457,1.0383,76.62
2010-07-16,0.8690000000000001,0.7106,1.5291,1.0577,76.01
2010-07-19,0.8684,0.7059,1.5225,1.0547,76.54
2010-07-20,0.8836,0.7184,1.5269,1.0427,77.44
2010-07-21,0.8774,0.7117,1.5166,1.0490000000000002,76.56
2010-07-22,0.8936,0.7262,1.5254,1.0373,79.3
2010-07-23,0.8956,0.7273,1.5436,1.0362,78.98
2010-07-26,0.9027,0.7327,1.5486,1.0318,78.98
2010-07-27,0.9014,0.7321,1.5591,1.0354,77.5
2010-07-28,0.8908,0.7211,1.5592,1.0385,76.99
2010-07-29,0.9004,0.7238,1.5611,1.0358,78.36
2010-07-30,0.9042,0.7262,1.5684,1.0297,78.95
2010-08-02,0.9134,0.7332,1.5894,1.0232,81.34
2010-08-03,0.9126,0.7342,1.5949,1.0237,82.55
2010-08-04,0.9174,0.7288,1.589,1.018,82.47
2010-08-05,0.9154,0.7288,1.5894,1.0170000000000001,82.01
2010-08-06,0.9183,0.7333,1.5947,1.0276,80.7
2010-08-09,0.9163,0.7288,1.5902,1.0271,81.48
2010-08-10,0.9136,0.7219,1.5855,1.0309,80.25
2010-08-11,0.8962,0.7127,1.5621,1.047,78.02
2010-08-12,0.8959999999999999,0.7122,1.5568,1.0424,75.74
2010-08-13,0.8929,0.7058,1.5598,1.0425,75.39
2010-08-16,0.8981,0.7049,1.5663,1.0437,75.24
2010-08-17,0.9051,0.7120000000000001,1.5589,1.0324,75.77
2010-08-18,0.8989,0.7119,1.5602,1.0288,75.42
2010-08-19,0.8926,0.7057,1.5595,1.04,74.43
2010-08-20,0.8942,0.7068,1.5534,1.0478,73.46
2010-08-23,0.8911,0.7052,1.5511,1.0523,73.1
2010-08-24,0.8821,0.7028,1.5407,1.0611,71.63
2010-08-25,0.8838,0.7013,1.5462,1.0597,72.52
2010-08-26,0.8865,0.7024,1.5532,1.0577,73.36
2010-08-27,0.8991,0.7108,1.5522,1.0513,75.17
2010-08-30,0.8921,0.7029,1.5465,1.0604,74.7
2010-08-31,0.8908,0.6993,1.5351,1.0643,71.92
2010-09-01,0.9113,0.7101,1.5457,1.0501,73.91
2010-09-02,0.9111,0.7136,1.5401,1.0532,75.02
2010-09-03,0.9166,0.7208,1.5448,1.0389,74.6
2010-09-06,0.9173,0.7216,1.5393,1.0356,
2010-09-07,0.9106,0.7193,1.5362,1.0482,74.09
2010-09-08,0.919,0.7214,1.5473,1.0368,74.67
2010-09-09,0.9231,0.7245,1.5429,1.0343,74.25
2010-09-10,0.9266,0.7286,1.5351,1.0372,76.45
2010-09-13,0.9359,0.7302,1.5429,1.0276,77.19
2010-09-14,0.9396,0.7332,1.5537,1.0275,76.8
2010-09-15,0.9385,0.7285,1.5621,1.0259,76.02
2010-09-16,0.9365,0.7241,1.5621,1.0263,74.57
2010-09-17,0.9363,0.7256,1.5629,1.0335,73.66
2010-09-20,0.9478,0.7290000000000001,1.5551,1.0282,74.86
2010-09-21,0.9535,0.7356,1.5611,1.0264,73.52
2010-09-22,0.9566,0.7324,1.5661,1.0301,74.71
2010-09-23,0.9488,0.7278,1.5675,1.0333,75.18
2010-09-24,0.9590000000000001,0.7342,1.5821,1.0244,76.49
2010-09-27,0.9609,0.7328,1.5829,1.0292,76.52
2010-09-28,0.9673,0.7386,1.58,1.0303,76.18
2010-09-29,0.9686,0.7364,1.5789,1.0324,77.86
2010-09-30,0.9668,0.7352,1.5713,1.0291,79.97
2010-10-01,0.9718,0.7446,1.5817,1.0202,81.58
2010-10-04,0.9678,0.7387,1.5823,1.0232,81.47
2010-10-05,0.9713,0.748,1.5886,1.016,82.82
2010-10-06,0.9775,0.7532,1.5894,1.0113,83.23
2010-10-07,0.9823,0.7506,1.5878,1.0172,81.67
2010-10-08,0.9849,0.7558,1.5966,1.0109,82.66
2010-10-11,0.9833,0.7503,1.588,1.0141,82.21
2010-10-12,0.9863,0.7562,1.5808,1.01,81.67
2010-10-13,0.9902,0.7592,1.5898,1.0034,83.01
2010-10-14,0.9945,0.7559,1.601,1.0042,82.69
2010-10-15,0.9908,0.7559999999999999,1.5993,1.0099,81.25
2010-10-18,0.9899,0.7573,1.59,1.0175,83.08
2010-10-19,0.9692,0.7434,1.5716,1.0326,79.49
2010-10-20,0.9869,0.7538,1.5847,1.0215,81.77
2010-10-21,0.9781,0.7464,1.5708,1.0265,80.56
2010-10-22,0.9828,0.7468,1.5686,1.0259,81.69
2010-10-25,0.9913,0.7517,1.5733,1.0192,82.52
2010-10-26,0.9857,0.7478,1.5842,1.0238,82.55
2010-10-27,0.9722,0.748,1.5774,1.0278,81.94
2010-10-28,0.9790000000000001,0.7544,1.5943,1.0209,82.18
2010-10-29,0.9837,0.7664,1.604,1.0189,81.43
2010-11-01,0.9873,0.7668,1.6038,1.016,82.95
2010-11-02,0.9997,0.7709999999999999,1.6044,1.0085,83.9
2010-11-03,1.0057,0.7864,1.6098,1.005,84.69
2010-11-04,1.0143,0.7946,1.6265,1.0025,86.49
2010-11-05,1.0162,0.7955,1.6179,1.0004,86.85
2010-11-08,1.0132,0.7862,1.614,1.0035,87.06
2010-11-09,1.0032,0.7762,1.5987,1.0072,86.72
2010-11-10,1.0059,0.7816,1.6124,1.0002,87.81
2010-11-11,0.9975,0.7775,1.6116,1.0031,87.81
2010-11-12,0.9867,0.7734,1.6136,1.0091,84.88
2010-11-15,0.9849,0.7723,1.6063,1.0094,84.86
2010-11-16,0.9769,0.7684,1.589,1.0213,82.34
2010-11-17,0.9786,0.7714,1.5896,1.0254,80.44
2010-11-18,0.9894,0.7795,1.6046,1.0204,81.85
2010-11-19,0.9865,0.779,1.5986,1.0179,81.51
2010-11-22,0.9889,0.7709999999999999,1.5959,1.0185,81.74
2010-11-23,0.9728,0.7604,1.578,1.0234,81.25
2010-11-24,0.9824,0.7619,1.5779,1.0111,83.86
2010-11-25,0.9805,0.7607,1.5762,1.0098,
2010-11-26,0.9647,0.75,1.5594,1.0204,83.76
2010-11-29,0.9632,0.7444,1.5575,1.018,85.73
2010-11-30,0.9577,0.7418,1.5553,1.0265,84.11
2010-12-01,0.9691,0.748,1.5629,1.0168,86.75
2010-12-02,0.9757,0.7552,1.5606,1.0038,88.0
2010-12-03,0.9926,0.7662,1.5779,1.0038,89.19
2010-12-06,0.99,0.7612,1.5711,1.0051,89.38
2010-12-07,0.9839,0.7566,1.5762,1.012,88.69
2010-12-08,0.9787,0.747,1.5804,1.0112,88.28
2010-12-09,0.9845,0.7490000000000001,1.577,1.0105,88.37
2010-12-10,0.9856,0.7483,1.5817,1.0098,87.79
2010-12-13,0.9952,0.7516,1.5857,1.0082,88.61
2010-12-14,0.9992,0.7505,1.5787,1.0067,88.28
2010-12-15,0.9856,0.7403,1.5539,1.0042,88.62
2010-12-16,0.9889,0.7402,1.5635,1.0057,87.7
2010-12-17,0.9889,0.7362,1.5535,1.0134,88.02
2010-12-20,0.9938,0.7405,1.5511,1.0172,88.81
2010-12-21,0.9971,0.7426,1.5465,1.0173,89.82
2010-12-22,1.0001,0.7428,1.5387,1.0135,90.48
2010-12-23,1.0046,0.7484,1.5428,1.0095,91.51
2010-12-24,1.0048,0.7494,1.5444,1.0078,
2010-12-27,1.005,0.7505,1.5419999999999998,1.0070000000000001,91.0
2010-12-28,1.0095,0.7548,1.5383,1.0011,91.49
2010-12-29,1.0175,0.7668,1.5499,1.0006,91.12
2010-12-30,1.0171,0.7715,1.5421,0.9999,89.84
2010-12-31,1.0217,0.7802,1.5602,0.997,91.38
2011-01-03,1.0164,0.7736,1.5482,0.9934,91.55
2011-01-04,1.0057,0.7677,1.5586,0.9990000000000001,89.38
2011-01-05,0.9997,0.7583,1.5512,0.9963,90.3
2011-01-06,0.9941,0.7557,1.5466,0.9969,88.38
2011-01-07,0.9965,0.7598,1.5558,0.9913,88.03
2011-01-10,0.9959,0.7632,1.5572,0.993,89.25
2011-01-11,0.9871,0.7592,1.5615,0.9901,91.11
2011-01-12,0.996,0.7622,1.577,0.986,91.86
2011-01-13,0.9967,0.7718,1.5837,0.9890000000000001,91.4
2011-01-14,0.9895,0.7659999999999999,1.5863,0.9895,91.54
2011-01-17,0.9941,0.772,1.5892,0.987,
2011-01-18,0.9978,0.7716,1.5957,0.9923,91.38
2011-01-19,1.0007,0.7648,1.5993,0.9957,90.86
2011-01-20,0.9884,0.755,1.5913,0.9968,88.86
2011-01-21,0.9892,0.7574,1.6002,0.9940000000000001,89.11
2011-01-24,0.9982,0.7642,1.5997,0.9937,87.87
2011-01-25,0.9978,0.7674,1.5823,0.9966,86.19
2011-01-26,0.9987,0.7734,1.5901,0.9952,87.33
2011-01-27,0.9918,0.772,1.5924,0.9932,85.64
2011-01-28,0.9934,0.7736,1.5863,1.0003,89.34
2011-01-31,0.9967,0.7729,1.6015,1.0012,92.19
2011-02-01,1.012,0.7821,1.6147,0.9905,90.77
2011-02-02,1.0082,0.774,1.6187,0.9879,90.86
2011-02-03,1.0156,0.7727,1.6139,0.991,90.54
2011-02-04,1.0134,0.77,1.6101,0.9879,89.03
2011-02-07,1.0131,0.7724,1.6111,0.991,87.48
2011-02-08,1.0149,0.7755,1.6073,0.9949,86.94
2011-02-09,1.0114,0.7714,1.6103,0.9936,86.71
2011-02-10,1.0044,0.7618,1.6094,0.9962,86.73
2011-02-11,1.0025,0.7605,1.6006,0.9872,85.58
2011-02-14,1.0029,0.7554,1.6038,0.9893,84.81
2011-02-15,0.9959,0.752,1.6124,0.9898,84.32
2011-02-16,1.0036,0.7554,1.6092,0.985,84.99
2011-02-17,1.012,0.7587,1.6174,0.9849,86.36
2011-02-18,1.0147,0.7617,1.6244,0.9862,86.2
2011-02-21,1.0093,0.7627,1.6221,0.9828,
2011-02-22,0.9991,0.7478,1.6134,0.9898,93.57
2011-02-23,1.0019,0.7452,1.621,0.9894,98.1
2011-02-24,1.0093,0.7511,1.614,0.9831,97.28
2011-02-25,1.0175,0.7518,1.6119,0.9778,97.88
2011-02-28,1.0186,0.7528,1.6258,0.9717,96.97
2011-03-01,1.0137,0.7472,1.626,0.9744,99.63
2011-03-02,1.0166,0.7428,1.6328,0.9726,102.23
2011-03-03,1.0147,0.7396,1.6273,0.9722,101.91
2011-03-04,1.0146,0.7385,1.6275,0.9719,104.42
2011-03-07,1.0114,0.7372,1.6202,0.9726,105.44
2011-03-08,1.0097,0.74,1.6159999999999999,0.9714,105.02
2011-03-09,1.0103,0.736,1.6202,0.9688,104.38
2011-03-10,1.0006,0.7346,1.6054,0.9755,102.7
2011-03-11,1.0145,0.7427,1.6081,0.9717,101.16
2011-03-14,1.0091,0.7389,1.6172,0.9738,101.19
2011-03-15,0.99,0.7317,1.6075,0.9847,97.18
2011-03-16,0.9768,0.7207,1.6037,0.9906,97.98
2011-03-17,0.981,0.7188,1.6141,0.9856,101.42
2011-03-18,0.9967,0.731,1.6238,0.9846,101.07
2011-03-21,1.0067,0.7355,1.6313,0.9783,102.33
2011-03-22,1.0107,0.7393,1.6368,0.9808,104.0
2011-03-23,1.013,0.7436,1.6229,0.9815,105.75
2011-03-24,1.0212,0.7508,1.6119,0.9764,105.6
2011-03-25,1.0261,0.7535,1.6038,0.9808,105.4
2011-03-28,1.0244,0.7499,1.5992,0.9776,103.98
2011-03-29,1.0289,0.7575,1.6016,0.9741,104.79
2011-03-30,1.0326,0.7614,1.6077,0.9711,104.27
2011-03-31,1.0328,0.7592,1.6033,0.9702,106.72
2011-04-01,1.0391,0.7678,1.6113,0.9636,107.94
2011-04-04,1.0366,0.7674,1.6130000000000002,0.9669,108.47
2011-04-05,1.0328,0.7682,1.6294,0.9638,108.34
2011-04-06,1.044,0.7784,1.6333,0.9604,108.83
2011-04-07,1.047,0.7766,1.632,0.9586,110.3
2011-04-08,1.0564,0.7828,1.6385,0.9557,112.79
2011-04-11,1.0499,0.7822,1.6347,0.9562,109.92
2011-04-12,1.0444,0.7855,1.6254,0.9627,106.25
2011-04-13,1.0499,0.7884,1.6267,0.9624,107.11
2011-04-14,1.0543,0.7944,1.6351,0.9607,108.11
2011-04-15,1.0568,0.7996,1.6322,0.9599,109.66
2011-04-18,1.0507,0.7869,1.6267,0.9645,107.12
2011-04-19,1.0528,0.7906,1.6317,0.956,108.15
2011-04-20,1.0705,0.7972,1.6404,0.9526,111.45
2011-04-21,1.0748,0.8018,1.6518,0.953,112.29
2011-04-22,1.0741,0.8017,1.651,0.9548,
2011-04-25,1.0724,0.7993,1.6502,0.9544,112.28
2011-04-26,1.0779,0.8085,1.6482,0.9516,112.21
2011-04-27,1.0873,0.8029,1.6627,0.9502,112.76
2011-04-28,1.0928,0.8036,1.6629,0.9509,112.86
2011-04-29,1.0968,0.8099,1.6704,0.9446,113.93
2011-05-02,1.0944,0.8044,1.665,0.9504,113.52
2011-05-03,1.0842,0.7986,1.6482,0.9527,111.05
2011-05-04,1.0745,0.7902,1.6494,0.9585,109.24
2011-05-05,1.0585,0.7877,1.6389,0.9671,99.8
2011-05-06,1.0688,0.7906,1.6369999999999998,0.9656,97.18
2011-05-09,1.0798,0.7924,1.6396,0.9621,102.55
2011-05-10,1.0836,0.794,1.6364,0.9570000000000001,103.88
2011-05-11,1.0694,0.789,1.6351,0.9614,98.21
2011-05-12,1.0675,0.7938,1.629,0.9624,98.97
2011-05-13,1.0574,0.7873,1.6198,0.9683,99.65
2011-05-16,1.0565,0.7796,1.6191,0.9752,97.37
2011-05-17,1.0619,0.7856,1.6246,0.9723,96.91
2011-05-18,1.0626,0.7899,1.6168,0.9705,100.1
2011-05-19,1.0675,0.7917,1.6234,0.9676,98.44
2011-05-20,1.0659,0.7959999999999999,1.6229,0.9740000000000001,99.49
2011-05-23,1.0507,0.7892,1.6122,0.9773,97.7
2011-05-24,1.0555,0.7974,1.618,0.9765,99.59
2011-05-25,1.053,0.7968,1.6272,0.9779,101.32
2011-05-26,1.0638,0.8108,1.6399,0.9782,100.23
2011-05-27,1.0701,0.8192,1.6509,0.9758,100.59
2011-05-30,1.069,0.8192,1.6473,0.977,
2011-05-31,1.0671,0.8246,1.6451,0.9685,102.7
2011-06-01,1.0602,0.8158,1.633,0.9775,100.29
2011-06-02,1.0673,0.8156,1.6376,0.9755,100.4
2011-06-03,1.0716,0.8158,1.6429,0.978,100.22
2011-06-06,1.0713,0.8156,1.6355,0.9806,99.01
2011-06-07,1.0713,0.82,1.6448,0.9744,99.09
2011-06-08,1.062,0.8236,1.6395,0.9799,100.74
2011-06-09,1.0631,0.8262,1.6369,0.9735,101.93
2011-06-10,1.0535,0.8216,1.6235,0.9798,99.29
2011-06-13,1.0603,0.8169,1.6380000000000001,0.9762,97.3
2011-06-14,1.0682,0.8178,1.6378,0.9687,99.37
2011-06-15,1.0566,0.8068,1.6178,0.9792,94.81
2011-06-16,1.056,0.8056,1.6162,0.9819,94.95
2011-06-17,1.0632,0.8129,1.6197,0.9794,93.01
2011-06-20,1.0581,0.8104,1.6206,0.9795,93.26
2011-06-21,1.0595,0.8121,1.6242,0.9718,93.4
2011-06-22,1.0574,0.8149,1.6074,0.9735,95.41
2011-06-23,1.0532,0.8138,1.601,0.9788,91.02
2011-06-24,1.0498,0.8133,1.5959999999999999,0.9885,91.16
2011-06-27,1.0447,0.8044,1.5989,0.9863,90.61
2011-06-28,1.0537,0.8117,1.5998,0.9818,92.89
2011-06-29,1.0676,0.8276,1.6065,0.97,94.77
2011-06-30,1.0722,0.8262,1.6048,0.9634,95.42
2011-07-01,1.0778,0.8272,1.6077,0.9588,94.94
2011-07-04,1.0736,0.8322,1.6088,0.9608,
2011-07-05,1.069,0.8271,1.6062,0.9628,96.89
2011-07-06,1.0696,0.828,1.5998,0.9658,96.65
2011-07-07,1.0777,0.8329,1.5972,0.9587,98.67
2011-07-08,1.0756,0.8378,1.6059,0.9616,96.2
2011-07-11,1.0655,0.8264,1.5909,0.9684,95.15
2011-07-12,1.0604,0.821,1.5916,0.9653,97.43
2011-07-13,1.0767,0.8492,1.6126,0.9587,98.05
2011-07-14,1.0722,0.8434,1.6147,0.9601,95.69
2011-07-15,1.0646,0.8457,1.6136,0.9536,97.24
2011-07-18,1.0608,0.8449,1.6052,0.9591,95.93
2011-07-19,1.0732,0.8546,1.6134,0.95,97.5
2011-07-20,1.0747,0.8572,1.6155,0.9477,98.14
2011-07-21,1.084,0.8628,1.6313,0.9438,99.13
2011-07-22,1.0846,0.8647,1.6303,0.9482,99.87
2011-07-25,1.0842,0.8626,1.6275,0.9472,99.2
2011-07-26,1.0949,0.8715,1.6416,0.9438,99.59
2011-07-27,1.1028,0.8722,1.6333,0.9494,97.4
2011-07-28,1.1005,0.87,1.6374,0.9489,97.44
2011-07-29,1.0995,0.8793,1.6421,0.9552,95.7
2011-08-01,1.097,0.8763,1.6298,0.9567,94.89
2011-08-02,1.0778,0.8628,1.6291,0.9612,93.79
2011-08-03,1.0764,0.865,1.6433,0.9618,91.93
2011-08-04,1.0467,0.8294,1.6268,0.9808,86.63
2011-08-05,1.0442,0.8434,1.6392,0.9816,86.88
2011-08-08,1.0206,0.8174,1.6315,0.993,81.31
2011-08-09,1.0368,0.8362,1.6315,0.9804,79.3
2011-08-10,1.0181,0.8098,1.6133,0.9942,82.89
2011-08-11,1.0351,0.8283,1.6242,0.9848,85.72
2011-08-12,1.0356,0.8322,1.6278,0.987,85.38
2011-08-15,1.0509,0.8336,1.6392,0.98,87.88
2011-08-16,1.0476,0.8336,1.6452,0.982,86.65
2011-08-17,1.0541,0.8370000000000001,1.6542,0.9804,87.58
2011-08-18,1.0387,0.8184,1.6517,0.9902,82.38
2011-08-19,1.0402,0.8181,1.6462,0.99,82.26
2011-08-22,1.0398,0.8221,1.6464,0.9899,84.12
2011-08-23,1.0526,0.8320000000000001,1.6496,0.9882,85.44
2011-08-24,1.0476,0.8286,1.6375,0.9874,85.16
2011-08-25,1.0435,0.8308,1.6286,0.9882,85.3
2011-08-26,1.0573,0.8397,1.6372,0.9816,85.37
2011-08-29,1.0659,0.8486,1.641,0.9768,87.27
2011-08-30,1.0686,0.8516,1.6305,0.9784,88.9
2011-08-31,1.0702,0.8512,1.6254,0.9779,88.81
2011-09-01,1.0724,0.8515,1.6181,0.976,88.93
2011-09-02,1.0646,0.8481,1.6218,0.9857,86.45
2011-09-05,1.0546,0.8285,1.6114,0.9901,
2011-09-06,1.0496,0.8249,1.5943,0.9902,86.02
2011-09-07,1.0661,0.8338,1.5991,0.9845,89.34
2011-09-08,1.0574,0.8335,1.5958,0.9890000000000001,89.05
2011-09-09,1.0475,0.8220000000000001,1.5882,0.9969,87.24
2011-09-12,1.0356,0.8216,1.5859999999999999,0.9924,88.19
2011-09-13,1.0318,0.8239,1.5783,0.9862,90.21
2011-09-14,1.0265,0.8187,1.5766,0.9904,88.91
2011-09-15,1.0332,0.8232,1.5802,0.9836,89.4
2011-09-16,1.0362,0.8291,1.5789,0.9778,87.96
2011-09-19,1.0211,0.8204,1.5696,0.9901,85.7
2011-09-20,1.0269,0.8219,1.5745,0.992,86.89
