Date,XAGUSD,XAGEUR,XAGGBP,XAGCAD,XAGCHF,XAGAUD
2013-08-25,23.51,17.78,,24.78,,26.414
2013-09-01,23.87,18.11,,24.84,,25.985
2013-09-08,22.25,16.74,,23.04,,24.066
2013-09-15,21.84,16.1,,22.43,,23.186
2013-09-22,21.78,16.11,,22.44,,23.378
2013-09-29,21.75,16.04,,22.41,,23.052
2013-10-06,21.23,15.68,,21.98,,22.424
2013-10-13,21.93,16.03,,22.56,,22.659000000000002
2013-10-20,22.57,16.35,,23.59,,23.55
2013-10-27,21.86,16.21,,22.78,,23.163
2013-11-03,21.51,16.08,,22.52,,22.924
2013-11-10,20.81,15.4,,21.7,,22.169
2013-11-17,19.88,14.66,,20.91,,21.676
2013-11-24,19.99,14.71,,21.22,,21.941
2013-12-01,19.5,14.22,,20.75,,21.409000000000002
2013-12-08,19.7,14.33,,20.85,,21.980999999999998
2013-12-15,19.385,14.18,,20.63,,21.718000000000004
2013-12-22,20.08,14.6,,21.48,,22.622
2013-12-29,20.14,14.83,,21.43,,22.521
2014-01-05,20.135,14.72,,21.93,,22.368000000000002
2014-01-12,20.28,14.98,,22.25,,23.101
2014-01-19,19.91,14.55,,22.01,,22.881
2014-01-26,19.15,14.21,,21.32,,21.903000000000002
2014-02-02,20.03,14.69,,22.12,,22.34
2014-02-09,21.48,15.66,,23.57,,23.736
2014-02-16,21.83,15.87,,24.26,,24.307
2014-02-23,21.225,15.36,,23.47,18.648,23.773000000000003
2014-03-02,20.925,15.07,,23.18,18.352,23.054000000000002
2014-03-09,21.49,15.44,,23.86,18.749000000000002,23.794
2014-03-16,20.31,14.72,,22.78,17.929000000000002,22.353
2014-03-23,19.82,14.4,,21.91,17.569000000000003,21.42
2014-03-30,19.94,14.57,,21.92,17.814,21.480999999999998
2014-04-06,20.0,14.4,,21.96,17.528,21.283
2014-04-13,19.64,14.19,,21.6,17.314,21.008000000000003
2014-04-20,19.66,14.26,,21.78,17.395,21.271
2014-04-27,19.51,14.08,,21.43,17.144000000000002,21.053
2014-05-04,19.15,13.93,,20.89,16.995,20.473
2014-05-11,19.31,14.15,,21.04,17.301,20.697
2014-05-18,19.45,14.27,,21.14,17.438,21.081
2014-05-25,18.73,13.81,,20.41,16.845,20.215
2014-06-01,19.02,13.95,,20.8,17.003,20.385
2014-06-08,19.67,14.54,,21.37,17.735,20.943
2014-06-15,20.9,15.34,,22.44,18.676,22.219
2014-06-22,21.06,15.37,,22.38,18.691,22.261999999999997
2014-06-29,21.17,15.57,,22.56,18.930999999999997,22.608
2014-07-06,21.44,15.75,,23.01,19.14,22.826999999999998
2014-07-13,20.85,15.43,,22.4,18.759,22.225
2014-07-20,20.72,15.44,,22.42,18.762,22.069000000000003
2014-07-27,20.33,15.11,,22.15,18.383,21.791
2014-08-03,19.96,14.82,,21.81,17.992,21.421
2014-08-10,19.64,14.61,,21.33,17.67,21.006
2014-08-17,19.45,14.67,,21.27,17.759,20.859
2014-08-24,19.48,14.83,,21.19,17.889,20.861
2014-08-31,19.19,14.83,,20.89,17.879,20.472
2014-09-07,18.62,14.38,,20.68,17.402,20.622
2014-09-14,17.81,13.91,,19.56,16.787,19.987000000000002
2014-09-21,17.66,13.91,,19.67,16.785999999999998,20.125999999999998
2014-09-28,16.85,13.46,,18.95,16.309,19.424
2014-10-05,17.39,13.78,,19.49,16.662,20.038
2014-10-12,17.28,13.53,,19.47,16.34,19.746
2014-10-19,17.18,13.58,,19.32,16.379,19.562
2014-10-26,16.19,12.9,,18.21,15.562000000000001,18.369
2014-11-02,15.76,12.68,,17.89,15.25,18.287
2014-11-09,16.295,13.03,,18.42,15.645,18.652
2014-11-16,16.44,13.27,,18.46,15.936,18.962
2014-11-23,15.46,12.42,,17.65,14.931,18.166
2014-11-30,16.3,13.25,,18.62,15.93,19.553
2014-12-07,17.03,13.67,,19.73,16.419,20.655
2014-12-14,16.07,13.15,,18.65,15.815999999999999,19.746
2014-12-21,16.06,13.2,,18.68,15.874,19.796
2014-12-28,15.77,13.1,,18.53,15.745,19.439
2015-01-04,16.54,13.94,,19.59,16.744,20.123
2015-01-11,17.775,15.38,,21.32,15.255,21.623
2015-01-18,18.285,16.33,,22.73,16.119,23.141
2015-01-25,17.26,15.28,,21.96,15.889000000000001,22.205
2015-02-01,16.73,14.78,,20.94,15.472999999999999,21.444000000000003
2015-02-08,17.335,15.25,,21.61,16.186,22.346999999999998
2015-02-15,16.265,14.26,,20.33,15.263,20.686
2015-02-22,16.62,14.83,,20.76,15.825,21.250999999999998
2015-03-01,15.895,14.67,,20.08,15.69,20.614
2015-03-08,15.665,14.91,,20.01,15.727,20.491999999999997
2015-03-15,16.765,15.48,,21.02,16.337,21.545
2015-03-22,16.975,15.57,,21.38,16.299,21.872
2015-03-29,17.125,15.6,,21.38,16.302,22.44
2015-04-05,16.47,15.54,,20.71,16.134,21.439
2015-04-12,16.26,15.06,,19.94,15.493,20.93
2015-04-19,15.74,14.47,,19.17,15.017999999999999,20.133
2015-04-26,16.16,14.43,,19.65,15.071,20.581999999999997
2015-05-03,16.47,14.7,,19.88,15.332,20.76
2015-05-10,17.55,15.28,,21.02,16.029,21.781999999999996
2015-05-17,17.15,15.52,,21.0,16.144000000000002,21.84
2015-05-24,16.737000000000002,15.24,10.9545,20.85,15.75,21.921
2015-05-31,16.102999999999998,14.51,10.5556,20.05,15.142999999999999,21.129
2015-06-07,15.95,14.18,10.2709,19.69,14.845999999999998,20.67
2015-06-14,16.11,14.19,10.1423,19.76,14.783,20.732
2015-06-21,15.8,14.15,10.0313,19.46,14.743,20.64
2015-06-28,15.71,14.12,10.08,19.73,14.763,20.899
2015-07-05,15.63,13.96,10.0367,19.72,14.634,20.929000000000002
2015-07-12,14.88,13.73,9.5266,19.29,14.293,20.171
2015-07-19,14.68,13.37,9.4689,19.17,14.148,20.172
2015-07-26,14.82,13.46,9.463,19.35,14.282,20.24
2015-08-02,14.877,13.52,9.5667,19.46,14.585,19.984
2015-08-09,15.255,13.74,9.7539,19.97,14.89,20.699
2015-08-16,15.34,13.46,9.763,20.21,14.508,20.930999999999997
2015-08-23,14.61,13.06,9.4884,19.28,14.056,20.361
2015-08-30,14.595,13.07,9.6035,19.35,14.161,21.093000000000004
2015-09-06,14.635,12.89,9.4754,19.39,14.165,20.616
2015-09-13,15.185,13.42,9.7669,20.06,14.690999999999999,21.101999999999997
2015-09-20,15.1,13.49,9.946,20.14,14.775,21.499000000000002
2015-09-27,15.265,13.61,10.0514,20.07,14.819,21.651999999999997
2015-10-04,15.845,13.95,10.3568,20.52,15.238,21.607
2015-10-11,16.065,14.21,10.4467,20.82,15.375,22.206
2015-10-18,15.83,14.36,10.3337,20.83,15.489,21.933000000000003
2015-10-25,15.545,14.12,10.0751,20.33,15.357999999999999,21.773000000000003
2015-11-01,14.76,13.76,9.8209,19.67,14.882,20.969
2015-11-08,14.26,13.24,9.3675,19.01,14.366,20.01
2015-11-15,14.195,13.33,9.3407,18.93,14.455,19.598
2015-11-22,14.1,13.31,9.3766,18.85,14.534,19.598
2015-11-29,14.554,13.37,9.6285,19.44,14.505999999999998,19.82
2015-12-06,13.93,12.67,9.1474,19.15,13.689,19.364
2015-12-13,14.09,12.96,9.4599,19.66,13.991,19.646
2015-12-20,14.365,13.09,9.6196,19.86,14.187000000000001,19.832
2015-12-27,13.815,12.72,9.3674,19.13,13.835999999999999,18.929000000000002
2016-01-03,13.945,12.75,9.6009,19.75,13.872,20.049
2016-01-10,13.925,12.75,9.7626,20.24,13.954,20.262999999999998
2016-01-17,14.03,12.99,9.835,19.81,14.255999999999998,20.035999999999998
2016-01-24,14.262,13.16,10.0119,19.93,14.595,20.135
2016-01-31,14.995,13.44,10.3396,20.87,14.86,21.205
2016-02-07,15.73,13.97,10.8427,21.78,15.373,22.135
2016-02-14,15.355,13.79,10.6584,21.14,15.206,21.474
2016-02-21,14.705,13.45,10.6017,19.87,14.658,20.623
2016-02-28,15.515,14.1,10.905,20.66,15.42,20.846
2016-03-06,15.472999999999999,13.87,10.7612,20.47,15.2,20.456
2016-03-13,15.805,14.02,10.9136,20.55,15.333,20.785
2016-03-20,15.17,13.59,10.7262,20.14,14.83,20.206
2016-03-27,15.052,13.22,10.5803,19.58,14.412,19.625999999999998
2016-04-03,15.365,13.48,10.8799,19.96,14.668,20.34
2016-04-10,16.24,14.39,11.4392,20.82,15.710999999999999,21.024
2016-04-17,16.959,15.1,11.7747,21.49,16.595,22.003
2016-04-24,17.845,15.58,12.2113,22.4,17.125999999999998,23.471
2016-05-01,17.475,15.33,12.1122,22.56,16.998,23.721
2016-05-08,17.112000000000002,15.13,11.9151,22.15,16.692999999999998,23.545
2016-05-15,16.527,14.72,11.3968,21.67,16.365,22.884
2016-05-22,16.23,14.6,11.0975,21.13,16.144000000000002,22.596999999999998
2016-05-29,16.414,14.44,11.3062,21.23,16.023,22.281
2016-06-05,17.337,15.41,12.1599,22.17,16.725,23.518
2016-06-12,17.493,15.56,12.2201,22.62,16.842,23.714000000000002
2016-06-19,17.736,15.95,12.9646,23.07,17.267,23.765
2016-06-26,19.76,17.74,14.8993,25.52,19.230999999999998,26.348000000000003
2016-07-03,20.285,18.34,15.6475,26.44,19.936,26.788
2016-07-10,20.227999999999998,18.33,15.333,26.24,19.878,26.693
2016-07-17,19.63,17.89,14.9747,25.77,19.385,26.298000000000002
2016-07-24,20.335,18.21,15.3806,26.52,19.718,26.776999999999997
2016-07-31,19.705,17.78,15.0774,25.95,19.33,25.866
2016-08-07,19.725,17.67,15.257,25.53,19.213,25.784000000000002
2016-08-14,19.315,17.06,14.7742,24.87,18.565,25.325
2016-08-21,18.65,16.66,14.2034,24.26,18.277,24.666
2016-08-28,19.441,17.43,14.625,25.27,19.070999999999998,25.673000000000002
2016-09-04,19.055999999999997,16.96,14.3631,24.86,18.589000000000002,25.268
2016-09-11,18.792,16.84,14.4534,24.82,18.43,25.087
2016-09-18,19.68,17.54,15.1763,25.93,19.115,25.837
2016-09-25,19.18,17.05,14.7703,25.16,18.621,25.009
2016-10-02,17.545,15.66,14.1109,23.33,17.149,23.156
2016-10-09,17.414,15.87,14.289000000000001,22.88,17.242,22.851999999999997
2016-10-16,17.517,16.09,14.315999999999999,23.36,17.403,23.026
2016-10-23,17.77,16.17,14.5835,23.81,17.567999999999998,23.381999999999998
2016-10-30,18.425,16.54,14.7183,24.7,17.846,24.013
2016-11-06,17.34,15.97,13.7603,23.48,17.141,22.959
2016-11-13,16.587,15.67,13.4353,22.39,16.753,22.601999999999997
2016-11-20,16.535,15.62,13.2529,22.37,16.758,22.211
2016-11-27,16.745,15.69,13.1556,22.26,16.938,22.439
2016-12-04,16.86,15.96,13.4064,22.22,17.164,22.621
2016-12-11,16.1,15.41,12.8831,21.47,16.52,22.037
2016-12-18,15.775,15.09,12.833,21.35,16.195,21.963
2016-12-25,15.939,15.16,12.9177,21.41,16.232,22.088
2017-01-01,16.5,15.67,13.4289,21.84,16.802,22.609
2017-01-08,16.81,15.79,13.8031,22.04,16.963,22.406999999999996
2017-01-15,17.074,15.95,13.7976,22.74,17.105999999999998,22.599
2017-01-22,17.14,16.02,13.6519,22.54,17.137,22.698
2017-01-29,17.495,16.22,14.01,22.78,17.366,22.77
2017-02-05,17.952,16.87,14.3718,23.48,17.997,23.388
2017-02-12,17.99,16.95,14.4911,23.57,18.039,23.45
2017-02-19,18.355,17.38,14.7222,24.03,18.494,23.918000000000003
2017-02-26,17.965,16.91,14.6116,24.03,18.102,23.651999999999997
2017-03-05,17.028,15.96,13.9904,22.94,17.215999999999998,22.578000000000003
2017-03-12,17.365,16.19,14.0238,23.2,17.358,22.564
2017-03-19,17.77,16.46,14.2491,23.77,17.617,23.314
2017-03-26,18.26,17.11,14.5223,24.28,18.288,23.9
2017-04-02,18.005,16.99,14.5431,24.12,18.157,23.995
2017-04-09,18.545,17.48,14.8076,24.71,18.646,24.475
2017-04-16,17.927,16.71,13.9913,24.2,17.852999999999998,23.766
2017-04-23,17.23,15.81,13.3045,23.52,17.147000000000002,23.009
2017-04-30,16.34,14.88,12.6069,22.34,16.152,22.051
2017-05-07,16.465,15.06,12.7729,22.57,16.476,22.293000000000003
2017-05-14,16.865,15.05,12.9377,22.79,16.399,22.603
2017-05-21,17.372,15.53,13.5686,23.36,16.929000000000002,23.328000000000003
2017-05-28,17.545,15.55,13.6151,23.65,16.883,23.563000000000002
2017-06-04,17.2,15.36,13.4959,23.17,16.678,22.840999999999998
2017-06-11,16.62,14.83,12.997,21.94,16.17,21.79
2017-06-18,16.73,14.95,13.1608,22.21,16.227,22.114
2017-06-25,16.61,14.56,12.7708,21.57,15.943,21.633000000000003
2017-07-02,15.62,13.7,12.116,20.11,15.058,20.535999999999998
2017-07-09,15.985,13.92,12.1916,20.18,15.383,20.383
2017-07-16,16.51,14.16,12.7083,20.71,15.618,20.864
2017-07-23,16.707,14.22,12.7185,20.77,16.186,20.918000000000003
2017-07-30,16.28,13.83,12.488,20.6,15.839,20.539
2017-08-06,17.109,14.47,13.1487,21.69,16.457,21.668000000000003
2017-08-13,16.98,14.44,13.1877,21.37,16.386,21.412
2017-08-20,17.066,14.31,13.2413,21.3,16.329,21.521
2017-08-27,17.733,14.95,13.6925,21.98,17.107,22.255
2017-09-03,17.972,14.93,13.6171,21.84,16.975,22.301
2017-09-10,17.59,14.73,12.9394,21.45,16.883,21.98
2017-09-17,16.996,14.22,12.5958,20.97,16.473,21.343000000000004
2017-09-24,16.653,14.1,12.4304,20.77,16.123,21.256999999999998
2017-10-01,16.823,14.34,12.8759,21.09,16.454,21.65
2017-10-08,17.4,14.72,13.095999999999998,21.69,16.956,22.055999999999997
2017-10-15,17.041,14.46,12.9206,21.52,16.773,21.794
2017-10-22,16.858,14.52,12.8406,21.59,16.82,21.956
2017-10-29,16.848,14.51,12.885,21.5,16.86,22.021
2017-11-05,16.902,14.49,12.8134,21.43,16.831,22.059
2017-11-12,17.309,14.67,13.0991,22.09,17.111,22.877
2017-11-19,17.005,14.25,12.7498,21.62,16.662,22.331999999999997
2017-11-26,16.44,13.83,12.2022,20.85,16.054000000000002,21.604
2017-12-03,15.842,13.47,11.8295,20.35,15.731,21.107
2017-12-10,16.055,13.66,12.0516,20.65,15.902000000000001,21.0
2017-12-17,16.37,13.8,12.2507,20.84,16.195,21.214000000000002
2017-12-24,16.949,14.13,12.5414,21.32,16.514,21.724
2017-12-31,17.227999999999998,14.32,12.6952,21.38,16.801,21.906999999999996
2018-01-07,17.256,14.16,12.5682,21.5,16.707,21.808000000000003
2018-01-14,17.025,13.93,12.2911,21.26,16.395,21.301
2018-01-21,17.415,14.02,12.2896,21.44,16.26,21.47
2018-01-28,16.597,13.32,11.7519,20.62,15.456,20.949
2018-02-04,16.355999999999998,13.37,11.8201,20.57,15.376,20.93
2018-02-11,16.671,13.44,11.8722,20.93,15.468,21.07
2018-02-18,16.541,13.45,11.8421,20.89,15.495,21.085
2018-02-25,16.51,13.4,11.9594,21.26,15.49,21.265
2018-03-04,16.598,13.49,11.9853,21.27,15.788,21.142
2018-03-11,16.346,13.3,11.725999999999999,21.41,15.565999999999999,21.186
2018-03-18,16.566,13.41,11.7207,21.36,15.690999999999999,21.521
2018-03-25,16.365,13.28,11.6747,21.1,15.614,21.311
2018-04-01,16.387999999999998,13.34,11.6285,20.95,15.72,21.345
2018-04-08,16.663,13.51,11.7011,21.02,16.037,21.451
2018-04-15,17.14,13.95,12.2393,21.87,16.705,22.339000000000002
2018-04-22,16.532,13.63,11.9971,21.21,16.332,21.804000000000002
2018-04-29,16.517,13.81,12.2058,21.22,16.517,21.899
2018-05-06,16.667,13.95,12.3063,21.32,16.677,22.096
2018-05-13,16.455,13.97,12.2128,21.2,16.42,21.901
2018-05-20,16.508,14.17,12.4036,21.41,16.34,21.868000000000002
2018-05-27,16.4,14.06,12.2865,21.23,16.206,21.67
2018-06-03,16.781,14.26,12.5124,21.69,16.533,22.08
2018-06-10,16.559,14.26,12.4636,21.86,16.519000000000002,22.244
2018-06-17,16.477,14.13,12.4172,21.87,16.279,22.142
2018-06-24,16.119,13.79,12.2035,21.17,15.969000000000001,21.769000000000002
2018-07-01,16.038,13.65,12.0718,20.98,15.876,21.575
2018-07-08,15.819,13.54,11.9529,20.82,15.847000000000001,21.308000000000003
2018-07-15,15.517000000000001,13.24,11.814,20.4,15.402000000000001,20.901999999999997
2018-07-22,15.504000000000001,13.3,11.8247,20.24,15.419,20.947
2018-07-29,15.42,13.33,11.8547,20.03,15.332,20.838
2018-08-05,15.311,13.42,11.9903,20.12,15.24,20.971999999999998
2018-08-12,14.8,12.94,11.6095,19.34,14.744000000000002,20.241
2018-08-19,14.815,12.75,11.5265,19.3,14.569,20.214000000000002
2018-08-26,14.525,12.52,11.2045,18.94,14.072000000000001,20.195
2018-09-02,14.142999999999999,12.24,10.9445,18.61,13.709000000000001,19.9
2018-09-09,14.073,12.1,10.7703,18.34,13.616,19.676
2018-09-16,14.299000000000001,12.17,10.934000000000001,18.47,13.708,19.611
2018-09-23,14.65,12.62,11.2467,18.91,14.392999999999999,20.268
2018-09-30,14.63,12.71,11.1579,18.94,14.523,20.764
2018-10-07,14.597000000000001,12.62,11.0957,19.01,14.474,20.504
2018-10-14,14.639000000000001,12.71,11.1995,19.18,14.588,20.558000000000003
2018-10-21,14.635,12.83,11.4038,19.18,14.593,20.624000000000002
2018-10-28,14.752,12.96,11.3722,19.34,14.806,20.491
2018-11-04,14.158,12.49,10.9109,18.7,14.235999999999999,19.597
2018-11-11,14.413,12.62,11.2263,18.95,14.412,19.646
2018-11-18,14.29,12.6,11.1518,18.92,14.243,19.747
2018-11-25,14.175,12.53,11.1107,18.85,14.159,19.371
2018-12-02,14.62,12.85,11.4864,19.48,14.482000000000001,20.305999999999997
2018-12-09,14.569,12.88,11.5774,19.5,14.54,20.301
2018-12-16,14.62,12.86,11.5742,19.88,14.55,20.788
2018-12-23,15.39,13.45,12.110999999999999,20.99,15.151,21.85
2018-12-30,15.694,13.77,12.3303,20.99,15.482000000000001,22.066999999999997
2019-01-06,15.600999999999999,13.6,12.1408,20.7,15.355,21.63
2019-01-13,15.345,13.5,11.9185,20.35,15.279000000000002,21.408
2019-01-20,15.747,13.8,11.93,20.81,15.642999999999999,21.929000000000002
2019-01-27,15.913,13.89,12.1659,20.85,15.845,21.951999999999998
2019-02-03,15.827,13.97,12.2235,21.02,15.83,22.329
2019-02-10,15.777999999999999,13.97,12.2401,20.89,15.863,22.076999999999998
2019-02-17,15.919,14.03,12.1952,20.91,15.927,22.335
2019-02-24,15.213,13.37,11.5212,20.23,15.197000000000001,21.479
2019-03-03,15.33,13.64,11.7765,20.57,15.453,21.752
2019-03-10,15.288,13.5,11.4993,20.38,15.317,21.564
2019-03-17,15.425,13.63,11.6753,20.71,15.328,21.776
2019-03-24,15.145,13.5,11.6205,20.21,15.075,21.340999999999998
2019-03-31,15.105,13.46,11.582,20.21,15.100999999999999,21.250999999999998
2019-04-07,14.975,13.25,11.4457,19.95,15.011,20.878
2019-04-14,14.955,13.3,11.5061,20.03,15.173,20.909000000000002
2019-04-21,15.085,13.53,11.68,20.3,15.387,21.435
2019-04-28,14.935,13.34,11.341,20.05,15.187000000000001,21.27
2019-05-05,14.775,13.17,11.3791,19.84,14.967,21.13
2019-05-12,14.4,12.91,11.3233,19.38,14.558,20.976
2019-05-19,14.57,13.0,11.4602,19.58,14.595999999999998,21.043000000000003
2019-05-26,14.58,13.04,11.5389,19.7,14.593,21.006999999999998
2019-06-02,15.015,13.25,11.7934,19.93,14.837,21.46
2019-06-09,14.88,13.27,11.8131,19.95,14.860999999999999,21.643
2019-06-16,15.360999999999999,13.51,12.0555,20.31,14.999,22.185
2019-06-23,15.318,13.47,12.0658,20.05,14.953,21.818
2019-06-30,14.995,13.36,11.9775,19.62,14.876,21.491
2019-07-07,15.23,13.51,12.1074,19.84,14.984000000000002,21.694000000000003
2019-07-14,16.215,14.44,12.9585,21.16,15.905,23.002
2019-07-21,16.397000000000002,14.74,13.2424,21.59,16.291,23.73
2019-07-28,16.22,14.6,13.3438,21.42,15.93,23.853
2019-08-04,16.965,15.16,14.1136,22.45,16.515,25.022
2019-08-11,17.105,15.43,14.0817,22.71,16.74,25.232
2019-08-18,17.44,15.64,14.1915,23.15,16.983,25.79
