Date,US Dollar Index,PHLX Euro,PHLX Australian Dollar,PHLX Canadian Dollar,PHLX Swiss Franc,PHLX British Pound,PHLX Yen
2020-05-01,98.34,111.0,66.67,72.61,103.99,123.44,92.75
2020-06-01,97.39,112.35,69.04,73.65,105.59,123.93,92.62
2020-07-01,93.35,117.79,71.38,74.56,109.47,130.83,94.49
2020-08-01,92.14,119.37,73.78,76.66,110.67,133.67,94.41
2020-09-01,93.89,117.24,71.59,75.08,108.55,129.22,94.82
2020-10-01,94.04,116.59,70.3,75.09,109.07,129.42,95.54
2020-11-01,91.87,119.32,73.47,76.88,110.08,133.3,95.87
2020-12-01,89.94,122.39,77.19,78.51,113.14,136.72,96.87
2021-01-01,90.58,121.38,76.42,78.25,112.24,137.05,95.49
2021-02-01,90.88,120.74,77.06,78.5,110.07,139.29,93.82
2021-03-01,93.23,117.28,75.98,79.6,105.96,137.8,90.3
2021-04-01,91.3,120.24,77.06,81.34,109.48,138.17,91.5
2021-05-01,90.03,121.94,77.11,82.82,111.12,142.01,91.02
