Date,AUDUSD,NZDUSD,GBPUSD,USDCAD,Crude Oil WTI
2016-04-01,0.7603,0.6975,1.4613,1.2553,45.92
2016-05-01,0.7233,0.6764,1.4478,1.3094,49.1
2016-06-01,0.7451,0.7134,1.3311,1.2925,48.33
2016-07-01,0.7597,0.7208,1.3231,1.3030000000000002,41.6
2016-08-01,0.7518,0.725,1.3138,1.3106,44.7
2016-09-01,0.7664,0.7287,1.2976,1.3129,48.24
2016-10-01,0.7609999999999999,0.7151,1.2244,1.341,46.86
2016-11-01,0.7386,0.7083,1.2505,1.3435,49.44
2016-12-01,0.7216,0.6947,1.2338,1.3433,53.72
2017-01-01,0.7585,0.7311,1.2579,1.3030000000000002,52.81
2017-02-01,0.7658,0.7192,1.2381,1.33,54.01
2017-03-01,0.7629,0.7007,1.255,1.3313,50.6
2017-04-01,0.7489,0.6868,1.2951,1.3652,49.33
2017-05-01,0.743,0.7084,1.2890000000000001,1.3501,48.32
2017-06-01,0.7691,0.7333,1.3027,1.2965,46.04
2017-07-01,0.8003,0.7515,1.3214,1.2479,50.17
2017-08-01,0.7947,0.718,1.2931,1.2482,47.23
2017-09-01,0.7834,0.7207,1.3397,1.247,51.67
2017-10-01,0.7657,0.6847,1.3283,1.2886,54.38
2017-11-01,0.7567,0.6832,1.3526,1.2896,57.4
2017-12-01,0.7802,0.7087,1.3515,1.2579,60.42
2018-01-01,0.8055,0.7365,1.4192,1.2315,64.73
2018-02-01,0.7762,0.7212,1.376,1.2832,61.64
2018-03-01,0.7679,0.7236,1.4018,1.2894,64.94
2018-04-01,0.7533,0.7036,1.3772,1.284,68.57
2018-05-01,0.7569,0.6999,1.33,1.2958,67.04
2018-06-01,0.7405,0.6766,1.3209,1.3132,74.15
2018-07-01,0.7429,0.6817,1.3127,1.3007,68.76
2018-08-01,0.7191,0.6621,1.2963,1.3039,69.8
2018-09-01,0.723,0.6619,1.3031,1.2906,73.25
2018-10-01,0.7074,0.6517,1.2766,1.3155,65.31
2018-11-01,0.7318,0.6882,1.2752,1.3296,50.93
2018-12-01,0.7052,0.6719,1.2759,1.3638,45.41
2019-01-01,0.7273,0.6918,1.3102,1.3124,53.79
2019-02-01,0.7095,0.6808,1.3263,1.3168,57.22
2019-03-01,0.7097,0.6804,1.3033,1.3346,60.14
2019-04-01,0.7049,0.6675,1.3034,1.3389,63.91
2019-05-01,0.6939,0.6536,1.2632,1.3514,53.5
2019-06-01,0.7020000000000001,0.6719,1.2695,1.3092,58.47
2019-07-01,0.6845,0.6558,1.2159,1.3191,58.58
2019-08-01,0.6737,0.6308,1.2158,1.3312,55.1
2019-09-01,0.675,0.6263,1.2289,1.3241,54.07
2019-10-01,0.6894,0.6413,1.2942,1.3161,54.18
2019-11-01,0.6765,0.6422,1.2934,1.3277,55.17
2019-12-01,0.7022,0.6738,1.3261,1.2988,61.06
2020-01-01,0.6692,0.6463,1.3201,1.3236,51.56
2020-02-01,0.6509999999999999,0.6253,1.2821,1.3398,44.76
2020-03-01,0.6136,0.5957,1.242,1.4061,20.48
2020-04-01,0.6511,0.6126,1.2594,1.3944,18.84
2020-05-01,0.6667,0.6203,1.2346,1.3771,35.49
2020-06-01,0.6902,0.6452,1.2399,1.3573,39.27
2020-07-01,0.7142,0.6632,1.3088,1.3413,40.27
2020-08-01,0.7375,0.6732,1.3369,1.3045,42.61
2020-09-01,0.7161,0.6609999999999999,1.2916,1.3319,40.22
2020-10-01,0.7026,0.6616,1.2941,1.3317,35.79
2020-11-01,0.7345,0.7021,1.3321,1.3,45.34
2020-12-01,0.7694,0.7185,1.3673,1.273,48.52
2021-01-01,0.7642,0.7190000000000001,1.3702,1.2777,52.2
2021-02-01,0.7705,0.7233,1.3932,1.2739,61.5
2021-03-01,0.7596,0.6983,1.3779,1.2558,59.16
2021-04-01,0.7713,0.7161,1.3817,1.2286,63.48
2021-05-01,0.7713,0.7247,1.4187,1.2068,66.32
